client_id,anciennete_mois,nb_achats_12m,ca_12m,panier_moyen,marge_12m,nb_visites_90j,nb_contacts_service,recence_jours,remise_moyenne,satisfaction_10,nb_categories,canal_principal,region,churn_90j
39932,30,0,0.0,0.0,0.0,1,0,85,0.233,6.0,3,mixte,A,0
39933,29,1,35.4,35.4,12.11,1,0,178,0.125,8.0,2,magasin,C,0
39934,29,4,269.26,67.32,103.12,1,2,12,0.259,8.0,3,web,B,0
39935,22,1,24.08,24.08,7.52,2,4,110,0.297,7.0,2,web,B,0
39936,17,7,277.52,39.65,80.88,2,0,115,0.238,9.0,3,magasin,D,0
39937,24,7,237.37,33.91,86.3,1,0,2,0.031,6.0,3,magasin,E,0
39938,6,2,242.04,121.02,117.49,0,2,52,0.049,7.0,1,mixte,E,0
39939,32,1,29.18,29.18,10.38,2,2,84,0.115,10.0,3,web,A,0
39940,46,7,218.04,31.15,79.63,3,0,7,0.187,9.0,2,magasin,D,0
39941,17,1,10.21,10.21,2.63,0,1,15,0.07,6.0,1,magasin,A,0
39942,48,0,0.0,0.0,0.0,2,1,110,0.013,8.0,1,magasin,E,0
39943,11,3,42.89,14.3,10.05,1,2,170,0.069,4.0,1,magasin,B,0
39944,33,4,196.9,49.22,76.74,3,0,41,0.062,7.0,2,web,C,0
39945,30,0,0.0,0.0,0.0,0,1,900,0.114,6.0,1,magasin,C,0
39946,68,6,324.9,54.15,122.34,4,2,15,0.059,5.0,3,web,E,0
39947,54,5,135.09,27.02,41.23,1,0,8,0.262,7.0,5,magasin,D,0
39948,33,0,0.0,0.0,0.0,0,2,900,0.012,4.0,1,mixte,A,0
39949,21,1,29.53,29.53,10.01,1,0,136,0.165,9.0,1,mixte,D,0
39950,19,3,94.54,31.51,32.79,1,0,255,0.136,8.0,1,mixte,C,0
39951,10,0,0.0,0.0,0.0,0,0,900,0.223,6.0,1,web,D,0
39952,43,4,282.64,70.66,105.36,3,2,102,0.389,8.0,3,mixte,E,0
39953,34,3,104.33,34.78,37.57,0,0,291,0.015,8.0,4,mixte,C,0
39954,17,7,234.7,33.53,55.88,1,0,21,0.126,10.0,3,magasin,C,0
39955,3,0,0.0,0.0,0.0,0,0,578,0.096,9.0,1,magasin,E,0
39956,36,1,68.62,68.62,20.48,1,1,438,0.042,8.0,4,magasin,D,0
39957,19,0,0.0,0.0,0.0,2,1,78,0.347,8.0,2,mixte,B,0
39958,33,1,21.78,21.78,7.31,2,0,151,0.141,6.0,1,web,D,0
39959,49,5,192.43,38.49,73.08,1,0,8,0.222,7.0,2,web,A,0
39960,8,0,0.0,0.0,0.0,1,1,106,0.033,6.0,2,mixte,C,0
39961,26,11,1038.19,94.38,399.57,5,1,24,0.208,9.0,5,web,A,0
39962,53,1,22.98,22.98,3.94,2,2,133,0.2,7.0,1,web,C,0
39963,13,6,267.01,44.5,94.19,3,0,130,0.206,9.0,1,web,B,0
39964,94,4,282.71,70.68,114.55,3,2,61,0.02,7.0,3,web,A,0
39965,89,6,265.44,44.24,93.78,7,1,12,0.179,10.0,2,mixte,C,0
39966,26,5,398.41,79.68,147.02,1,0,193,0.153,10.0,5,web,D,0
39967,63,6,292.51,48.75,107.42,6,3,80,0.377,6.0,5,mixte,E,0
39968,59,4,75.35,18.84,23.2,2,1,35,0.162,8.0,1,mixte,C,0
39969,21,1,14.66,14.66,5.12,0,2,466,0.184,9.0,2,web,E,0
39970,36,2,127.35,63.68,53.32,1,0,284,0.062,10.0,1,mixte,C,0
39971,41,5,409.86,81.97,144.65,0,0,319,0.0,7.0,2,web,A,0
39972,29,4,105.87,26.47,30.68,0,1,92,0.161,6.0,1,magasin,B,0
39973,48,3,166.96,55.65,61.2,0,0,36,0.0,10.0,3,web,E,0
39974,17,0,0.0,0.0,0.0,0,1,399,0.016,6.0,1,magasin,D,0
39975,49,4,184.48,46.12,54.81,0,0,9,0.223,9.0,1,mixte,A,0
39976,44,10,310.24,31.02,96.61,2,2,183,0.175,8.0,5,magasin,A,0
39977,52,8,488.93,61.12,186.41,3,3,145,0.194,6.0,3,web,B,0
39978,30,6,602.81,100.47,245.24,2,0,143,0.0,9.0,3,magasin,A,0
39979,28,8,503.4,62.92,172.2,7,0,75,0.161,9.0,2,magasin,B,0
39980,18,2,74.82,37.41,23.74,1,1,53,0.029,5.0,3,web,A,0
39981,21,0,0.0,0.0,0.0,0,0,471,0.175,8.0,1,web,D,0
39982,72,1,41.26,41.26,15.59,0,4,80,0.097,8.0,1,magasin,B,0
39983,17,4,119.37,29.84,38.76,1,4,127,0.093,8.0,1,web,E,0
39984,49,4,213.36,53.34,76.47,0,1,55,0.36,9.0,1,web,D,0
39985,80,7,299.32,42.76,123.28,0,2,310,0.035,7.0,3,mixte,C,0
39986,54,10,300.81,30.08,58.93,4,1,87,0.115,7.0,2,mixte,D,0
39987,53,0,0.0,0.0,0.0,0,1,900,0.259,7.0,1,web,B,0
39988,43,2,91.46,45.73,35.49,0,0,506,0.211,8.0,1,mixte,E,0
39989,50,0,0.0,0.0,0.0,0,1,900,0.235,6.0,1,web,E,0
39990,4,2,167.77,83.88,69.75,1,0,58,0.354,9.0,2,mixte,D,0
39991,22,2,46.36,23.18,11.53,3,0,281,0.389,7.0,1,web,A,0
39992,33,14,530.56,37.9,172.0,8,4,32,0.284,8.0,3,web,B,0
39993,46,15,639.19,42.61,227.58,2,0,49,0.218,7.0,3,mixte,E,0
39994,69,8,429.29,53.66,170.51,4,1,145,0.0,7.0,1,web,C,0
39995,5,0,0.0,0.0,0.0,0,1,558,0.246,6.0,2,magasin,E,0
39996,19,0,0.0,0.0,0.0,0,0,900,0.123,8.0,1,magasin,D,1
39997,21,0,0.0,0.0,0.0,0,0,573,0.339,7.0,1,magasin,C,0
39998,37,11,340.0,30.91,91.0,6,4,136,0.337,7.0,4,mixte,B,0
39999,41,0,0.0,0.0,0.0,0,0,900,0.06,5.0,1,web,A,0
40000,27,1,47.25,47.25,18.12,0,0,168,0.128,6.0,3,mixte,E,0
40001,9,1,17.24,17.24,4.41,0,2,181,0.148,2.0,1,web,E,0
40002,2,0,0.0,0.0,0.0,0,0,428,0.056,6.0,1,mixte,A,0
40003,20,7,349.35,49.91,128.43,5,1,42,0.249,8.0,1,web,C,0
40004,35,3,181.15,60.38,67.79,3,0,226,0.209,10.0,1,web,E,0
40005,22,0,0.0,0.0,0.0,0,0,464,0.076,8.0,1,web,A,0
40006,5,4,156.06,39.02,55.93,1,1,17,0.271,8.0,1,web,E,0
40007,35,7,519.85,74.26,196.11,2,1,32,0.125,8.0,4,magasin,C,0
40008,11,1,40.89,40.89,14.41,7,1,88,0.393,8.0,4,web,E,0
40009,27,2,108.01,54.0,40.57,0,1,359,0.377,7.0,1,magasin,A,0
40010,20,8,252.48,31.56,74.42,2,0,134,0.151,9.0,2,web,A,0
40011,1,0,0.0,0.0,0.0,0,0,224,0.328,7.0,1,magasin,E,0
40012,54,2,48.7,24.35,12.52,1,0,262,0.6,8.0,1,web,A,0
40013,22,2,39.46,19.73,8.93,0,1,199,0.221,7.0,3,magasin,A,0
40014,56,1,48.74,48.74,20.23,1,0,168,0.201,8.0,1,web,B,0
40015,28,2,34.31,17.16,9.6,2,0,82,0.318,9.0,1,web,C,0
40016,17,1,40.26,40.26,14.55,0,2,673,0.373,5.0,1,mixte,E,0
40017,29,0,0.0,0.0,0.0,1,0,58,0.192,9.0,1,mixte,E,0
40018,1,0,0.0,0.0,0.0,0,0,34,0.313,5.0,2,web,D,0
40019,2,0,0.0,0.0,0.0,0,3,900,0.155,5.0,1,web,E,1
40020,58,2,107.26,53.63,44.02,0,1,726,0.061,6.0,2,web,E,0
40021,18,2,134.66,67.33,57.12,3,2,124,0.073,7.0,1,web,D,0
40022,35,3,41.29,13.76,10.44,6,2,0,0.43,9.0,3,web,C,0
40023,28,14,1132.56,80.9,467.08,3,1,37,0.197,10.0,1,magasin,C,0
40024,25,1,23.54,23.54,8.95,0,0,562,0.153,7.0,1,web,E,0
40025,28,0,0.0,0.0,0.0,2,0,147,0.045,5.0,1,magasin,A,0
40026,12,10,401.99,40.2,108.88,0,1,26,0.064,10.0,3,web,D,0
40027,51,0,0.0,0.0,0.0,0,0,87,0.478,10.0,1,web,A,0
40028,31,2,58.17,29.08,21.18,4,0,24,0.296,8.0,4,mixte,B,0
40029,24,0,0.0,0.0,0.0,0,1,900,0.126,7.0,1,web,A,0
40030,25,3,167.58,55.86,68.11,1,1,407,0.399,8.0,1,magasin,A,0
40031,52,9,441.1,49.01,158.47,1,1,98,0.032,7.0,5,web,E,0
40032,48,6,245.41,40.9,80.11,0,1,401,0.163,10.0,3,magasin,B,0
40033,47,0,0.0,0.0,0.0,0,0,364,0.24,9.0,1,mixte,A,0
40034,41,0,0.0,0.0,0.0,1,5,253,0.122,8.0,1,magasin,A,0
40035,38,0,0.0,0.0,0.0,2,1,30,0.269,6.0,1,web,E,0
40036,85,3,90.51,30.17,31.3,2,0,0,0.449,8.0,1,magasin,A,0
40037,31,4,342.26,85.56,151.89,4,3,85,0.273,7.0,1,web,B,0
40038,36,1,38.69,38.69,12.74,1,0,254,0.405,8.0,1,web,B,0
40039,42,2,88.25,44.12,33.47,0,3,177,0.039,4.0,3,web,D,0
40040,11,0,0.0,0.0,0.0,0,4,900,0.399,6.0,1,web,D,1
40041,19,1,54.15,54.15,18.83,3,1,229,0.499,7.0,1,magasin,B,0
40042,50,6,128.2,21.37,27.76,4,1,162,0.058,9.0,1,mixte,D,0
40043,34,0,0.0,0.0,0.0,0,0,589,0.061,8.0,2,mixte,E,0
40044,96,10,604.54,60.45,218.46,2,0,53,0.217,8.0,3,web,C,0
40045,21,1,42.84,42.84,14.14,1,1,900,0.294,5.0,1,mixte,C,1
40046,3,1,62.99,62.99,26.78,0,1,513,0.16,9.0,1,magasin,E,0
40047,39,11,313.61,28.51,106.19,3,2,24,0.038,6.0,1,web,A,0
40048,14,2,20.86,10.43,5.1,3,0,195,0.375,7.0,1,web,D,0
40049,18,1,10.32,10.32,2.8,0,0,229,0.353,8.0,1,web,B,0
40050,54,8,422.14,52.77,150.79,3,1,288,0.301,8.0,1,web,C,0
40051,38,1,28.29,28.29,10.11,0,1,657,0.159,7.0,1,mixte,A,0
40052,45,70,6028.1,86.12,2228.47,16,2,5,0.05,8.0,3,mixte,C,0
40053,35,0,0.0,0.0,0.0,0,1,322,0.53,6.0,1,mixte,A,0
40054,5,0,0.0,0.0,0.0,0,2,334,0.472,7.0,1,magasin,B,0
40055,28,20,3344.66,167.23,1384.59,9,3,67,0.177,8.0,4,magasin,D,0
40056,16,4,138.81,34.7,42.41,2,1,193,0.338,9.0,1,web,E,0
40057,31,1,41.67,41.67,14.07,0,0,251,0.099,7.0,3,mixte,A,0
40058,70,3,153.41,51.14,52.7,2,3,72,0.053,9.0,2,web,C,0
40059,54,0,0.0,0.0,0.0,0,1,521,0.218,7.0,1,magasin,C,0
40060,17,0,0.0,0.0,0.0,2,2,10,0.153,6.0,1,web,E,0
40061,83,26,1268.87,48.8,359.29,9,3,96,0.261,9.0,6,mixte,C,0
40062,10,0,0.0,0.0,0.0,0,0,892,0.0,8.0,1,magasin,E,0
40063,93,17,1265.89,74.46,391.39,2,1,13,0.549,9.0,5,web,B,0
40064,27,7,295.05,42.15,92.73,2,0,19,0.356,7.0,3,web,C,0
40065,23,3,79.72,26.57,27.76,2,1,366,0.293,6.0,1,web,D,0
40066,38,1,29.16,29.16,10.98,0,1,184,0.242,6.0,2,magasin,E,0
40067,26,41,4669.62,113.89,1901.14,10,5,0,0.256,10.0,1,web,D,0
40068,6,0,0.0,0.0,0.0,0,1,415,0.181,5.0,1,magasin,A,0
40069,42,0,0.0,0.0,0.0,0,0,900,0.189,8.0,3,magasin,A,0
40070,15,8,351.66,43.96,125.1,2,1,148,0.286,10.0,2,magasin,E,0
40071,67,0,0.0,0.0,0.0,1,0,70,0.214,8.0,1,web,A,0
40072,10,0,0.0,0.0,0.0,0,1,671,0.174,4.0,1,web,B,0
40073,34,5,320.32,64.06,134.46,2,1,97,0.132,7.0,1,web,C,0
40074,42,9,524.56,58.28,162.96,1,0,79,0.478,6.0,1,magasin,C,0
40075,28,22,1287.53,58.52,417.37,5,2,1,0.204,8.0,1,web,B,0
40076,61,9,796.97,88.55,320.31,2,5,338,0.057,6.0,5,mixte,D,0
40077,1,0,0.0,0.0,0.0,0,1,900,0.231,6.0,2,web,D,0
40078,48,11,375.86,34.17,111.66,1,4,11,0.1,7.0,1,web,D,0
40079,27,0,0.0,0.0,0.0,0,0,121,0.091,7.0,2,magasin,A,0
40080,45,0,0.0,0.0,0.0,1,1,83,0.254,10.0,1,magasin,B,0
40081,11,3,221.27,73.76,88.55,1,0,32,0.167,7.0,1,web,A,0
40082,8,2,41.24,20.62,12.0,1,1,116,0.088,5.0,1,mixte,C,0
40083,19,0,0.0,0.0,0.0,0,3,15,0.354,6.0,1,web,A,0
40084,16,0,0.0,0.0,0.0,0,0,900,0.154,9.0,3,magasin,C,0
40085,17,10,207.58,20.76,57.86,6,1,50,0.249,9.0,2,web,C,0
40086,26,12,655.87,54.66,215.4,2,0,10,0.147,7.0,2,web,E,0
40087,24,7,177.53,25.36,45.79,1,0,53,0.238,6.0,1,mixte,C,0
40088,12,5,79.53,15.91,24.34,0,1,314,0.049,8.0,1,mixte,E,0
40089,30,14,683.92,48.85,229.52,3,0,80,0.222,6.0,3,mixte,D,0
40090,32,3,292.93,97.64,112.04,2,1,33,0.265,8.0,4,magasin,C,0
40091,20,3,43.24,14.41,13.07,0,0,302,0.598,8.0,3,mixte,B,0
40092,59,1,18.0,18.0,5.95,0,2,239,0.117,3.0,2,magasin,D,0
40093,45,5,274.18,54.84,109.77,0,0,184,0.143,10.0,1,magasin,B,0
40094,42,1,34.27,34.27,12.76,1,1,319,0.113,7.0,1,mixte,B,0
40095,50,8,554.99,69.37,214.8,1,0,84,0.337,7.0,1,mixte,C,0
40096,46,0,0.0,0.0,0.0,4,2,7,0.051,8.0,2,mixte,C,0
40097,22,12,554.56,46.21,220.9,3,1,26,0.078,9.0,1,magasin,B,0
40098,25,0,0.0,0.0,0.0,0,1,900,0.087,6.0,1,web,E,1
40099,45,5,211.01,42.2,65.32,5,5,33,0.127,7.0,2,web,E,0
40100,17,5,277.19,55.44,86.8,4,0,9,0.078,7.0,2,magasin,A,0
40101,16,10,687.56,68.76,228.9,2,0,72,0.096,6.0,4,web,E,0
40102,39,18,869.34,48.3,251.92,9,1,2,0.333,6.0,2,magasin,C,0
40103,63,1,24.11,24.11,6.34,1,0,93,0.063,10.0,1,magasin,A,0
40104,26,11,253.96,23.09,55.13,8,0,30,0.149,6.0,3,web,A,0
40105,29,2,82.84,41.42,29.71,0,4,83,0.191,8.0,1,magasin,D,0
40106,60,9,582.55,64.73,242.42,3,3,11,0.105,9.0,4,mixte,C,0
40107,23,1,57.42,57.42,26.57,1,1,206,0.036,9.0,2,mixte,C,0
40108,22,5,130.1,26.02,36.59,4,2,35,0.319,8.0,3,magasin,E,0
40109,46,17,1236.63,72.74,556.55,6,0,148,0.079,9.0,1,web,E,0
40110,18,0,0.0,0.0,0.0,1,0,378,0.464,9.0,1,magasin,E,0
40111,12,1,63.28,63.28,24.3,0,0,365,0.157,8.0,2,web,C,0
40112,27,3,94.35,31.45,29.92,0,3,292,0.6,6.0,1,mixte,B,0
40113,20,2,77.79,38.9,23.89,0,0,79,0.32,9.0,2,web,B,0
40114,37,7,297.18,42.45,78.5,3,0,273,0.206,7.0,1,mixte,D,0
40115,72,3,109.71,36.57,41.29,2,0,44,0.472,9.0,2,magasin,E,0
40116,20,0,0.0,0.0,0.0,0,0,633,0.19,7.0,1,mixte,E,0
40117,63,5,194.18,38.84,60.26,3,0,203,0.218,7.0,4,mixte,B,0
40118,27,9,397.92,44.21,136.38,4,3,39,0.417,9.0,1,web,B,0
40119,14,2,79.63,39.82,26.65,1,1,303,0.108,7.0,1,magasin,E,0
40120,49,0,0.0,0.0,0.0,0,0,900,0.13,8.0,1,mixte,D,0
40121,17,0,0.0,0.0,0.0,0,0,473,0.16,8.0,1,web,D,0
40122,28,0,0.0,0.0,0.0,0,1,417,0.069,7.0,1,web,B,0
40123,23,0,0.0,0.0,0.0,0,3,758,0.084,7.0,1,magasin,B,0
40124,17,0,0.0,0.0,0.0,0,1,250,0.527,8.0,1,web,B,0
40125,30,1,19.19,19.19,5.17,1,0,545,0.077,7.0,2,magasin,B,0
40126,32,3,255.06,85.02,108.53,3,0,79,0.042,6.0,3,mixte,D,0
40127,23,10,878.76,87.88,257.49,6,4,78,0.103,6.0,2,web,A,0
40128,36,3,144.64,48.21,48.42,3,2,264,0.369,10.0,2,web,A,0
40129,11,1,62.7,62.7,22.21,0,4,535,0.033,7.0,2,web,B,0
40130,49,1,17.85,17.85,5.28,0,1,2,0.077,10.0,1,web,C,0
40131,23,0,0.0,0.0,0.0,2,1,16,0.548,5.0,1,mixte,C,0
40132,32,17,504.66,29.69,173.02,3,1,13,0.151,9.0,5,web,A,0
40133,96,4,235.07,58.77,86.16,0,0,12,0.157,9.0,1,mixte,B,0
40134,25,3,50.04,16.68,14.33,2,0,60,0.197,8.0,1,web,E,0
40135,10,2,179.13,89.56,70.61,0,0,236,0.182,8.0,1,web,C,0
40136,62,14,861.13,61.51,263.55,3,2,4,0.23,9.0,3,magasin,C,0
40137,10,0,0.0,0.0,0.0,0,0,900,0.251,7.0,4,mixte,D,0
40138,41,6,138.19,23.03,36.57,5,1,40,0.164,6.0,3,web,C,0
40139,24,2,42.59,21.3,13.13,1,1,166,0.071,6.0,1,magasin,E,0
40140,15,0,0.0,0.0,0.0,0,0,308,0.165,7.0,1,web,B,0
40141,84,36,2581.64,71.71,917.45,7,1,108,0.16,10.0,4,web,B,0
40142,13,7,206.24,29.46,58.9,1,1,46,0.107,10.0,1,web,D,0
40143,19,6,150.7,25.12,42.33,1,0,9,0.098,8.0,1,mixte,C,0
40144,19,1,17.46,17.46,5.07,1,0,29,0.329,6.0,1,magasin,C,0
40145,11,3,216.18,72.06,95.72,1,0,522,0.008,9.0,3,web,A,0
40146,49,7,296.36,42.34,114.57,2,0,43,0.15,8.0,3,magasin,C,0
40147,38,0,0.0,0.0,0.0,1,0,436,0.143,6.0,1,mixte,B,0
40148,43,7,278.4,39.77,86.82,3,3,230,0.125,6.0,1,web,B,0
40149,41,6,540.03,90.0,209.88,1,1,149,0.358,10.0,1,magasin,C,0
40150,30,3,168.79,56.26,63.21,4,0,28,0.146,8.0,3,mixte,E,0
40151,35,0,0.0,0.0,0.0,0,0,101,0.115,8.0,1,web,E,0
40152,8,0,0.0,0.0,0.0,1,0,119,0.205,7.0,1,magasin,D,0
40153,31,29,1091.22,37.63,291.36,2,1,5,0.231,10.0,2,mixte,C,0
40154,20,4,49.17,12.29,11.87,1,0,82,0.544,10.0,1,magasin,D,0
40155,39,0,0.0,0.0,0.0,0,0,296,0.213,7.0,1,mixte,E,0
40156,16,3,116.16,38.72,55.52,0,0,61,0.305,10.0,1,web,C,0
40157,26,0,0.0,0.0,0.0,0,0,766,0.288,6.0,1,magasin,E,0
40158,33,4,191.05,47.76,70.96,4,0,20,0.221,8.0,2,magasin,B,0
40159,43,24,624.25,26.01,112.7,4,3,60,0.374,9.0,4,web,C,0
40160,54,9,517.65,57.52,195.86,0,0,86,0.069,9.0,3,magasin,E,0
40161,25,3,45.21,15.07,12.46,0,0,9,0.277,9.0,2,web,A,0
40162,25,4,289.11,72.28,111.25,1,0,133,0.267,10.0,3,magasin,E,0
40163,91,2,54.97,27.48,13.19,4,1,212,0.134,8.0,1,web,B,0
40164,13,0,0.0,0.0,0.0,0,1,410,0.063,5.0,2,web,C,0
40165,13,0,0.0,0.0,0.0,0,3,749,0.235,6.0,1,web,C,0
40166,35,13,1033.42,79.49,309.68,5,1,9,0.193,9.0,2,mixte,E,0
40167,22,3,119.55,39.85,40.78,2,0,116,0.197,8.0,1,magasin,C,0
40168,59,4,143.06,35.76,53.17,2,0,120,0.496,10.0,5,magasin,C,0
40169,29,6,419.7,69.95,141.81,1,2,203,0.309,7.0,2,magasin,A,0
40170,18,0,0.0,0.0,0.0,0,0,730,0.344,8.0,4,mixte,E,0
40171,7,1,39.47,39.47,14.36,1,0,86,0.295,9.0,3,mixte,D,0
40172,38,5,308.89,61.78,120.3,4,0,113,0.064,8.0,2,web,C,0
40173,50,1,26.6,26.6,9.72,1,0,202,0.115,8.0,2,mixte,B,0
40174,46,8,335.99,42.0,95.85,4,1,107,0.315,9.0,3,magasin,A,0
40175,38,0,0.0,0.0,0.0,0,0,617,0.166,7.0,1,magasin,E,1
40176,14,4,236.96,59.24,76.29,2,0,488,0.056,7.0,1,web,D,0
40177,13,1,72.28,72.28,31.74,0,0,94,0.186,8.0,2,web,D,0
40178,30,1,13.85,13.85,3.86,2,1,196,0.309,8.0,1,mixte,D,0
40179,13,0,0.0,0.0,0.0,0,1,559,0.083,8.0,1,mixte,E,0
40180,37,3,231.32,77.11,101.61,1,1,154,0.181,7.0,1,web,B,0
40181,31,4,92.86,23.22,24.39,5,0,4,0.272,10.0,1,magasin,A,0
40182,30,2,51.2,25.6,17.94,2,1,79,0.384,7.0,1,mixte,A,0
40183,34,29,2601.89,89.72,1068.61,11,2,35,0.232,10.0,1,web,C,0
40184,32,5,89.19,17.84,17.59,4,1,80,0.6,8.0,2,web,C,0
40185,28,4,158.06,39.52,58.2,1,0,252,0.067,5.0,2,web,B,0
40186,32,2,152.08,76.04,68.0,2,1,48,0.377,6.0,1,web,C,0
40187,51,4,99.47,24.87,26.75,0,2,388,0.377,8.0,2,magasin,A,0
40188,37,6,281.55,46.92,80.99,5,1,41,0.215,8.0,1,web,D,0
40189,1,1,12.18,12.18,3.5,0,0,434,0.226,8.0,1,web,D,0
40190,53,8,551.75,68.97,187.5,4,1,46,0.347,7.0,5,web,D,0
40191,83,2,60.78,30.39,21.2,0,2,248,0.005,7.0,1,web,B,0
40192,65,3,327.94,109.31,116.8,1,0,3,0.114,8.0,3,web,E,0
40193,57,11,787.07,71.55,277.33,7,0,52,0.216,10.0,3,magasin,B,0
40194,45,5,437.79,87.56,181.59,2,1,121,0.135,7.0,3,mixte,C,0
40195,2,0,0.0,0.0,0.0,0,0,838,0.044,8.0,1,mixte,A,0
40196,8,0,0.0,0.0,0.0,0,1,900,0.011,7.0,1,mixte,C,0
40197,57,5,349.68,69.94,123.83,0,2,336,0.241,6.0,1,magasin,D,1
40198,2,0,0.0,0.0,0.0,0,1,900,0.086,7.0,1,magasin,A,1
40199,31,8,1600.94,200.12,775.2,4,1,244,0.042,6.0,1,web,E,0
40200,57,6,606.05,101.01,247.8,4,0,26,0.173,7.0,5,web,A,0
40201,21,8,605.23,75.65,204.74,6,0,52,0.132,7.0,2,magasin,D,0
40202,35,3,135.38,45.13,51.91,4,0,42,0.03,7.0,1,magasin,B,0
40203,36,4,104.17,26.04,30.39,3,0,108,0.336,9.0,1,magasin,E,0
40204,46,8,353.25,44.16,146.7,0,1,28,0.299,7.0,2,mixte,A,0
40205,18,0,0.0,0.0,0.0,1,1,20,0.158,8.0,1,mixte,C,0
40206,54,4,168.81,42.2,57.78,0,0,426,0.431,9.0,1,web,B,0
40207,33,13,428.4,32.95,119.21,8,6,105,0.177,10.0,3,web,E,0
40208,20,12,430.65,35.89,140.42,3,1,16,0.337,9.0,3,magasin,D,0
40209,42,3,186.53,62.18,82.96,2,3,6,0.08,8.0,1,magasin,D,0
40210,40,5,220.54,44.11,57.18,6,2,22,0.083,7.0,3,mixte,D,0
40211,25,16,461.67,28.85,113.87,3,1,111,0.24,9.0,1,web,C,0
40212,25,17,1902.5,111.91,895.98,1,0,88,0.117,8.0,1,web,E,0
40213,47,15,686.56,45.77,215.61,2,0,36,0.166,10.0,1,web,E,0
40214,13,1,38.72,38.72,14.05,0,1,244,0.125,5.0,1,magasin,D,0
40215,36,3,125.77,41.92,46.45,3,0,17,0.218,8.0,1,web,A,0
40216,34,3,78.26,26.09,21.13,0,0,392,0.096,7.0,3,web,B,0
40217,51,12,621.12,51.76,207.95,5,0,61,0.129,8.0,2,mixte,A,0
40218,32,3,118.3,39.43,44.2,4,2,33,0.05,6.0,1,web,B,0
40219,72,16,495.46,30.97,143.0,6,2,12,0.223,8.0,2,web,C,0
40220,4,0,0.0,0.0,0.0,0,1,900,0.451,6.0,1,web,E,0
40221,37,4,153.89,38.47,47.9,4,0,47,0.083,9.0,2,web,E,0
40222,25,6,193.04,32.17,65.19,6,0,267,0.057,8.0,1,mixte,B,0
40223,36,7,455.14,65.02,170.45,1,2,247,0.079,7.0,3,magasin,E,0
40224,79,18,1475.1,81.95,471.69,6,0,23,0.266,7.0,4,mixte,B,0
40225,18,1,44.88,44.88,18.61,0,1,381,0.029,7.0,1,magasin,D,0
40226,26,17,900.94,53.0,297.06,9,1,50,0.071,10.0,1,mixte,B,0
40227,55,10,986.53,98.65,429.41,7,1,17,0.257,6.0,4,web,C,0
40228,39,3,70.51,23.5,24.75,2,1,89,0.34,8.0,1,magasin,C,0
40229,22,0,0.0,0.0,0.0,0,1,192,0.149,8.0,1,web,D,0
40230,62,3,141.68,47.23,48.82,2,3,299,0.201,5.0,3,web,E,0
40231,78,1,41.51,41.51,12.63,0,3,366,0.06,8.0,4,magasin,B,0
40232,55,1,56.02,56.02,24.56,0,1,267,0.261,6.0,2,mixte,B,0
40233,20,0,0.0,0.0,0.0,2,1,39,0.0,7.0,2,magasin,B,0
40234,31,5,438.92,87.78,189.74,4,2,141,0.315,7.0,2,web,C,0
40235,1,0,0.0,0.0,0.0,1,0,206,0.098,8.0,2,mixte,B,0
40236,55,6,488.09,81.35,173.31,2,0,74,0.115,7.0,3,mixte,B,0
40237,50,17,1749.86,102.93,621.44,9,0,71,0.251,10.0,3,mixte,B,0
40238,4,1,37.48,37.48,10.86,1,0,253,0.144,9.0,4,mixte,C,0
40239,53,5,95.11,19.02,26.07,0,0,38,0.119,7.0,1,web,B,0
40240,39,12,382.15,31.85,134.5,8,1,11,0.204,7.0,3,web,A,0
40241,66,2,46.04,23.02,10.54,3,1,66,0.228,7.0,4,web,A,0
40242,50,0,0.0,0.0,0.0,0,0,37,0.089,6.0,1,magasin,B,0
40243,95,8,388.85,48.61,119.33,3,1,70,0.193,7.0,5,mixte,D,0
40244,25,0,0.0,0.0,0.0,0,1,369,0.17,7.0,3,magasin,D,0
40245,62,6,155.52,25.92,50.49,1,0,49,0.143,6.0,1,magasin,E,0
40246,47,2,94.87,47.44,34.69,1,0,52,0.141,9.0,1,web,E,0
40247,19,9,368.26,40.92,121.05,4,0,106,0.213,9.0,4,mixte,C,0
40248,52,0,0.0,0.0,0.0,0,3,337,0.262,6.0,1,web,A,0
40249,17,9,377.3,41.92,122.07,4,3,37,0.458,7.0,1,web,A,0
40250,19,3,64.66,21.55,17.19,2,4,262,0.236,7.0,1,magasin,D,0
40251,6,2,133.75,66.88,55.44,1,1,113,0.164,8.0,1,magasin,C,0
40252,79,4,226.17,56.54,85.65,2,0,145,0.291,7.0,1,magasin,D,0
40253,18,1,13.14,13.14,3.66,1,0,51,0.297,9.0,1,web,B,0
40254,30,24,861.84,35.91,257.71,9,2,32,0.127,9.0,1,web,C,0
40255,49,8,248.97,31.12,84.55,4,0,31,0.265,8.0,1,mixte,A,0
40256,32,0,0.0,0.0,0.0,0,2,900,0.532,7.0,1,mixte,A,0
40257,23,3,217.95,72.65,87.36,0,0,236,0.255,6.0,1,magasin,E,0
40258,76,2,61.62,30.81,21.44,2,0,14,0.369,7.0,1,mixte,B,0
40259,33,8,564.62,70.58,203.56,2,1,165,0.21,8.0,3,magasin,B,0
40260,65,3,162.42,54.14,63.01,0,0,74,0.388,6.0,1,web,E,0
