id,date_ref,anciennete_mois,facture_moy,evol_facture,appels_service,conso_data_go,engagement,promos_recues,churn_90j
A0130003,2026-04-01,11,13.7,-0.019,2,13.0,1,1,0
A0091725,2026-04-01,34,26.0,0.12,0,13.6,1,1,0
A0073988,2026-04-01,12,9.68,-0.098,0,8.9,0,2,0
A0091826,2026-04-01,86,66.86,0.009,1,5.3,0,1,0
A0065715,2026-04-01,82,42.46,-0.156,0,8.2,1,2,0
A0096031,2026-04-01,2,43.74,0.137,1,17.8,0,1,0
A0111988,2026-04-01,70,29.25,-0.115,2,16.6,1,1,0
A0076070,2026-04-01,39,43.58,0.204,0,12.9,1,0,0
A0056119,2026-04-01,73,33.86,-0.154,1,5.6,1,1,0
A0185024,2026-04-01,9,8.41,0.051,0,13.4,0,1,0
A0050563,2026-04-01,14,20.53,-0.186,0,6.8,1,1,0
A0052349,2026-04-01,48,28.37,-0.049,0,6.9,1,2,0
A0143423,2026-04-01,42,30.08,-0.141,0,7.7,0,0,0
A0047450,2026-04-01,91,35.64,-0.003,0,3.6,1,1,0
A0043230,2026-04-01,24,37.78,-0.054,0,35.5,0,1,0
A0138594,2026-04-01,71,20.29,-0.047,0,14.8,0,3,0
A0071155,2026-04-01,30,93.11,0.027,0,10.6,1,0,0
A0027414,2026-04-01,2,27.8,-0.272,1,35.2,1,1,0
A0103380,2026-04-01,6,20.33,-0.114,1,6.1,0,1,0
A0110598,2026-04-01,76,34.83,-0.068,2,6.7,0,2,1
A0083173,2026-04-01,28,19.86,0.172,0,19.7,1,2,0
A0088360,2026-04-01,44,20.22,0.141,0,32.8,1,0,0
A0158893,2026-04-01,5,38.82,-0.012,0,18.7,1,1,0
A0109912,2026-04-01,69,34.43,0.047,0,7.0,1,1,0
A0154925,2026-04-01,31,35.72,0.239,1,17.2,0,0,0
A0116787,2026-04-01,50,36.09,0.476,1,8.0,0,0,0
A0036686,2026-04-01,30,19.94,-0.062,1,8.4,1,0,0
A0091863,2026-04-01,88,36.13,0.306,0,17.3,0,0,0
A0122750,2026-04-01,26,49.26,0.06,1,18.6,1,1,0
A0078967,2026-04-01,65,31.24,-0.062,0,5.3,1,3,0
A0081905,2026-04-01,26,19.49,0.06,1,12.9,0,3,0
A0098567,2026-04-01,90,60.65,-0.104,2,7.8,1,1,0
A0029400,2026-04-01,85,31.05,-0.099,2,10.9,0,0,0
A0011515,2026-04-01,63,23.39,-0.013,0,8.7,1,2,0
A0073149,2026-04-01,38,40.97,0.13,0,6.6,0,0,0
A0108495,2026-04-01,15,74.97,0.017,1,5.8,0,1,0
A0093886,2026-04-01,82,8.57,-0.045,0,15.5,1,0,0
A0127158,2026-04-01,32,42.6,0.075,0,8.7,0,1,0
A0036948,2026-04-01,52,25.36,0.233,1,31.4,0,0,0
A0000809,2026-04-01,18,39.54,0.052,2,13.9,0,1,0
A0118712,2026-04-01,33,16.95,-0.054,2,14.5,0,1,0
A0119038,2026-04-01,42,29.68,0.139,1,8.9,0,0,0
A0175627,2026-04-01,42,26.23,0.135,0,27.6,1,0,0
A0025791,2026-04-01,31,69.54,-0.139,0,15.6,0,1,0
A0132887,2026-04-01,54,13.74,0.365,0,18.2,1,3,0
A0100389,2026-04-01,4,12.92,0.085,1,8.5,0,3,0
A0108340,2026-04-01,93,55.01,-0.139,1,6.8,1,0,0
A0110361,2026-04-01,33,33.58,-0.124,0,19.1,1,1,0
A0170552,2026-04-01,37,19.26,0.078,1,27.0,1,1,0
A0060693,2026-04-01,19,45.3,-0.081,0,11.2,1,3,0
A0080945,2026-04-01,42,32.71,0.089,3,10.2,0,1,0
A0044354,2026-04-01,49,42.11,0.159,1,7.4,1,2,0
A0156478,2026-04-01,86,10.49,0.081,1,3.1,1,0,0
A0163404,2026-04-01,58,51.59,-0.205,1,5.8,1,1,0
A0000591,2026-04-01,38,32.72,0.205,1,5.9,1,2,0
A0195963,2026-04-01,1,7.75,0.152,1,6.6,0,2,0
A0066858,2026-04-01,59,56.57,0.062,1,19.0,1,1,0
A0042275,2026-04-01,21,14.31,-0.162,0,10.9,1,2,0
A0007748,2026-04-01,68,35.3,0.089,1,7.7,1,2,0
A0029149,2026-04-01,36,33.02,0.236,0,4.6,0,0,0
A0042056,2026-04-01,92,22.97,-0.051,0,2.8,1,0,0
A0049495,2026-04-01,23,25.99,-0.031,0,11.4,0,3,0
A0157608,2026-04-01,24,28.64,-0.038,0,11.4,1,1,0
A0120778,2026-04-01,85,7.64,0.109,0,6.3,0,0,0
A0126697,2026-04-01,61,49.77,0.129,1,9.1,0,1,0
A0181520,2026-04-01,83,42.14,-0.156,2,20.4,0,0,0
A0139600,2026-04-01,19,6.48,0.241,0,7.6,1,0,0
A0170427,2026-04-01,86,10.87,0.043,0,12.5,1,1,0
A0074193,2026-04-01,80,40.44,-0.175,0,32.5,0,1,0
A0113708,2026-04-01,1,21.3,-0.12,1,15.8,0,0,0
A0050330,2026-04-01,14,36.41,-0.264,0,12.9,1,0,0
A0115206,2026-04-01,32,17.97,-0.041,1,5.3,0,1,0
A0184512,2026-04-01,87,71.64,-0.275,1,7.5,1,0,0
A0074547,2026-04-01,42,25.01,-0.061,0,10.6,1,0,0
A0030744,2026-04-01,76,7.61,0.191,2,2.4,1,1,0
A0173103,2026-04-01,17,27.65,-0.019,1,18.2,1,2,0
A0147767,2026-04-01,28,24.34,0.152,0,6.6,1,1,0
A0015659,2026-04-01,92,42.23,-0.112,0,16.9,1,1,0
A0143875,2026-04-01,61,25.91,-0.083,0,12.9,0,1,0
A0165231,2026-04-01,66,40.2,0.248,1,6.0,0,0,0
A0143366,2026-04-01,1,57.8,-0.123,1,17.1,1,1,0
A0025082,2026-04-01,7,22.62,0.073,0,3.3,1,2,0
A0150688,2026-04-01,49,21.66,-0.025,0,19.1,0,2,0
A0063303,2026-04-01,32,42.37,0.216,1,22.1,0,2,0
A0165466,2026-04-01,47,15.93,0.157,0,9.7,0,0,0
A0084978,2026-04-01,63,77.73,0.008,1,9.2,1,1,0
A0111119,2026-04-01,95,24.02,-0.015,1,4.6,1,4,0
A0020124,2026-04-01,84,55.59,0.008,0,13.6,0,3,0
A0022459,2026-04-01,44,28.88,-0.093,1,8.9,1,1,0
A0184085,2026-04-01,28,29.37,-0.305,2,12.5,1,0,0
A0003841,2026-04-01,11,35.07,-0.122,1,12.6,0,2,0
A0013651,2026-04-01,87,31.71,0.227,1,14.0,0,2,0
A0091357,2026-04-01,34,44.52,-0.15,0,7.1,1,2,0
A0155048,2026-04-01,18,32.5,-0.02,0,11.6,0,3,0
A0016480,2026-04-01,73,23.0,-0.084,3,21.2,1,1,0
A0149490,2026-04-01,57,38.29,-0.301,0,2.0,1,1,0
A0029067,2026-04-01,52,21.07,-0.117,2,11.4,1,1,0
A0167319,2026-04-01,55,35.08,-0.259,1,24.0,1,2,0
A0106720,2026-04-01,46,38.64,0.079,0,12.9,1,3,0
A0197417,2026-04-01,87,59.6,0.132,0,14.5,1,0,0
A0083826,2026-04-01,44,40.25,-0.18,0,12.9,0,0,0
A0123478,2026-04-01,4,14.56,-0.008,2,10.9,1,0,0
A0145958,2026-04-01,81,51.99,0.2,0,9.8,0,1,0
A0128534,2026-04-01,65,46.39,-0.121,1,6.0,1,1,0
A0108505,2026-04-01,8,23.58,0.277,0,9.8,0,0,0
A0047400,2026-04-01,82,35.35,0.171,1,18.3,0,0,0
A0102594,2026-04-01,4,16.52,-0.05,1,13.5,0,1,0
A0164491,2026-04-01,54,41.48,-0.073,2,6.5,0,0,0
A0033521,2026-04-01,75,33.32,0.16,0,18.7,0,1,0
A0070947,2026-04-01,60,18.55,-0.087,0,10.9,1,0,0
A0010200,2026-04-01,74,26.98,-0.108,0,9.2,0,0,0
A0125886,2026-04-01,52,26.62,-0.023,1,14.9,0,1,0
A0065053,2026-04-01,70,15.42,0.054,1,23.9,1,0,0
A0194990,2026-04-01,24,11.5,-0.058,0,10.5,1,1,0
A0183121,2026-04-01,45,87.49,-0.03,0,18.9,1,2,0
A0019450,2026-04-01,82,18.62,0.127,2,11.0,1,1,0
A0055698,2026-04-01,92,45.84,0.093,1,14.2,1,2,0
A0198459,2026-04-01,41,13.24,0.177,0,4.3,1,3,0
A0195154,2026-04-01,42,32.92,0.293,0,16.6,1,0,0
A0196351,2026-04-01,26,29.2,0.064,0,21.6,1,2,0
A0097351,2026-04-01,18,39.73,0.07,0,10.7,1,0,0
A0035623,2026-04-01,60,17.45,-0.02,2,14.8,0,1,0
A0052754,2026-04-01,33,41.98,-0.064,0,5.2,0,0,0
A0190093,2026-04-01,86,29.43,-0.001,1,11.3,1,2,0
A0041278,2026-04-01,45,52.18,0.196,1,12.9,0,3,0
A0081550,2026-04-01,84,34.43,0.156,0,9.6,1,3,0
A0185048,2026-04-01,24,12.29,-0.022,0,6.1,1,1,0
A0058842,2026-04-01,77,37.9,0.115,1,9.6,0,3,0
A0196698,2026-04-01,87,37.33,-0.03,1,4.7,0,2,0
A0075961,2026-04-01,3,13.17,-0.038,0,10.4,0,1,0
A0149687,2026-04-01,27,26.3,0.089,0,19.3,1,0,0
A0029635,2026-04-01,84,16.07,-0.202,1,4.8,1,0,0
A0037231,2026-04-01,85,39.12,-0.239,1,10.6,1,1,0
A0088223,2026-04-01,21,21.74,-0.06,0,13.6,0,0,0
A0040876,2026-04-01,10,9.66,-0.051,0,13.2,1,1,0
A0070726,2026-04-01,3,36.23,-0.088,0,11.1,0,0,0
A0014482,2026-04-01,24,23.55,0.293,0,18.3,1,3,0
A0150692,2026-04-01,95,27.33,0.012,0,11.2,0,2,0
A0134058,2026-04-01,36,15.81,-0.198,0,9.7,1,2,0
A0078398,2026-04-01,24,53.5,0.298,0,3.1,0,1,0
A0039441,2026-04-01,44,14.8,0.015,0,33.5,1,0,0
A0187532,2026-04-01,52,7.22,-0.114,2,20.1,0,3,0
A0004070,2026-04-01,28,27.99,0.34,0,18.5,1,0,0
A0039265,2026-04-01,92,66.44,0.095,1,7.4,1,1,0
A0040853,2026-04-01,79,25.2,-0.17,1,11.1,0,3,0
A0094800,2026-04-01,77,26.15,0.107,1,9.4,0,3,0
A0199818,2026-04-01,50,25.35,0.095,0,29.0,1,1,0
A0053428,2026-04-01,10,23.86,-0.009,1,14.4,0,0,0
A0091515,2026-04-01,78,39.14,-0.116,0,11.2,1,4,0
A0085450,2026-04-01,80,32.58,0.167,0,12.6,1,1,0
A0175261,2026-04-01,51,27.86,0.101,1,4.8,0,0,0
A0049244,2026-04-01,23,32.24,-0.16,0,19.6,1,1,0
A0054786,2026-04-01,29,47.97,0.106,1,16.9,1,0,0
A0016038,2026-04-01,26,43.2,-0.154,1,17.1,1,1,0
A0049164,2026-04-01,5,11.93,-0.044,3,2.6,0,1,1
A0013950,2026-04-01,23,77.88,-0.083,0,6.9,1,0,0
A0128950,2026-04-01,5,51.96,0.164,2,11.3,0,0,1
A0034059,2026-04-01,43,22.86,-0.11,1,12.5,0,1,0
A0171550,2026-04-01,76,31.41,-0.153,0,17.0,0,2,0
A0010252,2026-04-01,83,30.32,-0.209,0,4.0,0,2,0
A0097839,2026-04-01,64,42.91,0.153,0,7.1,0,0,0
A0100324,2026-04-01,27,42.13,-0.08,1,7.4,0,2,0
A0075727,2026-04-01,75,34.14,-0.193,1,12.1,1,1,0
A0093378,2026-04-01,5,12.56,0.033,0,5.0,1,2,0
A0160187,2026-04-01,62,18.13,0.022,0,7.6,0,2,0
A0038892,2026-04-01,54,9.91,-0.021,6,0.9,1,4,0
A0029826,2026-04-01,92,44.77,0.155,0,32.8,1,1,0
A0065215,2026-04-01,74,26.99,0.111,2,4.0,0,0,0
A0056175,2026-04-01,11,20.04,0.089,2,18.9,0,1,0
A0186778,2026-04-01,43,33.42,0.041,0,21.5,0,0,0
A0035058,2026-04-01,90,63.5,-0.229,0,15.1,0,4,0
A0055564,2026-04-01,62,43.15,-0.076,1,3.1,1,1,0
A0161578,2026-04-01,36,35.31,-0.172,4,34.2,0,2,0
A0192223,2026-04-01,13,53.17,0.25,0,5.6,0,2,0
A0156918,2026-04-01,4,30.38,0.157,0,3.0,0,1,0
A0120224,2026-04-01,73,7.06,-0.125,0,3.5,0,3,0
A0089257,2026-04-01,65,31.93,-0.214,0,9.6,0,3,0
A0009083,2026-04-01,56,18.23,0.068,0,8.2,1,1,0
A0078004,2026-04-01,17,37.13,0.099,1,42.1,0,0,0
A0184189,2026-04-01,71,41.99,0.079,1,14.9,0,1,0
A0025613,2026-04-01,68,50.53,0.04,0,9.0,1,2,0
A0029010,2026-04-01,17,33.98,0.186,1,7.7,0,0,0
A0184002,2026-04-01,84,39.47,0.11,1,13.9,1,1,0
A0166129,2026-04-01,41,39.37,-0.129,0,10.1,0,0,0
A0043095,2026-04-01,32,17.48,-0.167,1,12.1,0,3,0
A0041948,2026-04-01,43,19.68,-0.059,1,7.8,0,3,0
A0017389,2026-04-01,30,44.25,0.164,0,9.8,0,2,0
A0038766,2026-04-01,5,33.89,-0.031,0,3.0,0,1,0
A0016751,2026-04-01,54,69.4,-0.215,0,10.9,1,2,0
A0067040,2026-04-01,59,51.68,0.032,0,27.4,0,3,0
A0033452,2026-04-01,74,17.92,-0.211,0,2.7,0,0,0
A0055499,2026-04-01,39,45.05,0.191,1,17.3,1,1,0
A0046031,2026-04-01,84,10.56,-0.234,0,12.8,0,1,0
A0118906,2026-04-01,29,21.16,-0.059,0,11.2,0,5,0
A0079617,2026-04-01,35,24.01,-0.243,0,6.0,1,0,0
A0044511,2026-04-01,72,17.43,-0.222,0,18.6,1,3,0
A0080730,2026-04-01,3,29.62,-0.138,0,7.0,1,0,0
A0193251,2026-04-01,58,47.25,0.046,0,16.4,0,1,0
A0000797,2026-04-01,30,12.67,-0.172,0,5.6,0,3,0
A0020540,2026-04-01,44,32.53,0.438,1,20.7,0,3,0
A0010036,2026-04-01,78,46.32,-0.233,1,13.2,1,1,0
A0009992,2026-04-01,59,26.46,-0.062,0,3.7,1,1,0
A0075707,2026-04-01,67,19.97,0.139,0,16.5,0,1,0
A0149957,2026-04-01,1,26.56,0.231,0,14.8,1,2,0
A0198047,2026-04-01,60,24.35,-0.4,0,10.9,1,3,0
A0039438,2026-04-01,31,76.83,0.028,2,21.4,0,1,0
A0157370,2026-04-01,83,27.0,-0.032,2,20.4,0,2,0
A0008880,2026-04-01,69,35.22,-0.145,0,7.5,0,1,0
A0173514,2026-04-01,27,67.58,-0.264,2,8.4,1,0,0
A0089566,2026-04-01,50,21.69,0.03,0,10.0,0,1,0
A0121497,2026-04-01,73,26.82,-0.205,0,21.2,0,1,0
A0051848,2026-04-01,62,26.13,0.175,0,11.2,0,0,0
A0014427,2026-04-01,78,51.57,-0.17,0,18.0,0,1,0
A0174021,2026-04-01,3,58.59,0.026,0,12.3,0,0,1
A0062129,2026-04-01,51,18.35,-0.141,1,12.9,0,4,0
A0090219,2026-04-01,86,36.29,-0.048,1,17.2,1,0,0
A0110690,2026-04-01,22,44.6,0.006,0,3.9,0,2,0
A0074892,2026-04-01,22,32.16,-0.145,0,5.4,0,2,0
A0101295,2026-04-01,76,40.25,0.2,0,5.5,0,2,0
A0022132,2026-04-01,93,24.2,-0.123,3,14.2,0,0,0
A0183725,2026-04-01,18,26.5,-0.035,1,7.0,1,2,0
A0090236,2026-04-01,40,24.75,-0.112,0,15.7,0,1,0
A0101985,2026-04-01,88,26.44,-0.032,0,29.3,0,0,0
A0148086,2026-04-01,69,38.57,0.255,1,11.1,0,1,0
A0176570,2026-04-01,74,50.46,-0.131,0,8.6,0,0,0
A0057417,2026-04-01,86,37.34,-0.085,0,14.0,0,2,0
A0187541,2026-04-01,60,47.5,0.156,1,10.6,0,1,0
A0009986,2026-04-01,55,34.02,-0.229,0,6.4,0,0,0
A0116949,2026-04-01,22,11.43,0.003,1,13.6,0,0,0
A0181961,2026-04-01,85,19.68,0.282,1,2.3,0,0,0
A0122686,2026-04-01,54,23.1,0.025,0,9.6,1,1,0
A0147308,2026-04-01,42,37.7,-0.038,1,13.1,0,2,0
A0056951,2026-04-01,94,32.76,-0.013,0,20.7,0,0,0
A0066493,2026-04-01,91,37.8,0.005,0,9.2,1,0,0
A0171985,2026-04-01,91,30.62,-0.224,0,4.9,0,0,0
A0165447,2026-04-01,12,28.93,0.05,1,14.4,1,0,0
A0048507,2026-04-01,88,51.48,0.06,1,9.8,0,2,0
A0050009,2026-04-01,34,21.05,0.052,1,4.2,0,0,0
A0158120,2026-04-01,65,50.92,0.239,1,6.0,0,2,0
A0088391,2026-04-01,71,18.27,-0.058,0,10.9,0,3,0
A0179019,2026-04-01,61,20.33,0.153,0,6.1,1,1,0
A0127635,2026-04-01,69,49.23,0.039,0,10.5,1,0,0
A0037320,2026-04-01,76,63.11,0.116,1,12.7,0,1,0
A0012550,2026-04-01,57,47.7,-0.037,1,11.9,0,0,1
A0107683,2026-04-01,3,34.25,0.047,1,7.6,0,3,0
A0165652,2026-04-01,51,21.12,-0.118,2,7.2,0,2,0
A0197332,2026-04-01,2,32.05,-0.106,0,9.3,1,0,0
A0018785,2026-04-01,93,21.54,0.086,1,7.3,1,1,0
A0159222,2026-04-01,57,48.36,-0.183,0,14.8,1,1,0
A0109015,2026-04-01,7,53.81,0.356,0,12.3,1,2,0
A0130307,2026-04-01,90,19.42,-0.128,2,8.6,1,1,0
A0114407,2026-04-01,27,40.91,0.203,1,9.4,0,1,0
A0123906,2026-04-01,37,82.78,0.108,0,9.9,1,1,0
A0055042,2026-04-01,61,31.9,0.053,0,10.7,0,2,0
A0047836,2026-04-01,76,58.42,-0.137,3,30.0,1,1,0
A0181690,2026-04-01,83,24.39,0.375,1,5.3,0,1,0
A0075931,2026-04-01,56,36.27,-0.185,0,21.4,1,3,0
A0140047,2026-04-01,48,21.56,-0.019,0,12.3,0,0,0
A0010703,2026-04-01,7,29.15,-0.236,1,5.7,0,1,0
A0133752,2026-04-01,6,7.52,0.044,0,9.4,1,3,0
A0180516,2026-04-01,89,16.68,-0.111,0,9.4,0,2,0
A0182930,2026-04-01,39,51.5,0.096,0,34.6,0,0,0
A0082919,2026-04-01,34,51.26,0.259,0,23.2,0,1,0
A0047700,2026-04-01,45,25.44,0.035,0,18.5,1,1,0
A0095796,2026-04-01,67,46.35,-0.03,0,8.3,1,1,0
A0092060,2026-04-01,52,22.71,0.29,0,25.0,1,2,0
A0042773,2026-04-01,89,9.26,0.212,2,10.0,0,0,0
A0060504,2026-04-01,71,37.54,0.158,0,5.8,1,4,0
A0099350,2026-04-01,28,22.98,0.073,0,10.9,1,2,0
A0185778,2026-04-01,87,18.4,0.279,0,5.2,0,1,0
A0116584,2026-04-01,76,26.19,-0.27,0,12.1,1,1,0
A0181843,2026-04-01,80,30.52,-0.201,0,26.0,0,3,0
A0044596,2026-04-01,60,65.99,0.02,2,14.1,1,4,0
A0177705,2026-04-01,83,37.57,-0.025,2,15.3,1,1,1
A0067087,2026-04-01,2,11.38,0.438,1,19.1,0,0,0
A0153279,2026-04-01,92,28.59,-0.046,1,3.2,1,0,0
A0104703,2026-04-01,87,11.97,0.074,0,18.8,0,0,0
A0036888,2026-04-01,84,25.82,0.28,0,18.4,0,1,0
A0075508,2026-04-01,88,29.6,-0.169,0,4.2,0,1,0
A0137081,2026-04-01,1,55.81,0.044,1,10.7,0,0,0
A0175517,2026-04-01,90,13.45,0.063,1,21.0,0,0,0
A0129239,2026-04-01,31,17.02,0.015,0,3.3,1,1,0
A0059659,2026-04-01,57,18.11,0.062,0,5.3,0,1,0
A0109272,2026-04-01,50,33.63,-0.044,0,10.7,0,1,0
A0046180,2026-04-01,43,33.14,0.087,0,9.1,1,4,0
A0014908,2026-04-01,19,15.84,-0.095,2,7.5,0,1,0
A0010615,2026-04-01,74,8.0,-0.064,1,13.5,1,1,0
A0023636,2026-04-01,39,33.83,-0.128,0,8.6,1,3,0
A0180609,2026-04-01,41,61.29,0.157,0,23.0,1,1,0
A0149404,2026-04-01,77,52.68,0.063,1,10.2,1,0,0
A0186968,2026-04-01,56,31.8,-0.184,1,15.8,0,0,0
A0058599,2026-04-01,68,46.16,-0.09,1,4.3,0,0,0
A0015967,2026-04-01,19,40.12,-0.047,0,5.7,1,2,0
A0127729,2026-04-01,95,38.69,-0.014,1,9.0,0,0,0
A0006066,2026-04-01,83,16.08,-0.162,0,12.9,0,0,0
A0056472,2026-04-01,73,10.64,-0.081,0,13.5,1,0,0
A0187182,2026-04-01,90,18.88,-0.035,1,13.2,1,2,0
A0032557,2026-04-01,80,28.99,0.133,1,3.3,1,0,0
A0093067,2026-04-01,46,25.32,0.108,3,12.8,1,1,0
A0138286,2026-04-01,43,11.1,0.232,0,4.4,1,2,0
A0132914,2026-04-01,47,32.1,-0.234,3,16.1,0,1,0
A0080043,2026-04-01,23,17.55,-0.236,0,14.2,0,0,0
A0142571,2026-04-01,82,70.67,-0.232,0,13.8,1,2,0
A0046287,2026-04-01,18,23.5,0.012,0,13.6,0,1,0
A0004876,2026-04-01,75,25.87,0.103,0,2.3,1,0,0
A0110633,2026-04-01,22,45.78,0.082,0,12.5,0,2,0
A0067857,2026-04-01,43,22.42,0.188,0,25.1,0,1,0
A0076840,2026-04-01,55,32.76,0.09,0,16.6,0,1,0
A0048607,2026-04-01,92,25.05,0.125,1,3.5,0,2,0
A0142898,2026-04-01,44,34.09,0.068,0,8.1,0,4,0
A0070610,2026-04-01,26,23.68,-0.062,0,7.6,1,1,0
A0115464,2026-04-01,21,49.59,0.15,0,11.6,1,0,0
A0140606,2026-04-01,89,32.39,0.068,1,3.3,1,1,0
A0175206,2026-04-01,17,9.75,0.064,0,14.1,1,3,0
A0104936,2026-04-01,32,34.33,-0.019,3,9.7,0,1,0
A0157755,2026-04-01,76,51.14,0.042,0,11.7,1,0,0
A0186429,2026-04-01,50,23.12,-0.115,1,5.4,0,0,0
A0101590,2026-04-01,51,32.98,0.104,1,22.5,0,0,0
A0107472,2026-04-01,59,44.4,-0.067,0,11.5,0,1,0
A0178799,2026-04-01,94,12.5,-0.096,1,8.4,0,1,0
A0073523,2026-04-01,33,21.25,0.084,0,21.9,0,3,0
A0037464,2026-04-01,66,40.34,0.08,1,4.6,0,2,0
A0042431,2026-04-01,13,25.8,0.21,0,13.9,1,3,0
A0194076,2026-04-01,68,26.94,-0.074,0,14.5,1,0,0
A0026256,2026-04-01,20,18.05,0.199,2,4.2,0,0,0
A0116190,2026-04-01,66,51.62,0.088,0,9.8,1,0,0
A0122412,2026-04-01,27,16.78,-0.056,1,14.9,0,1,0
A0118449,2026-04-01,55,20.26,0.235,0,7.3,1,1,0
A0107714,2026-04-01,32,11.04,0.192,0,10.4,0,0,0
A0090487,2026-04-01,80,31.68,-0.069,0,3.6,1,1,0
A0101369,2026-04-01,35,22.18,0.251,1,30.1,0,1,0
A0011385,2026-04-01,58,32.04,-0.467,0,14.1,1,0,0
A0168158,2026-04-01,53,35.91,0.154,0,9.5,1,1,0
A0097075,2026-04-01,49,28.13,0.04,1,22.9,0,0,0
A0192476,2026-04-01,19,23.84,0.134,0,14.7,1,0,0
A0040391,2026-04-01,21,25.0,0.009,2,19.3,1,1,0
A0184866,2026-04-01,45,31.22,0.031,0,3.4,0,2,0
A0138911,2026-04-01,19,17.91,-0.076,0,8.2,0,2,0
A0138649,2026-04-01,45,43.36,-0.17,1,20.7,0,3,0
A0155440,2026-04-01,24,8.46,-0.043,1,27.5,0,0,0
A0057970,2026-04-01,36,46.62,0.116,0,4.1,1,3,0
A0054854,2026-04-01,87,24.68,-0.064,0,21.0,0,0,0
A0067457,2026-04-01,1,8.74,0.075,0,13.3,0,1,0
A0084635,2026-04-01,93,71.86,-0.034,0,21.7,0,0,0
A0054809,2026-04-01,75,40.48,0.013,1,15.2,0,1,0
A0193150,2026-04-01,94,29.14,-0.037,0,12.7,1,0,0
A0183435,2026-04-01,29,42.0,-0.057,0,5.7,1,0,0
A0129120,2026-04-01,41,19.48,0.298,0,26.3,0,1,0
A0020260,2026-04-01,78,18.2,0.343,0,15.8,1,0,0
A0085278,2026-04-01,14,25.94,0.036,0,13.6,0,2,0
A0075932,2026-04-01,39,56.77,0.185,3,3.1,0,0,0
A0138081,2026-04-01,12,52.65,0.004,2,4.5,1,3,0
A0174123,2026-04-01,68,54.53,-0.01,0,9.7,1,1,0
A0020594,2026-04-01,51,13.57,0.019,1,7.6,1,0,0
A0109113,2026-04-01,62,30.08,-0.093,0,31.7,0,0,0
A0137317,2026-04-01,91,56.45,0.337,0,7.7,0,3,0
A0004443,2026-04-01,47,15.79,-0.072,2,22.3,1,2,1
A0123230,2026-04-01,79,14.65,-0.164,1,23.1,1,0,0
A0029560,2026-04-01,4,22.68,0.118,0,3.4,1,1,0
A0054395,2026-04-01,77,40.88,0.116,0,5.1,1,0,0
A0176038,2026-04-01,94,23.47,-0.04,0,4.3,0,0,0
A0092223,2026-04-01,65,30.22,0.101,0,5.7,1,1,0
A0034152,2026-04-01,44,41.06,0.004,1,16.4,0,0,0
A0029489,2026-04-01,50,29.18,-0.042,0,18.6,0,0,0
A0165469,2026-04-01,42,34.09,0.238,0,16.3,0,2,0
A0183328,2026-04-01,14,35.91,-0.096,0,14.7,1,2,0
A0184669,2026-04-01,18,44.07,0.302,1,10.6,0,1,0
A0121018,2026-04-01,69,8.63,0.055,0,10.1,1,2,0
A0090310,2026-04-01,31,46.49,0.004,2,3.1,0,3,0
A0067470,2026-04-01,33,5.44,-0.117,1,7.6,0,1,0
A0167217,2026-04-01,90,68.67,-0.141,0,13.0,0,0,0
A0108393,2026-04-01,18,30.88,-0.03,0,9.6,1,1,0
A0020364,2026-04-01,1,12.08,-0.014,1,19.2,0,1,0
A0098833,2026-04-01,65,43.69,0.084,0,14.5,1,2,0
A0073602,2026-04-01,63,29.57,0.143,0,14.1,1,1,0
A0072369,2026-04-01,37,30.47,-0.372,0,5.4,0,2,0
A0171370,2026-04-01,38,42.19,0.053,0,12.4,1,1,0
A0178653,2026-04-01,58,27.01,-0.007,0,16.9,0,1,0
A0148524,2026-04-01,71,32.55,0.064,1,19.1,1,2,0
A0195498,2026-04-01,40,57.02,-0.082,1,4.5,0,1,0
A0142379,2026-04-01,29,23.79,0.026,2,38.6,0,1,0
A0167066,2026-04-01,75,77.97,0.246,1,10.4,0,2,0
A0196650,2026-04-01,87,36.52,-0.184,1,6.9,1,1,0
A0066284,2026-04-01,21,20.18,-0.26,0,13.8,1,0,0
A0046269,2026-04-01,38,16.0,-0.34,1,15.5,1,3,0
A0035416,2026-04-01,81,24.81,-0.076,2,13.5,1,1,0
A0140426,2026-04-01,26,28.68,0.028,2,7.2,0,1,0
A0157215,2026-04-01,17,14.5,0.322,1,6.5,0,3,0
A0091638,2026-04-01,67,48.78,0.012,0,9.9,1,3,0
A0147319,2026-04-01,42,33.33,-0.178,1,11.1,0,3,0
A0041910,2026-04-01,90,45.51,0.107,0,18.1,0,3,0
A0107161,2026-04-01,8,35.94,-0.239,2,5.4,0,0,0
A0194620,2026-04-01,64,61.76,0.001,1,16.3,0,2,0
A0100982,2026-04-01,29,16.55,-0.349,0,9.6,1,0,0
A0137323,2026-04-01,9,37.44,-0.145,0,10.6,1,1,0
A0133695,2026-04-01,13,30.06,-0.024,1,7.8,0,0,0
A0057509,2026-04-01,44,32.77,0.165,2,3.1,1,4,0
A0166138,2026-04-01,31,19.01,0.085,0,3.9,1,1,0
A0177320,2026-04-01,60,22.55,0.054,0,12.2,0,4,0
A0104290,2026-04-01,72,56.78,-0.162,1,12.8,1,1,0
A0052290,2026-04-01,23,23.12,0.05,3,14.4,0,0,0
A0111627,2026-04-01,47,25.21,-0.076,1,20.3,1,2,0
A0015505,2026-04-01,17,33.61,0.012,1,7.4,1,3,0
A0130273,2026-04-01,73,29.79,-0.059,0,6.1,0,2,0
