compte_id,canal_acquisition,taille_entreprise,pays,date_inscription
C009516,sea,51-200,FR,2026-05-09 00:00:00
C009517,seo,1-10,FR,2026-02-26 00:00:00
C009518,direct,11-50,FR,2026-07-14 00:00:00
C009519,referral,11-50,FR,2026-04-03 00:00:00
C009520,referral,11-50,FR,2026-03-14 00:00:00
C009521,sea,11-50,CH,2026-05-30 00:00:00
C009522,sea,11-50,FR,2026-02-27 00:00:00
C009523,sea,1-10,FR,2026-04-25 00:00:00
C009524,seo,1-10,FR,2026-05-28 00:00:00
C009525,direct,1-10,FR,2026-01-23 00:00:00
C009526,referral,51-200,FR,2026-05-13 00:00:00
C009527,referral,51-200,FR,2026-01-26 00:00:00
C009528,seo,11-50,FR,2026-04-06 00:00:00
C009529,direct,1-10,FR,2026-06-23 00:00:00
C009530,seo,11-50,FR,2026-06-27 00:00:00
C009531,sea,11-50,FR,2026-02-08 00:00:00
C009532,sea,1-10,CH,2026-07-09 00:00:00
C009533,direct,11-50,FR,2026-06-03 00:00:00
C009534,sea,200+,BE,2026-02-25 00:00:00
C009535,referral,51-200,FR,2026-02-25 00:00:00
C009536,referral,1-10,FR,2026-04-28 00:00:00
C009537,referral,11-50,BE,2026-06-11 00:00:00
C009538,seo,200+,FR,2026-03-08 00:00:00
C009539,direct,51-200,FR,2026-03-22 00:00:00
C009540,direct,200+,FR,2026-02-05 00:00:00
C009541,seo,51-200,FR,2026-03-09 00:00:00
C009542,referral,51-200,FR,2026-06-17 00:00:00
C009543,sea,200+,CH,2026-07-16 00:00:00
C009544,sea,200+,FR,2026-06-19 00:00:00
C009545,referral,1-10,FR,2026-04-09 00:00:00
C009546,direct,11-50,FR,2026-02-22 00:00:00
C009547,direct,1-10,FR,2026-05-13 00:00:00
C009548,seo,200+,CH,2026-05-08 00:00:00
C009549,seo,51-200,BE,2026-01-26 00:00:00
C009550,referral,1-10,FR,2026-05-20 00:00:00
C009551,seo,51-200,BE,2026-04-04 00:00:00
C009552,sea,200+,CA,2026-07-15 00:00:00
C009553,sea,1-10,FR,2026-01-05 00:00:00
C009554,seo,200+,BE,2026-05-22 00:00:00
C009555,referral,51-200,FR,2026-06-08 00:00:00
C009556,referral,1-10,FR,2026-06-02 00:00:00
C009557,direct,1-10,FR,2026-04-20 00:00:00
C009558,referral,11-50,FR,2026-02-05 00:00:00
C009559,direct,1-10,FR,2026-01-27 00:00:00
C009560,referral,200+,FR,2026-05-10 00:00:00
C009561,sea,51-200,FR,2026-05-07 00:00:00
C009562,direct,200+,CA,2026-06-05 00:00:00
C009563,sea,200+,FR,2026-05-11 00:00:00
C009564,seo,1-10,FR,2026-04-07 00:00:00
C009565,referral,11-50,FR,2026-05-10 00:00:00
C009566,seo,11-50,FR,2026-05-14 00:00:00
C009567,seo,11-50,FR,2026-05-19 00:00:00
C009568,direct,11-50,CH,2026-03-08 00:00:00
C009569,seo,51-200,CA,2026-04-17 00:00:00
C009570,seo,11-50,CA,2026-07-07 00:00:00
C009571,direct,1-10,BE,2026-03-05 00:00:00
C009572,sea,200+,FR,2026-04-25 00:00:00
C009573,direct,1-10,BE,2026-06-30 00:00:00
C009574,seo,51-200,FR,2026-04-03 00:00:00
C009575,sea,200+,FR,2026-02-16 00:00:00
C009576,seo,1-10,FR,2026-07-03 00:00:00
C009577,referral,1-10,CA,2026-01-08 00:00:00
C009578,seo,11-50,FR,2026-05-19 00:00:00
C009579,sea,11-50,CA,2026-05-23 00:00:00
C009580,direct,200+,CA,2026-06-15 00:00:00
C009581,seo,200+,FR,2026-05-06 00:00:00
C009582,direct,200+,FR,2026-07-11 00:00:00
C009583,sea,1-10,FR,2026-01-26 00:00:00
C009584,direct,11-50,FR,2026-03-23 00:00:00
C009585,sea,1-10,CA,2026-03-27 00:00:00
C009586,sea,51-200,BE,2026-06-18 00:00:00
C009587,seo,1-10,FR,2026-07-10 00:00:00
C009588,direct,51-200,FR,2026-02-12 00:00:00
C009589,sea,51-200,FR,2026-06-14 00:00:00
C009590,seo,1-10,FR,2026-01-31 00:00:00
C009591,sea,51-200,CA,2026-02-15 00:00:00
C009592,direct,51-200,FR,2026-04-20 00:00:00
C009593,sea,1-10,FR,2026-02-21 00:00:00
C009594,direct,11-50,CH,2026-06-12 00:00:00
C009595,referral,1-10,BE,2026-03-20 00:00:00
C009596,direct,200+,FR,2026-02-06 00:00:00
C009597,referral,11-50,CH,2026-05-01 00:00:00
C009598,referral,51-200,CH,2026-04-07 00:00:00
C009599,referral,11-50,FR,2026-02-20 00:00:00
C009600,referral,51-200,CA,2026-03-05 00:00:00
C009601,sea,51-200,CH,2026-05-23 00:00:00
C009602,direct,1-10,FR,2026-02-19 00:00:00
C009603,sea,11-50,FR,2026-04-28 00:00:00
C009604,direct,51-200,FR,2026-02-17 00:00:00
C009605,direct,200+,FR,2026-04-08 00:00:00
C009606,sea,200+,FR,2026-03-20 00:00:00
C009607,referral,51-200,CH,2026-07-09 00:00:00
C009608,sea,51-200,FR,2026-07-17 00:00:00
C009609,referral,1-10,CH,2026-03-14 00:00:00
C009610,sea,200+,FR,2026-05-25 00:00:00
C009611,seo,11-50,FR,2026-03-28 00:00:00
C009612,direct,11-50,BE,2026-01-11 00:00:00
C009613,referral,1-10,FR,2026-05-20 00:00:00
C009614,seo,51-200,FR,2026-03-17 00:00:00
C009615,sea,11-50,FR,2026-03-07 00:00:00
C009616,sea,51-200,FR,2026-06-08 00:00:00
C009617,direct,200+,CH,2026-03-31 00:00:00
C009618,referral,200+,FR,2026-07-09 00:00:00
C009619,seo,11-50,FR,2026-04-24 00:00:00
C009620,direct,51-200,CH,2026-02-02 00:00:00
C009621,referral,11-50,CH,2026-06-12 00:00:00
C009622,direct,1-10,BE,2026-03-17 00:00:00
C009623,referral,200+,FR,2026-03-25 00:00:00
C009624,direct,51-200,CH,2026-02-27 00:00:00
C009625,seo,1-10,CA,2026-03-02 00:00:00
C009626,sea,51-200,FR,2026-07-09 00:00:00
C009627,sea,51-200,FR,2026-03-19 00:00:00
C009628,direct,11-50,FR,2026-07-06 00:00:00
C009629,seo,200+,FR,2026-05-15 00:00:00
C009630,referral,200+,BE,2026-02-23 00:00:00
C009631,direct,1-10,FR,2026-06-27 00:00:00
C009632,referral,1-10,CH,2026-05-07 00:00:00
C009633,seo,51-200,FR,2026-06-27 00:00:00
C009634,seo,200+,FR,2026-04-02 00:00:00
C009635,seo,51-200,FR,2026-06-13 00:00:00
C009636,sea,200+,FR,2026-02-14 00:00:00
C009637,referral,200+,FR,2026-06-15 00:00:00
C009638,sea,11-50,CA,2026-01-08 00:00:00
C009639,direct,200+,FR,2026-07-16 00:00:00
C009640,sea,11-50,FR,2026-04-11 00:00:00
C009641,direct,51-200,FR,2026-06-30 00:00:00
C009642,seo,11-50,CA,2026-05-31 00:00:00
C009643,referral,51-200,FR,2026-04-22 00:00:00
C009644,seo,1-10,FR,2026-04-28 00:00:00
C009645,seo,11-50,CA,2026-01-28 00:00:00
C009646,direct,11-50,FR,2026-04-29 00:00:00
C009647,direct,200+,BE,2026-07-06 00:00:00
C009648,sea,11-50,FR,2026-03-03 00:00:00
C009649,referral,11-50,BE,2026-01-23 00:00:00
C009650,seo,1-10,FR,2026-01-21 00:00:00
C009651,seo,1-10,CA,2026-01-11 00:00:00
C009652,sea,51-200,CH,2026-02-22 00:00:00
C009653,seo,51-200,BE,2026-05-29 00:00:00
C009654,seo,51-200,BE,2026-04-06 00:00:00
C009655,direct,51-200,BE,2026-06-12 00:00:00
C009656,sea,11-50,CH,2026-04-08 00:00:00
C009657,referral,11-50,FR,2026-01-21 00:00:00
C009658,referral,51-200,FR,2026-01-15 00:00:00
C009659,seo,51-200,FR,2026-01-11 00:00:00
C009660,referral,11-50,FR,2026-03-27 00:00:00
C009661,direct,51-200,CH,2026-02-19 00:00:00
C009662,referral,51-200,FR,2026-05-27 00:00:00
C009663,referral,200+,FR,2026-02-11 00:00:00
C009664,sea,1-10,FR,2026-06-27 00:00:00
C009665,direct,1-10,FR,2026-03-17 00:00:00
C009666,referral,51-200,FR,2026-04-23 00:00:00
C009667,referral,1-10,BE,2026-04-14 00:00:00
C009668,direct,51-200,FR,2026-02-14 00:00:00
C009669,referral,200+,FR,2026-02-02 00:00:00
C009670,referral,11-50,FR,2026-03-12 00:00:00
C009671,seo,200+,CH,2026-01-07 00:00:00
C009672,seo,11-50,FR,2026-06-19 00:00:00
C009673,seo,11-50,CH,2026-05-29 00:00:00
C009674,sea,51-200,FR,2026-06-08 00:00:00
C009675,seo,1-10,FR,2026-05-18 00:00:00
C009676,referral,200+,FR,2026-01-06 00:00:00
C009677,sea,11-50,CA,2026-02-13 00:00:00
C009678,direct,11-50,FR,2026-05-26 00:00:00
C009679,sea,11-50,FR,2026-06-05 00:00:00
C009680,sea,11-50,FR,2026-01-23 00:00:00
C009681,referral,11-50,FR,2026-05-03 00:00:00
C009682,seo,1-10,FR,2026-05-10 00:00:00
C009683,direct,51-200,FR,2026-04-30 00:00:00
C009684,referral,11-50,FR,2026-04-25 00:00:00
C009685,direct,1-10,FR,2026-04-10 00:00:00
C009686,direct,11-50,BE,2026-04-01 00:00:00
C009687,referral,200+,FR,2026-01-11 00:00:00
C009688,direct,200+,CA,2026-04-06 00:00:00
C009689,seo,1-10,CA,2026-05-22 00:00:00
C009690,direct,200+,CH,2026-03-19 00:00:00
C009691,sea,51-200,FR,2026-06-09 00:00:00
C009692,sea,1-10,FR,2026-03-13 00:00:00
C009693,sea,1-10,CA,2026-04-29 00:00:00
C009694,direct,200+,FR,2026-06-07 00:00:00
C009695,sea,200+,FR,2026-04-03 00:00:00
C009696,referral,1-10,FR,2026-03-23 00:00:00
C009697,sea,1-10,FR,2026-04-30 00:00:00
C009698,referral,11-50,CH,2026-03-31 00:00:00
C009699,direct,11-50,FR,2026-05-22 00:00:00
C009700,direct,11-50,FR,2026-01-06 00:00:00
C009701,seo,11-50,FR,2026-01-16 00:00:00
C009702,sea,1-10,CA,2026-07-05 00:00:00
C009703,direct,200+,FR,2026-05-05 00:00:00
C009704,sea,51-200,FR,2026-01-19 00:00:00
C009705,seo,200+,FR,2026-02-18 00:00:00
C009706,direct,51-200,CA,2026-05-11 00:00:00
C009707,direct,1-10,FR,2026-06-11 00:00:00
C009708,sea,11-50,FR,2026-03-30 00:00:00
C009709,direct,51-200,FR,2026-02-17 00:00:00
C009710,sea,200+,FR,2026-01-01 00:00:00
C009711,referral,1-10,FR,2026-05-17 00:00:00
C009712,seo,1-10,FR,2026-03-15 00:00:00
C009713,referral,1-10,BE,2026-05-12 00:00:00
C009714,direct,1-10,FR,2026-06-09 00:00:00
C009715,seo,51-200,FR,2026-05-11 00:00:00
C009716,direct,51-200,FR,2026-01-25 00:00:00
C009717,seo,200+,CA,2026-01-28 00:00:00
C009718,direct,200+,FR,2026-01-06 00:00:00
C009719,referral,51-200,CA,2026-03-31 00:00:00
C009720,direct,1-10,FR,2026-07-14 00:00:00
C009721,referral,11-50,FR,2026-05-05 00:00:00
C009722,seo,51-200,FR,2026-02-04 00:00:00
C009723,sea,200+,FR,2026-05-24 00:00:00
C009724,sea,200+,FR,2026-06-21 00:00:00
C009725,sea,200+,CH,2026-06-25 00:00:00
C009726,seo,11-50,FR,2026-02-10 00:00:00
C009727,referral,51-200,CH,2026-06-05 00:00:00
C009728,direct,51-200,BE,2026-06-22 00:00:00
C009729,seo,11-50,FR,2026-04-15 00:00:00
C009730,seo,11-50,FR,2026-02-26 00:00:00
C009731,direct,200+,FR,2026-06-17 00:00:00
C009732,seo,200+,FR,2026-06-08 00:00:00
C009733,seo,200+,FR,2026-06-19 00:00:00
C009734,sea,1-10,FR,2026-06-27 00:00:00
C009735,referral,1-10,FR,2026-05-02 00:00:00
C009736,sea,200+,FR,2026-02-20 00:00:00
C009737,direct,1-10,FR,2026-03-22 00:00:00
C009738,direct,200+,FR,2026-01-12 00:00:00
C009739,sea,11-50,FR,2026-03-16 00:00:00
C009740,referral,200+,FR,2026-05-31 00:00:00
C009741,referral,51-200,FR,2026-07-07 00:00:00
C009742,seo,1-10,CA,2026-04-04 00:00:00
C009743,sea,1-10,BE,2026-05-17 00:00:00
C009744,direct,51-200,FR,2026-03-15 00:00:00
C009745,direct,200+,FR,2026-06-04 00:00:00
C009746,direct,1-10,FR,2026-01-03 00:00:00
C009747,direct,11-50,FR,2026-04-20 00:00:00
C009748,sea,11-50,FR,2026-05-04 00:00:00
C009749,referral,200+,BE,2026-02-08 00:00:00
C009750,referral,51-200,FR,2026-06-30 00:00:00
C009751,direct,11-50,CH,2026-01-03 00:00:00
C009752,referral,200+,FR,2026-03-04 00:00:00
C009753,direct,200+,CH,2026-02-17 00:00:00
C009754,seo,200+,CA,2026-03-25 00:00:00
C009755,referral,51-200,CA,2026-03-01 00:00:00
C009756,sea,200+,FR,2026-04-22 00:00:00
C009757,seo,51-200,FR,2026-01-06 00:00:00
C009758,seo,51-200,CA,2026-03-16 00:00:00
C009759,sea,51-200,FR,2026-02-08 00:00:00
C009760,sea,1-10,CH,2026-07-18 00:00:00
C009761,seo,11-50,CA,2026-02-01 00:00:00
C009762,seo,200+,FR,2026-03-25 00:00:00
C009763,direct,11-50,FR,2026-03-17 00:00:00
C009764,referral,11-50,BE,2026-05-08 00:00:00
C009765,sea,200+,FR,2026-06-13 00:00:00
C009766,referral,1-10,FR,2026-05-02 00:00:00
C009767,referral,51-200,BE,2026-03-17 00:00:00
C009768,referral,200+,FR,2026-05-10 00:00:00
C009769,sea,200+,BE,2026-06-30 00:00:00
C009770,seo,11-50,FR,2026-04-19 00:00:00
C009771,direct,11-50,CA,2026-07-11 00:00:00
C009772,direct,11-50,FR,2026-03-12 00:00:00
C009773,direct,200+,FR,2026-04-02 00:00:00
C009774,referral,1-10,BE,2026-03-08 00:00:00
C009775,referral,1-10,FR,2026-04-10 00:00:00
C009776,direct,1-10,FR,2026-07-06 00:00:00
C009777,sea,200+,FR,2026-04-21 00:00:00
C009778,referral,51-200,CH,2026-04-18 00:00:00
C009779,direct,11-50,FR,2026-03-27 00:00:00
C009780,sea,11-50,CA,2026-03-09 00:00:00
C009781,direct,1-10,FR,2026-07-08 00:00:00
C009782,referral,1-10,FR,2026-02-21 00:00:00
C009783,seo,200+,FR,2026-06-20 00:00:00
C009784,referral,1-10,FR,2026-04-01 00:00:00
C009785,referral,51-200,FR,2026-07-04 00:00:00
C009786,referral,51-200,FR,2026-06-08 00:00:00
C009787,direct,51-200,CH,2026-03-15 00:00:00
C009788,direct,1-10,BE,2026-05-02 00:00:00
C009789,sea,11-50,FR,2026-06-15 00:00:00
C009790,sea,11-50,FR,2026-06-19 00:00:00
C009791,sea,200+,BE,2026-01-02 00:00:00
C009792,sea,1-10,FR,2026-07-07 00:00:00
C009793,direct,51-200,FR,2026-01-28 00:00:00
C009794,referral,11-50,FR,2026-03-21 00:00:00
C009795,referral,11-50,CA,2026-06-04 00:00:00
C009796,referral,51-200,BE,2026-04-13 00:00:00
C009797,direct,51-200,FR,2026-02-21 00:00:00
C009798,direct,200+,BE,2026-07-02 00:00:00
C009799,sea,11-50,FR,2026-01-20 00:00:00
C009800,seo,11-50,BE,2026-05-10 00:00:00
C009801,direct,11-50,FR,2026-01-06 00:00:00
C009802,referral,1-10,BE,2026-02-12 00:00:00
C009803,sea,11-50,FR,2026-06-06 00:00:00
C009804,referral,51-200,FR,2026-05-13 00:00:00
C009805,direct,200+,FR,2026-01-05 00:00:00
C009806,direct,11-50,FR,2026-06-20 00:00:00
C009807,direct,1-10,FR,2026-03-23 00:00:00
C009808,seo,200+,CH,2026-05-07 00:00:00
C009809,referral,200+,FR,2026-05-10 00:00:00
C009810,referral,51-200,BE,2026-07-09 00:00:00
C009811,sea,11-50,BE,2026-04-26 00:00:00
C009812,referral,200+,CA,2026-02-18 00:00:00
C009813,direct,1-10,FR,2026-07-09 00:00:00
C009814,referral,51-200,FR,2026-03-29 00:00:00
C009815,direct,200+,CH,2026-05-01 00:00:00
C009816,sea,200+,FR,2026-06-29 00:00:00
C009817,direct,1-10,FR,2026-03-10 00:00:00
C009818,referral,11-50,FR,2026-03-14 00:00:00
C009819,sea,1-10,FR,2026-05-20 00:00:00
C009820,sea,1-10,FR,2026-02-24 00:00:00
C009821,seo,1-10,CA,2026-01-02 00:00:00
C009822,sea,11-50,FR,2026-05-27 00:00:00
C009823,seo,51-200,FR,2026-06-18 00:00:00
C009824,sea,11-50,CH,2026-04-14 00:00:00
C009825,direct,11-50,FR,2026-06-30 00:00:00
C009826,direct,51-200,CH,2026-03-31 00:00:00
C009827,seo,1-10,CH,2026-03-31 00:00:00
C009828,seo,1-10,FR,2026-05-06 00:00:00
C009829,seo,200+,FR,2026-04-13 00:00:00
C009830,sea,200+,FR,2026-05-28 00:00:00
C009831,sea,11-50,FR,2026-03-19 00:00:00
C009832,sea,1-10,CA,2026-02-26 00:00:00
C009833,direct,11-50,FR,2026-06-29 00:00:00
C009834,referral,200+,FR,2026-01-01 00:00:00
C009835,sea,11-50,FR,2026-06-18 00:00:00
C009836,sea,200+,FR,2026-04-30 00:00:00
C009837,seo,200+,FR,2026-02-19 00:00:00
C009838,direct,1-10,FR,2026-06-30 00:00:00
C009839,seo,51-200,FR,2026-02-19 00:00:00
C009840,sea,200+,FR,2026-05-28 00:00:00
C009841,direct,11-50,BE,2026-03-21 00:00:00
C009842,sea,11-50,FR,2026-06-07 00:00:00
C009843,sea,51-200,FR,2026-01-09 00:00:00
C009844,seo,200+,BE,2026-06-15 00:00:00
C009845,direct,51-200,FR,2026-05-20 00:00:00
C009846,sea,1-10,FR,2026-07-05 00:00:00
C009847,sea,1-10,CA,2026-05-20 00:00:00
C009848,referral,200+,FR,2026-04-21 00:00:00
C009849,sea,11-50,FR,2026-03-12 00:00:00
C009850,sea,200+,FR,2026-02-01 00:00:00
C009851,referral,1-10,FR,2026-04-18 00:00:00
C009852,seo,11-50,BE,2026-07-06 00:00:00
C009853,seo,51-200,FR,2026-02-16 00:00:00
C009854,sea,200+,CA,2026-05-08 00:00:00
C009855,referral,11-50,BE,2026-07-08 00:00:00
C009856,direct,11-50,FR,2026-07-06 00:00:00
C009857,sea,1-10,CH,2026-01-14 00:00:00
C009858,direct,51-200,CA,2026-07-18 00:00:00
C009859,referral,11-50,FR,2026-06-12 00:00:00
C009860,seo,200+,FR,2026-04-30 00:00:00
C009861,seo,200+,FR,2026-01-23 00:00:00
C009862,sea,1-10,FR,2026-02-24 00:00:00
C009863,referral,11-50,FR,2026-06-09 00:00:00
C009864,direct,51-200,FR,2026-05-23 00:00:00
C009865,seo,11-50,BE,2026-03-12 00:00:00
C009866,seo,1-10,FR,2026-03-20 00:00:00
C009867,direct,1-10,FR,2026-07-19 00:00:00
C009868,sea,200+,FR,2026-02-17 00:00:00
C009869,sea,1-10,BE,2026-01-20 00:00:00
C009870,direct,200+,FR,2026-06-19 00:00:00
C009871,referral,51-200,FR,2026-06-13 00:00:00
C009872,seo,1-10,FR,2026-05-21 00:00:00
C009873,sea,11-50,FR,2026-07-09 00:00:00
C009874,sea,200+,FR,2026-04-30 00:00:00
C009875,seo,200+,FR,2026-01-22 00:00:00
C009876,sea,1-10,FR,2026-02-15 00:00:00
C009877,sea,51-200,FR,2026-04-05 00:00:00
C009878,direct,1-10,FR,2026-05-03 00:00:00
C009879,seo,51-200,FR,2026-06-16 00:00:00
C009880,sea,51-200,BE,2026-01-24 00:00:00
C009881,direct,11-50,CA,2026-01-07 00:00:00
C009882,seo,11-50,FR,2026-04-11 00:00:00
C009883,referral,51-200,FR,2026-03-04 00:00:00
C009884,referral,51-200,FR,2026-02-17 00:00:00
C009885,sea,200+,CA,2026-03-31 00:00:00
C009886,seo,1-10,FR,2026-01-21 00:00:00
C009887,seo,11-50,FR,2026-06-01 00:00:00
C009888,seo,200+,FR,2026-05-05 00:00:00
C009889,direct,200+,FR,2026-05-25 00:00:00
C009890,direct,200+,FR,2026-05-01 00:00:00
C009891,sea,1-10,FR,2026-03-14 00:00:00
C009892,referral,11-50,CA,2026-07-15 00:00:00
C009893,seo,1-10,FR,2026-01-03 00:00:00
C009894,direct,200+,FR,2026-01-18 00:00:00
C009895,seo,200+,BE,2026-05-31 00:00:00
C009896,seo,11-50,CH,2026-02-20 00:00:00
C009897,referral,1-10,FR,2026-06-21 00:00:00
C009898,referral,51-200,FR,2026-02-06 00:00:00
C009899,direct,51-200,FR,2026-03-21 00:00:00
C009900,referral,51-200,FR,2026-07-05 00:00:00
C009901,seo,51-200,BE,2026-05-07 00:00:00
C009902,direct,11-50,BE,2026-01-05 00:00:00
C009903,direct,200+,FR,2026-01-24 00:00:00
C009904,direct,200+,CH,2026-02-17 00:00:00
C009905,direct,11-50,FR,2026-03-15 00:00:00
C009906,referral,1-10,FR,2026-07-07 00:00:00
C009907,sea,11-50,BE,2026-06-21 00:00:00
C009908,referral,1-10,FR,2026-05-08 00:00:00
C009909,referral,1-10,CA,2026-03-01 00:00:00
C009910,direct,51-200,CA,2026-02-08 00:00:00
C009911,referral,11-50,FR,2026-04-27 00:00:00
C009912,sea,200+,BE,2026-02-05 00:00:00
C009913,seo,51-200,FR,2026-03-17 00:00:00
C009914,sea,200+,FR,2026-03-19 00:00:00
C009915,referral,51-200,FR,2026-01-28 00:00:00
C009916,seo,11-50,FR,2026-05-25 00:00:00
C009917,referral,51-200,CH,2026-06-12 00:00:00
C009918,direct,51-200,CH,2026-01-08 00:00:00
C009919,sea,1-10,BE,2026-04-06 00:00:00
C009920,sea,51-200,FR,2026-07-19 00:00:00
C009921,direct,200+,FR,2026-01-08 00:00:00
C009922,direct,11-50,FR,2026-02-25 00:00:00
C009923,referral,51-200,CH,2026-01-29 00:00:00
C009924,seo,11-50,FR,2026-02-07 00:00:00
C009925,seo,11-50,BE,2026-07-19 00:00:00
C009926,seo,200+,CA,2026-01-18 00:00:00
C009927,sea,1-10,FR,2026-07-18 00:00:00
C009928,direct,11-50,FR,2026-07-12 00:00:00
C009929,referral,11-50,FR,2026-01-24 00:00:00
C009930,sea,1-10,BE,2026-05-08 00:00:00
C009931,seo,51-200,FR,2026-05-18 00:00:00
C009932,direct,1-10,FR,2026-06-22 00:00:00
C009933,seo,200+,CH,2026-01-13 00:00:00
C009934,seo,1-10,CA,2026-03-22 00:00:00
C009935,sea,51-200,FR,2026-02-05 00:00:00
C009936,sea,200+,CA,2026-05-29 00:00:00
C009937,direct,51-200,FR,2026-04-21 00:00:00
C009938,referral,1-10,FR,2026-03-03 00:00:00
C009939,sea,200+,FR,2026-01-11 00:00:00
C009940,referral,200+,FR,2026-05-12 00:00:00
C009941,direct,1-10,FR,2026-06-26 00:00:00
C009942,sea,1-10,FR,2026-01-10 00:00:00
C009943,direct,11-50,FR,2026-03-10 00:00:00
C009944,seo,1-10,FR,2026-05-05 00:00:00
C009945,referral,1-10,FR,2026-01-25 00:00:00
C009946,referral,1-10,FR,2026-06-27 00:00:00
C009947,direct,11-50,BE,2026-04-06 00:00:00
C009948,sea,200+,FR,2026-03-21 00:00:00
C009949,seo,1-10,FR,2026-01-29 00:00:00
C009950,referral,11-50,FR,2026-03-27 00:00:00
C009951,seo,1-10,FR,2026-01-25 00:00:00
C009952,seo,1-10,CH,2026-05-04 00:00:00
C009953,sea,11-50,FR,2026-02-28 00:00:00
C009954,direct,200+,FR,2026-03-29 00:00:00
C009955,seo,200+,FR,2026-04-29 00:00:00
C009956,sea,51-200,FR,2026-04-06 00:00:00
C009957,direct,11-50,FR,2026-03-22 00:00:00
C009958,direct,1-10,FR,2026-03-27 00:00:00
C009959,sea,200+,FR,2026-07-19 00:00:00
C009960,direct,1-10,FR,2026-02-08 00:00:00
C009961,sea,200+,FR,2026-01-02 00:00:00
C009962,referral,51-200,FR,2026-05-30 00:00:00
C009963,sea,200+,FR,2026-05-11 00:00:00
C009964,seo,11-50,FR,2026-01-02 00:00:00
C009965,direct,200+,FR,2026-01-08 00:00:00
C009966,referral,200+,FR,2026-02-01 00:00:00
C009967,referral,200+,FR,2026-04-26 00:00:00
C009968,referral,200+,FR,2026-01-10 00:00:00
C009969,referral,51-200,BE,2026-01-06 00:00:00
C009970,sea,11-50,BE,2026-06-30 00:00:00
C009971,direct,1-10,FR,2026-03-03 00:00:00
C009972,sea,11-50,FR,2026-05-27 00:00:00
C009973,sea,11-50,FR,2026-04-24 00:00:00
C009974,seo,11-50,FR,2026-02-22 00:00:00
C009975,direct,51-200,FR,2026-01-08 00:00:00
C009976,referral,200+,CH,2026-04-03 00:00:00
C009977,seo,1-10,FR,2026-02-22 00:00:00
C009978,seo,51-200,FR,2026-04-28 00:00:00
C009979,referral,51-200,FR,2026-02-13 00:00:00
C009980,sea,200+,FR,2026-06-26 00:00:00
C009981,referral,1-10,CA,2026-03-19 00:00:00
C009982,referral,1-10,FR,2026-05-25 00:00:00
C009983,direct,200+,FR,2026-03-24 00:00:00
C009984,seo,11-50,FR,2026-05-14 00:00:00
C009985,sea,51-200,FR,2026-05-18 00:00:00
C009986,direct,200+,FR,2026-04-18 00:00:00
C009987,sea,51-200,FR,2026-01-26 00:00:00
C009988,sea,1-10,CA,2026-06-17 00:00:00
C009989,sea,200+,FR,2026-02-18 00:00:00
C009990,direct,11-50,CH,2026-04-20 00:00:00
C009991,referral,11-50,CH,2026-05-06 00:00:00
C009992,referral,51-200,CA,2026-07-19 00:00:00
C009993,referral,1-10,FR,2026-01-08 00:00:00
C009994,direct,11-50,FR,2026-04-16 00:00:00
C009995,sea,11-50,CH,2026-02-27 00:00:00
C009996,direct,1-10,FR,2026-05-13 00:00:00
C009997,seo,11-50,FR,2026-03-04 00:00:00
C009998,sea,51-200,FR,2026-03-05 00:00:00
C009999,sea,1-10,FR,2026-05-01 00:00:00
C010000,seo,200+,FR,2026-07-18 00:00:00
C010001,seo,51-200,FR,2026-04-19 00:00:00
C010002,sea,51-200,FR,2026-04-23 00:00:00
C010003,direct,1-10,FR,2026-05-21 00:00:00
C010004,referral,200+,FR,2026-02-22 00:00:00
C010005,seo,1-10,FR,2026-03-07 00:00:00
C010006,sea,200+,FR,2026-04-01 00:00:00
C010007,direct,51-200,FR,2026-03-20 00:00:00
C010008,seo,11-50,FR,2026-03-31 00:00:00
C010009,direct,11-50,FR,2026-07-10 00:00:00
C010010,seo,1-10,BE,2026-01-09 00:00:00
C010011,direct,11-50,FR,2026-06-01 00:00:00
C010012,seo,1-10,FR,2026-03-16 00:00:00
C010013,seo,11-50,FR,2026-04-06 00:00:00
C010014,direct,51-200,FR,2026-05-28 00:00:00
C010015,referral,200+,FR,2026-04-01 00:00:00
C010016,direct,1-10,FR,2026-06-11 00:00:00
C010017,seo,200+,FR,2026-02-26 00:00:00
C010018,seo,200+,FR,2026-05-17 00:00:00
C010019,referral,200+,FR,2026-02-08 00:00:00
C010020,direct,1-10,FR,2026-06-21 00:00:00
C010021,direct,1-10,BE,2026-01-29 00:00:00
C010022,direct,200+,FR,2026-01-23 00:00:00
C010023,seo,51-200,FR,2026-02-23 00:00:00
C010024,seo,51-200,FR,2026-04-16 00:00:00
C010025,sea,200+,BE,2026-02-08 00:00:00
C010026,referral,200+,FR,2026-07-13 00:00:00
C010027,direct,11-50,FR,2026-01-06 00:00:00
C010028,sea,200+,FR,2026-02-19 00:00:00
C010029,direct,11-50,CA,2026-04-05 00:00:00
C010030,seo,11-50,FR,2026-06-20 00:00:00
C010031,direct,200+,CA,2026-02-13 00:00:00
C010032,sea,1-10,FR,2026-06-11 00:00:00
C010033,direct,200+,FR,2026-01-27 00:00:00
C010034,direct,51-200,FR,2026-04-11 00:00:00
C010035,direct,51-200,CH,2026-05-25 00:00:00
C010036,seo,51-200,FR,2026-02-09 00:00:00
C010037,sea,1-10,FR,2026-05-16 00:00:00
