fournisseur,categorie,volume_annuel,duree_accord,taux_service,part_marque_nationale,exercice,negociateur,taux_remise
F0897,B,24041.0,12,0.942,0.269,2024,N22,26.56
F0898,B,68131.0,36,0.971,0.435,2025,N36,29.78
F0899,C,467783.0,12,0.935,0.374,2025,N10,31.68
F0900,C,83264.0,24,0.974,0.194,2024,N24,30.16
F0901,D,130444.0,36,0.932,0.489,2025,N05,29.35
F0902,B,33700.0,24,0.95,0.442,2025,N24,29.02
F0903,E,194729.0,24,0.961,0.305,2024,N14,31.21
F0904,B,55059.0,24,0.929,0.559,2024,N37,30.19
F0905,D,53461.0,12,0.982,0.712,2026,N11,30.29
F0906,D,41835.0,12,1.0,0.009,2025,N02,26.29
F0907,A,89695.0,24,0.966,0.544,2025,N27,31.41
F0908,A,29990.0,24,0.922,0.541,2024,N17,29.36
F0909,A,64559.0,36,0.945,0.466,2026,N29,31.61
F0910,D,83081.0,12,0.99,0.512,2025,N23,28.28
F0911,B,33374.0,24,0.945,0.218,2026,N33,28.35
F0912,C,10272.0,12,0.927,0.638,2024,N27,30.23
F0913,A,175141.0,12,0.913,0.389,2026,N07,30.54
F0914,C,23633.0,24,0.934,0.175,2024,N06,29.41
F0915,B,10191.0,36,0.937,0.478,2024,N13,26.48
F0916,A,104500.0,36,0.86,0.608,2025,N32,29.44
F0917,A,97937.0,24,0.972,0.668,2025,N17,31.58
F0918,D,387556.0,24,0.879,0.758,2024,N36,30.67
F0919,D,475710.0,12,0.985,0.306,2025,N30,31.57
F0920,D,7533.0,24,0.78,0.638,2024,N28,27.28
F0921,A,52357.0,36,0.937,0.545,2026,N05,30.71
F0922,C,142632.0,24,0.994,0.309,2024,N13,30.76
F0923,B,20886.0,24,0.99,0.505,2025,N21,29.2
F0924,C,400444.0,36,0.861,0.46,2024,N10,35.34
F0925,E,155663.0,12,0.873,0.331,2026,N20,31.46
F0926,C,46385.0,36,0.962,0.365,2025,N38,29.48
F0927,C,55262.0,24,0.878,0.358,2026,N39,28.39
F0928,C,150527.0,36,0.986,0.562,2025,N02,29.66
F0929,C,1271274.0,36,1.0,0.697,2024,N22,34.8
F0930,C,1016513.0,12,0.888,0.739,2025,N39,35.43
F0931,A,18818.0,24,0.88,0.355,2026,N29,27.43
F0932,C,212350.0,12,0.922,0.512,2026,N20,30.05
F0933,B,18019.0,36,0.979,0.182,2024,N36,26.62
F0934,B,88378.0,12,0.968,0.701,2026,N24,31.42
F0935,B,31824.0,12,0.956,0.434,2026,N10,27.18
F0936,E,73262.0,24,0.869,0.432,2024,N37,31.83
F0937,C,61329.0,24,1.0,0.384,2024,N22,31.46
F0938,B,159312.0,36,0.94,0.558,2025,N21,30.5
F0939,B,42305.0,24,0.97,0.579,2025,N24,29.4
F0940,A,236500.0,24,0.948,0.096,2024,N39,31.7
F0941,C,89569.0,12,0.98,0.305,2024,N34,28.96
F0942,D,34727.0,24,1.0,0.636,2024,N26,27.8
F0943,B,582011.0,24,0.976,0.682,2025,N33,34.45
F0944,E,153020.0,24,0.798,0.629,2026,N10,29.55
F0945,D,80357.0,12,0.901,0.255,2025,N13,30.56
F0946,A,114858.0,36,0.974,0.361,2024,N39,30.69
F0947,A,238089.0,24,0.883,0.487,2026,N10,31.17
F0948,A,87952.0,36,1.0,0.466,2026,N27,30.0
F0949,E,50294.0,12,0.889,0.125,2025,N39,29.27
F0950,B,85999.0,36,0.949,0.139,2024,N21,26.75
F0951,E,53605.0,24,0.967,0.197,2024,N31,26.93
F0952,B,54397.0,24,0.983,0.378,2026,N28,28.33
F0953,B,700532.0,12,1.0,0.33,2026,N38,33.17
F0954,A,260715.0,12,0.846,0.415,2024,N35,30.35
F0955,A,501175.0,12,0.992,0.302,2025,N14,33.7
F0956,B,56381.0,36,0.974,0.512,2024,N32,29.97
F0957,D,12737.0,12,0.943,0.442,2025,N11,27.9
F0958,C,65294.0,24,0.929,0.418,2026,N17,29.35
F0959,A,191437.0,12,0.904,0.726,2026,N32,30.47
F0960,B,57142.0,12,0.984,0.531,2024,N25,30.3
F0961,A,128076.0,24,0.919,0.028,2024,N02,29.52
F0962,C,32991.0,12,0.973,0.191,2025,N07,27.78
F0963,E,185891.0,12,1.0,0.145,2026,N38,28.34
F0964,C,61478.0,36,1.0,0.282,2025,N25,28.77
F0965,A,103318.0,12,0.98,0.111,2024,N37,28.46
F0966,B,227813.0,12,0.988,0.559,2025,N12,33.23
F0967,A,42901.0,36,0.782,0.595,2024,N36,29.76
F0968,A,28941.0,24,0.981,0.185,2024,N04,28.18
F0969,A,39006.0,12,0.919,0.558,2024,N15,30.32
F0970,D,203659.0,36,0.883,0.462,2025,N29,29.76
F0971,B,68908.0,24,0.983,0.085,2025,N18,29.39
F0972,D,360607.0,12,1.0,0.455,2024,N32,32.92
F0973,A,192113.0,12,0.891,0.216,2025,N01,29.93
F0974,C,380997.0,24,0.947,0.579,2024,N12,32.12
F0975,C,126816.0,36,0.901,0.67,2026,N04,29.3
F0976,B,425521.0,12,0.917,0.7,2025,N10,32.51
F0977,A,244947.0,12,0.999,0.579,2026,N26,29.71
F0978,E,10390.0,12,0.916,0.341,2024,N24,26.9
F0979,D,556301.0,24,0.929,0.537,2026,N08,32.38
F0980,D,288548.0,36,0.938,0.343,2024,N16,30.83
F0981,E,63623.0,12,0.862,0.682,2025,N38,30.99
F0982,E,24681.0,12,0.918,0.435,2026,N19,26.6
F0983,D,11406.0,12,0.974,0.488,2024,N07,27.41
F0984,C,123039.0,12,0.975,0.751,2024,N21,30.52
F0985,B,37497.0,24,0.935,0.766,2025,N31,30.06
F0986,D,26083.0,12,0.993,0.253,2025,N14,30.02
F0987,C,32118.0,36,1.0,0.473,2026,N13,28.48
F0988,D,14888.0,24,0.843,0.226,2024,N38,25.83
F0989,E,318531.0,36,0.925,0.488,2025,N36,34.14
F0990,B,36738.0,24,0.958,0.135,2025,N05,25.69
F0991,D,101224.0,12,0.978,0.133,2025,N40,29.42
F0992,B,125135.0,36,0.944,0.087,2024,N26,28.93
F0993,D,161101.0,12,0.993,0.387,2026,N09,30.86
F0994,D,85823.0,12,0.916,0.3,2025,N27,28.41
F0995,D,276766.0,24,0.989,0.367,2026,N01,30.73
F0996,B,50770.0,24,0.898,0.627,2025,N27,29.45
F0997,D,1307805.0,12,0.878,0.339,2024,N30,34.86
F0998,A,15692.0,36,1.0,0.169,2026,N35,27.18
F0999,C,237438.0,36,0.955,0.683,2024,N06,33.08
F1000,C,1408760.0,36,0.942,0.268,2025,N29,36.26
F1001,D,33002.0,12,0.87,0.468,2026,N29,28.44
F1002,E,565759.0,24,0.992,0.487,2026,N40,32.99
F1003,C,1185259.0,36,0.926,0.402,2025,N21,33.79
F1004,C,60469.0,36,0.978,0.273,2024,N10,31.19
F1005,D,647284.0,36,0.924,0.195,2026,N32,32.98
F1006,C,52777.0,36,0.921,0.353,2024,N24,29.95
F1007,A,149567.0,24,0.901,0.301,2025,N29,29.82
F1008,E,79945.0,12,0.91,0.485,2024,N22,30.01
F1009,B,32679.0,24,0.938,0.126,2024,N13,27.67
F1010,A,28209.0,36,0.941,0.607,2024,N23,29.26
F1011,A,52460.0,12,0.938,0.053,2024,N08,27.82
F1012,A,17417.0,24,0.913,0.129,2025,N10,26.47
F1013,D,129021.0,12,0.949,0.148,2024,N33,29.74
F1014,A,121752.0,36,0.967,0.598,2024,N18,30.83
F1015,E,388438.0,36,0.908,0.453,2026,N06,32.91
F1016,B,170709.0,12,0.961,0.293,2024,N28,27.74
F1017,D,85775.0,24,1.0,0.44,2026,N22,28.94
F1018,A,71127.0,24,0.811,0.565,2026,N31,28.8
F1019,C,1980798.0,24,0.981,0.641,2025,N17,34.66
F1020,C,16394.0,12,0.874,0.425,2026,N25,24.75
F1021,B,21313.0,36,1.0,0.39,2026,N26,26.02
F1022,B,1527696.0,12,0.948,0.652,2024,N25,33.39
F1023,E,378015.0,12,0.988,0.475,2026,N27,31.56
F1024,A,131024.0,36,0.907,0.169,2025,N10,29.67
F1025,B,200260.0,12,0.932,0.119,2024,N32,29.78
F1026,D,347406.0,12,0.857,0.359,2025,N18,30.7
F1027,A,18229.0,36,0.928,0.428,2024,N02,26.41
F1028,D,72706.0,24,0.951,0.052,2026,N40,26.46
F1029,D,249487.0,24,0.975,0.453,2026,N21,32.35
F1030,E,234918.0,12,0.903,0.737,2025,N17,30.81
F1031,D,401502.0,24,0.957,0.222,2026,N02,30.55
F1032,B,142828.0,24,0.911,0.39,2026,N10,31.65
F1033,B,69883.0,36,0.974,0.215,2024,N24,27.89
F1034,C,52142.0,36,0.987,0.099,2025,N19,28.33
F1035,C,226143.0,36,0.924,0.372,2024,N34,33.0
F1036,D,105613.0,36,0.925,0.055,2024,N40,29.58
F1037,E,191240.0,12,0.948,0.382,2024,N05,30.37
F1038,E,581856.0,36,0.843,0.705,2026,N26,34.02
F1039,B,478050.0,36,0.893,0.567,2025,N24,33.03
F1040,E,24169.0,24,0.952,0.583,2026,N18,27.98
F1041,D,439435.0,12,0.918,0.422,2025,N38,32.36
F1042,B,34474.0,24,0.999,0.947,2026,N31,31.67
F1043,D,15483.0,36,0.864,0.122,2024,N32,26.8
F1044,B,1384885.0,12,0.981,0.797,2025,N30,36.44
F1045,C,155637.0,12,0.905,0.451,2026,N06,30.76
F1046,B,54362.0,12,0.875,0.252,2026,N02,27.17
F1047,C,67601.0,12,0.952,0.45,2024,N22,30.23
F1048,B,330664.0,36,0.901,0.761,2026,N23,32.89
F1049,C,1242396.0,36,0.872,0.412,2024,N20,32.46
F1050,D,544546.0,12,0.961,0.56,2024,N07,32.28
F1051,A,86392.0,24,0.887,0.077,2024,N30,28.26
F1052,D,28305.0,12,0.885,0.3,2026,N31,27.53
F1053,A,98573.0,12,0.955,0.376,2024,N05,30.91
F1054,A,382947.0,36,0.902,0.097,2025,N07,31.8
F1055,D,207797.0,24,0.92,0.908,2026,N11,34.18
F1056,D,23475.0,24,1.0,0.294,2026,N20,26.14
F1057,E,131891.0,24,0.969,0.437,2025,N18,30.1
F1058,D,237572.0,24,0.934,0.362,2026,N21,29.88
F1059,B,37567.0,36,0.812,0.715,2025,N12,30.34
F1060,C,328521.0,36,0.93,0.349,2026,N39,33.61
F1061,E,659512.0,24,0.927,0.211,2025,N23,34.01
F1062,D,341939.0,24,0.957,0.345,2026,N27,32.78
F1063,B,41281.0,12,0.902,0.139,2024,N33,27.99
F1064,A,82094.0,24,1.0,0.371,2024,N11,31.09
F1065,C,105050.0,36,0.937,0.511,2026,N19,30.67
F1066,D,75331.0,36,0.923,0.728,2025,N20,31.98
F1067,A,320894.0,36,1.0,0.042,2026,N28,31.82
F1068,A,127178.0,24,0.96,0.541,2025,N21,30.23
F1069,C,114646.0,12,0.945,0.113,2026,N26,28.01
F1070,E,168534.0,36,0.911,0.332,2026,N27,31.85
F1071,D,67309.0,12,0.949,0.305,2026,N18,31.14
F1072,C,23055.0,24,0.92,0.386,2024,N39,28.98
F1073,D,130834.0,24,0.887,0.329,2026,N19,27.59
F1074,E,76327.0,24,0.973,0.423,2024,N10,31.62
F1075,B,252107.0,36,0.957,0.837,2024,N28,33.63
F1076,A,149485.0,12,0.968,0.637,2026,N38,30.92
F1077,A,83083.0,12,0.957,0.148,2024,N04,26.49
F1078,B,413083.0,12,0.936,0.374,2024,N02,33.78
F1079,A,111060.0,36,0.898,0.172,2024,N29,30.92
F1080,E,24610.0,12,0.949,0.311,2024,N15,27.08
F1081,B,720111.0,24,0.918,0.137,2026,N14,31.44
F1082,A,449634.0,24,1.0,0.422,2024,N37,32.81
F1083,D,109660.0,24,1.0,0.35,2025,N31,29.38
F1084,B,17304.0,12,0.857,0.078,2025,N18,25.76
F1085,D,34089.0,36,0.94,0.334,2024,N08,26.57
F1086,D,357179.0,36,0.917,0.671,2024,N28,32.97
F1087,D,102106.0,36,0.951,0.37,2024,N07,28.99
F1088,E,73703.0,36,1.0,0.467,2026,N33,31.13
F1089,C,192448.0,36,0.98,0.33,2025,N30,32.94
F1090,A,56088.0,36,0.841,0.393,2026,N30,29.59
F1091,D,61186.0,36,0.993,0.487,2025,N08,28.29
F1092,A,472887.0,12,0.911,0.527,2026,N01,32.55
F1093,B,208590.0,24,0.954,0.249,2025,N31,31.55
F1094,D,279258.0,24,0.906,0.646,2024,N19,31.54
F1095,B,228714.0,24,0.904,0.467,2026,N01,31.27
F1096,B,393294.0,24,0.907,0.743,2026,N07,32.97
F1097,D,305183.0,24,0.947,0.478,2025,N22,30.43
F1098,B,43991.0,36,1.0,0.523,2026,N20,30.58
F1099,E,90130.0,36,0.921,0.019,2026,N40,28.83
F1100,A,805336.0,12,0.919,0.264,2026,N31,32.54
F1101,B,140343.0,36,0.885,0.313,2024,N03,30.46
F1102,B,892098.0,24,0.925,0.547,2026,N40,33.35
F1103,E,79369.0,36,0.945,0.452,2026,N14,30.59
F1104,E,21993.0,36,0.909,0.681,2025,N02,28.72
F1105,E,127118.0,36,0.972,0.218,2025,N18,28.12
F1106,C,62909.0,24,0.91,0.389,2026,N02,29.31
F1107,D,50399.0,12,0.934,0.703,2025,N13,30.09
F1108,A,47095.0,36,1.0,0.625,2026,N29,30.98
F1109,E,10289.0,12,1.0,0.833,2024,N20,26.46
F1110,A,216132.0,12,1.0,0.287,2026,N09,31.61
F1111,A,95070.0,24,0.909,0.276,2025,N19,30.1
F1112,E,37944.0,24,0.92,0.761,2024,N38,29.77
F1113,B,16543.0,12,0.887,0.898,2025,N31,29.56
F1114,D,246748.0,36,0.896,0.216,2026,N18,31.49
F1115,B,115987.0,12,0.928,0.389,2024,N29,29.23
F1116,A,251147.0,36,0.994,0.23,2026,N26,30.7
F1117,D,176062.0,12,1.0,0.341,2025,N32,29.58
F1118,D,274395.0,24,0.908,0.373,2026,N40,32.06
F1119,B,107889.0,12,0.926,0.473,2025,N19,28.55
F1120,D,19874.0,36,0.988,0.458,2024,N20,29.29
F1121,C,135970.0,24,0.999,0.281,2024,N29,29.93
F1122,E,322098.0,12,0.956,0.281,2025,N39,31.35
F1123,C,20843.0,12,0.907,0.204,2026,N05,25.16
F1124,D,65540.0,12,0.955,0.39,2024,N14,30.4
F1125,C,613293.0,12,1.0,0.393,2024,N12,33.5
F1126,A,25647.0,12,1.0,0.138,2026,N17,27.73
F1127,A,542498.0,24,0.94,0.429,2025,N38,32.09
F1128,E,36411.0,12,0.882,0.597,2026,N09,28.29
F1129,A,15726.0,36,0.919,0.179,2026,N15,26.12
F1130,D,58513.0,36,0.86,0.873,2026,N32,29.44
F1131,D,51694.0,24,0.945,0.265,2024,N06,30.54
F1132,E,321423.0,36,0.925,0.705,2024,N28,33.51
F1133,B,8787.0,36,0.922,0.418,2025,N09,26.5
F1134,C,33791.0,36,0.968,0.5,2026,N24,27.36
F1135,D,33813.0,36,0.922,0.804,2026,N09,29.77
F1136,E,28333.0,12,0.993,0.335,2024,N20,29.91
F1137,C,111071.0,12,0.934,0.321,2025,N14,30.18
F1138,E,50961.0,12,0.95,0.219,2024,N06,27.89
F1139,A,95890.0,12,0.994,0.35,2025,N20,28.4
F1140,B,70704.0,36,0.877,0.641,2024,N10,32.22
F1141,D,341948.0,12,1.0,0.337,2024,N13,32.75
F1142,A,44122.0,24,0.933,0.36,2025,N11,28.54
F1143,E,98054.0,12,0.894,0.294,2026,N29,31.59
F1144,D,258751.0,12,0.961,0.709,2025,N40,30.65
F1145,A,174688.0,12,1.0,0.286,2026,N29,30.06
F1146,B,97027.0,36,0.92,0.426,2025,N07,28.37
F1147,A,254225.0,36,0.978,0.179,2024,N19,31.51
F1148,B,160624.0,12,1.0,0.384,2026,N15,30.92
F1149,A,166561.0,24,1.0,0.572,2025,N17,32.51
F1150,B,108677.0,12,0.961,0.285,2024,N07,28.68
F1151,D,320694.0,24,0.886,0.09,2025,N05,28.74
F1152,B,358730.0,36,0.922,0.392,2024,N23,33.61
F1153,D,51280.0,36,1.0,0.503,2026,N40,29.55
F1154,B,200782.0,12,0.879,0.379,2026,N06,29.61
F1155,C,174763.0,24,1.0,0.321,2024,N01,31.43
F1156,D,237081.0,36,0.955,0.266,2025,N10,32.56
F1157,C,45738.0,24,0.965,0.474,2025,N19,28.55
F1158,D,26290.0,24,0.951,0.584,2025,N18,29.88
F1159,E,85017.0,36,0.899,0.611,2026,N29,32.16
F1160,A,394197.0,24,1.0,0.534,2026,N39,32.86
F1161,B,33173.0,24,0.875,0.729,2024,N23,28.69
F1162,D,349098.0,12,0.933,0.347,2025,N19,30.14
F1163,B,113659.0,36,0.871,0.084,2026,N02,30.21
F1164,D,136595.0,24,0.958,0.768,2024,N30,32.61
F1165,D,138942.0,12,0.965,0.058,2024,N33,31.15
F1166,C,73888.0,12,0.811,0.373,2026,N24,28.32
F1167,A,84182.0,12,0.961,0.589,2025,N39,29.27
F1168,A,234159.0,12,0.932,0.389,2026,N24,29.73
F1169,D,677875.0,36,0.98,0.189,2024,N22,32.15
F1170,D,138798.0,36,0.94,0.661,2024,N21,30.62
F1171,B,186547.0,36,0.889,0.31,2024,N07,31.45
F1172,D,41702.0,36,0.94,0.32,2026,N16,27.24
F1173,A,96243.0,36,0.906,0.264,2024,N21,31.21
F1174,A,390755.0,36,0.978,0.802,2025,N15,34.55
F1175,C,412049.0,12,1.0,0.296,2024,N27,31.37
F1176,B,80922.0,12,1.0,0.3,2024,N27,29.51
F1177,A,105134.0,12,0.932,0.375,2026,N22,26.44
F1178,D,67104.0,24,0.893,0.083,2026,N24,28.13
F1179,C,40676.0,12,0.936,0.184,2025,N22,27.96
F1180,D,201867.0,24,1.0,0.793,2026,N13,31.48
F1181,C,67397.0,24,0.957,0.241,2026,N32,29.99
F1182,A,652922.0,12,0.999,0.483,2026,N17,32.04
F1183,E,8376.0,12,0.935,0.396,2025,N29,26.11
F1184,B,12911.0,24,0.941,0.635,2024,N06,27.27
F1185,A,23308.0,12,0.957,0.448,2025,N21,27.53
F1186,A,108223.0,24,0.984,0.348,2025,N06,31.93
F1187,D,82788.0,36,1.0,0.74,2026,N13,30.25
F1188,E,39557.0,24,1.0,0.35,2024,N03,28.73
F1189,B,2329.0,12,0.931,0.766,2024,N40,24.49
F1190,D,123123.0,24,0.96,0.244,2026,N29,29.8
F1191,D,14521.0,12,0.913,0.172,2024,N07,27.97
F1192,B,517737.0,36,0.988,0.402,2025,N26,31.71
F1193,B,116656.0,24,0.972,0.485,2026,N04,30.94
F1194,C,41377.0,12,0.929,0.632,2024,N40,29.95
F1195,A,72430.0,12,0.949,0.613,2024,N10,29.29
F1196,D,659977.0,12,0.923,0.65,2024,N15,34.36
F1197,E,65476.0,36,0.921,0.377,2024,N14,28.37
F1198,C,25554.0,36,1.0,0.598,2025,N32,28.91
F1199,A,4678.0,36,0.939,0.102,2024,N11,24.89
F1200,A,80048.0,36,0.905,0.277,2024,N36,28.65
F1201,A,39419.0,24,0.885,0.189,2025,N18,29.35
F1202,D,379799.0,36,0.9,0.281,2024,N26,32.72
F1203,B,116745.0,36,0.893,0.132,2024,N05,29.46
F1204,D,351097.0,24,0.982,0.26,2025,N13,29.68
F1205,A,58994.0,36,0.904,0.045,2025,N07,29.2
F1206,A,35823.0,36,0.951,0.486,2025,N30,28.32
F1207,A,302749.0,12,0.945,0.056,2024,N25,30.08
F1208,E,80908.0,36,0.967,0.182,2025,N35,30.09
F1209,A,41217.0,12,0.885,0.782,2026,N20,28.3
F1210,C,87463.0,24,0.908,0.328,2026,N15,27.82
F1211,A,326158.0,12,0.981,0.753,2025,N10,33.53
F1212,C,46161.0,12,0.973,0.613,2026,N18,30.05
F1213,C,998914.0,12,0.904,0.277,2025,N16,32.98
F1214,D,180721.0,36,1.0,0.434,2024,N32,29.1
F1215,C,23859.0,24,0.954,0.329,2026,N01,26.79
F1216,E,27058.0,24,0.935,0.334,2024,N16,23.74
F1217,E,92022.0,12,0.951,0.32,2024,N03,29.17
F1218,C,65738.0,36,0.89,0.188,2024,N16,28.95
F1219,C,63195.0,12,0.953,0.164,2026,N31,28.07
F1220,B,83696.0,12,0.947,0.497,2024,N24,28.22
F1221,D,135184.0,36,1.0,0.463,2024,N23,30.65
F1222,C,73410.0,24,0.922,0.306,2024,N05,27.2
F1223,E,52413.0,36,0.942,0.419,2026,N26,28.38
F1224,E,10479.0,36,0.856,0.551,2025,N28,26.61
F1225,A,692364.0,24,0.867,0.458,2024,N25,31.82
F1226,D,114628.0,24,0.93,0.684,2026,N12,33.74
F1227,B,193186.0,36,1.0,0.389,2026,N10,31.66
F1228,C,122668.0,36,0.913,0.386,2025,N16,31.93
F1229,B,450386.0,36,0.971,0.142,2024,N22,30.86
F1230,C,102536.0,36,0.941,0.211,2024,N29,27.68
F1231,C,434740.0,36,0.965,0.408,2024,N24,30.47
F1232,C,50803.0,12,0.995,0.395,2026,N20,27.83
F1233,B,75161.0,24,0.929,0.083,2025,N18,26.71
F1234,E,187630.0,12,0.954,0.226,2024,N36,30.36
F1235,B,200065.0,12,0.932,0.62,2024,N10,29.86
F1236,E,410195.0,24,0.843,0.533,2024,N27,34.33
F1237,A,50214.0,36,0.963,0.336,2024,N15,28.97
F1238,B,172711.0,36,0.945,0.575,2026,N17,31.47
F1239,A,53364.0,12,0.94,0.694,2025,N12,29.11
F1240,A,18388.0,12,0.984,0.226,2024,N32,27.78
F1241,E,318695.0,24,0.92,0.547,2025,N10,30.67
F1242,A,91128.0,24,1.0,0.228,2025,N04,30.4
F1243,B,30810.0,36,0.937,0.739,2025,N33,29.24
F1244,B,40314.0,12,0.897,0.432,2024,N30,28.49
F1245,C,183839.0,24,0.959,0.469,2024,N35,31.03
F1246,C,98545.0,36,1.0,0.319,2024,N21,29.56
F1247,D,86125.0,12,0.911,0.248,2025,N10,28.28
F1248,D,215126.0,24,0.949,0.354,2024,N38,32.04
F1249,E,94361.0,12,0.859,0.306,2026,N18,29.08
F1250,D,11628.0,24,1.0,0.189,2025,N05,24.84
F1251,B,262897.0,24,0.887,0.323,2025,N08,32.66
F1252,C,55199.0,24,0.886,0.44,2024,N07,30.11
F1253,B,63038.0,24,0.932,0.3,2026,N26,30.15
F1254,E,5640.0,24,0.9,0.407,2025,N19,24.03
F1255,B,2053.0,36,0.932,0.391,2026,N29,23.13
F1256,A,102030.0,12,0.882,0.203,2024,N08,29.05
F1257,B,55624.0,12,0.913,0.549,2026,N12,29.68
F1258,C,96328.0,12,0.949,0.438,2025,N36,31.78
F1259,E,134686.0,24,0.991,0.574,2024,N16,30.48
F1260,E,278939.0,24,0.895,0.256,2024,N39,30.89
F1261,D,468675.0,12,0.865,0.286,2026,N36,33.29
F1262,D,411224.0,24,0.915,0.356,2024,N28,30.4
F1263,E,30103.0,36,0.946,0.574,2026,N28,28.05
F1264,C,38451.0,36,0.927,0.359,2026,N26,29.9
F1265,E,112463.0,24,0.954,0.732,2026,N18,31.39
F1266,D,523614.0,24,0.912,0.251,2025,N32,31.69
F1267,A,372850.0,12,0.95,0.749,2025,N17,30.68
F1268,A,53339.0,12,0.996,0.102,2024,N09,28.13
F1269,A,24004.0,12,0.889,0.46,2024,N29,29.66
F1270,D,139137.0,36,0.93,0.117,2026,N17,30.93
F1271,C,79206.0,24,0.94,0.201,2025,N17,28.87
F1272,C,220988.0,12,0.918,0.672,2024,N09,32.23
F1273,C,255681.0,24,0.909,0.34,2026,N01,32.09
F1274,E,146645.0,24,0.816,0.022,2024,N13,28.82
F1275,A,34999.0,12,0.905,0.063,2025,N27,27.74
F1276,A,23740.0,36,0.94,0.911,2025,N27,30.08
F1277,E,72041.0,24,0.945,0.626,2025,N15,29.63
F1278,B,176723.0,36,1.0,0.778,2024,N06,33.49
F1279,C,92816.0,12,0.87,0.488,2025,N40,29.13
F1280,E,231019.0,36,0.85,0.24,2026,N03,32.82
F1281,B,62159.0,12,0.939,0.118,2025,N06,27.53
F1282,B,367662.0,12,0.915,0.179,2026,N10,33.33
F1283,A,152011.0,36,0.963,0.341,2024,N35,30.88
F1284,D,69353.0,12,0.9,0.403,2025,N04,29.11
F1285,E,42781.0,36,0.885,0.228,2026,N08,29.77
F1286,E,86050.0,36,0.931,0.619,2024,N02,29.54
F1287,D,112068.0,36,0.913,0.251,2025,N01,31.3
F1288,C,657177.0,12,0.985,0.376,2026,N12,33.23
F1289,C,113751.0,12,0.907,0.72,2026,N40,30.85
F1290,C,224658.0,12,0.92,0.309,2024,N19,29.94
F1291,D,8946.0,36,0.928,0.096,2026,N01,27.22
F1292,C,327622.0,12,0.887,0.233,2024,N01,32.41
F1293,D,93426.0,36,0.847,0.453,2024,N10,28.0
F1294,B,34461.0,24,0.934,0.513,2026,N04,30.32
F1295,E,6976.0,12,0.938,0.675,2025,N38,27.79
F1296,C,37442.0,12,0.897,0.697,2025,N09,28.45
F1297,C,697190.0,36,0.934,0.251,2024,N40,32.93
F1298,D,272395.0,36,0.882,0.447,2026,N32,32.08
F1299,E,261818.0,36,0.936,0.752,2026,N31,34.37
F1300,C,57803.0,24,0.904,0.665,2025,N13,30.78
F1301,E,211071.0,24,0.876,0.613,2024,N14,28.91
F1302,B,211043.0,36,0.967,0.472,2024,N17,31.63
F1303,C,151407.0,24,1.0,0.422,2026,N13,32.4
F1304,B,33833.0,36,0.941,0.732,2026,N34,30.96
F1305,A,49437.0,12,0.966,0.39,2024,N33,29.58
F1306,A,70300.0,36,1.0,0.644,2024,N30,31.33
F1307,C,3661306.0,36,0.962,0.46,2024,N28,37.8
F1308,A,9715.0,36,1.0,0.264,2024,N04,26.07
F1309,D,711588.0,12,0.932,0.529,2024,N27,32.35
F1310,E,527621.0,36,0.9,0.224,2024,N40,34.38
F1311,C,131110.0,36,1.0,0.729,2024,N30,31.21
F1312,B,265774.0,36,0.86,0.386,2024,N19,30.7
F1313,D,155652.0,12,0.87,0.162,2026,N32,28.4
F1314,D,195404.0,36,0.968,0.574,2025,N22,31.08
F1315,D,50174.0,12,0.95,0.13,2025,N21,26.29
F1316,D,9710.0,24,0.88,0.516,2026,N09,27.12
F1317,B,2464222.0,12,0.988,0.416,2026,N06,34.5
F1318,B,806513.0,36,0.942,0.284,2025,N27,31.27
F1319,B,19084.0,36,0.913,0.798,2025,N35,28.6
F1320,B,387952.0,12,0.943,0.286,2026,N18,31.79
F1321,E,62137.0,36,0.936,0.798,2024,N09,29.64
F1322,D,174373.0,12,0.905,0.193,2024,N30,29.74
F1323,C,29328.0,12,0.945,0.334,2025,N32,27.86
F1324,C,28216.0,36,0.9,0.249,2025,N10,28.14
F1325,C,925282.0,24,0.955,0.367,2025,N20,34.32
F1326,D,57888.0,12,1.0,0.47,2026,N11,32.03
F1327,D,90155.0,12,0.98,0.49,2026,N21,31.81
F1328,C,230890.0,12,0.958,0.437,2025,N20,32.56
F1329,B,583291.0,12,0.94,0.352,2026,N32,31.33
F1330,C,56271.0,12,1.0,0.301,2024,N13,27.43
F1331,C,208930.0,12,0.918,0.07,2024,N06,30.03
F1332,D,248805.0,12,0.877,0.346,2026,N38,33.03
F1333,A,49375.0,36,0.964,0.499,2026,N07,30.03
F1334,C,50307.0,36,0.931,0.704,2024,N34,28.73
F1335,D,208175.0,24,0.955,0.105,2026,N18,28.63
F1336,A,87032.0,12,0.907,0.668,2024,N25,29.78
F1337,D,654181.0,24,0.839,0.662,2025,N06,33.92
F1338,C,11785.0,24,0.942,0.245,2024,N17,25.71
F1339,D,186551.0,36,0.997,0.089,2024,N04,31.42
F1340,E,83639.0,12,0.87,0.432,2026,N07,31.19
F1341,E,19083.0,24,0.956,0.123,2026,N35,27.95
F1342,D,87824.0,24,0.98,0.356,2024,N35,31.07
F1343,C,18327.0,36,0.949,0.281,2024,N30,28.15
F1344,B,67147.0,36,1.0,0.264,2025,N23,29.06
F1345,C,366929.0,24,0.945,0.439,2026,N04,31.23
