verbatim_id,client_id,canal,date,texte,service_destinataire
V004256,18743,enquete,2026-03-11 00:00:00,les prix ont augmente,prix
V004257,66272,chat,2026-05-03 00:00:00,le remboursement n arrive pas,retour
V004258,2058,enquete,2025-12-13 00:00:00,article conforme et solide,produit
V004259,1725,chat,2025-04-26 00:00:00,les prix ont augmente,prix
V004260,45771,enquete,2025-07-12 00:00:00,conseiller tres aimable et efficace,contact
V004261,41836,enquete,2026-05-23 00:00:00,article conforme et solide,produit
V004262,5031,chat,2025-12-27 00:00:00,la qualite n est pas au rendez vous,produit
V004263,21893,reclamation,2025-05-31 00:00:00,le remboursement n arrive pas,retour
V004264,43100,reclamation,2025-06-28 00:00:00,le produit ne correspond pas a la photo,produit
V004265,24723,chat,2026-07-14 00:00:00,procedure de retour incomprehensible,retour
V004266,59685,enquete,2025-06-01 00:00:00,le remboursement n arrive pas,retour
V004267,18382,enquete,2026-04-20 00:00:00,personne ne repond au telephone,contact
V004268,64452,chat,2025-12-01 00:00:00,livraison pas rapide du tout,livraison
V004269,4464,reclamation,2025-08-18 00:00:00,delai de livraison beaucoup trop long,livraison
V004270,36025,enquete,2025-10-08 00:00:00,le produit ne correspond pas a la photo,produit
V004271,13251,reclamation,2025-10-10 00:00:00,impossible de retourner l article,retour
V004272,8140,enquete,2025-05-20 00:00:00,conseiller tres aimable et efficace,contact
V004273,63808,chat,2025-06-25 00:00:00,delai de livraison beaucoup trop long,livraison
V004274,2793,chat,2026-08-04 00:00:00,impossible de retourner l article,retour
V004275,23027,enquete,2025-09-25 00:00:00,impossible de joindre le service client,contact
V004276,3154,enquete,2025-06-20 00:00:00,bon rapport qualite prix,prix
V004277,370,reclamation,2025-12-19 00:00:00,le produit ne correspond pas a la photo,produit
V004278,52090,reclamation,2025-08-08 00:00:00,impossible de retourner l article,retour
V004279,13320,chat,2025-06-15 00:00:00,le remboursement n arrive pas,retour
V004280,756,enquete,2025-07-28 00:00:00,le produit ne correspond pas a la photo,produit
V004281,69876,reclamation,2025-11-11 00:00:00,les prix ont augmente,prix
V004282,14223,avis,2025-06-11 00:00:00,promotion interessante ce mois ci,prix
V004283,44767,enquete,2025-05-05 00:00:00,delai de livraison beaucoup trop long,livraison
V004284,14207,reclamation,2025-07-21 00:00:00,la qualite n est pas au rendez vous,produit
V004285,35530,enquete,2026-06-30 00:00:00,personne ne repond au telephone,contact
V004286,10022,chat,2026-02-25 00:00:00,le colis est arrive en retard,livraison
V004287,8546,reclamation,2025-11-05 00:00:00,le colis est arrive en retard,livraison
V004288,50784,avis,2026-01-07 00:00:00,impossible de retourner l article,retour
V004289,9931,reclamation,2025-04-28 00:00:00,livraison pas rapide du tout,livraison
V004290,17225,chat,2026-06-23 00:00:00,delai de livraison beaucoup trop long,livraison
V004291,34847,enquete,2026-01-25 00:00:00,les prix ont augmente,prix
V004292,28258,chat,2026-07-25 00:00:00,bon rapport qualite prix,prix
V004293,16499,enquete,2025-11-28 00:00:00,le remboursement n arrive pas,retour
V004294,15767,reclamation,2026-05-09 00:00:00,delai de livraison beaucoup trop long,livraison
V004295,72987,avis,2026-02-03 00:00:00,bon rapport qualite prix,prix
V004296,37155,avis,2026-07-27 00:00:00,la qualite n est pas au rendez vous,produit
V004297,50103,enquete,2025-12-21 00:00:00,promotion interessante ce mois ci,prix
V004298,62716,chat,2025-07-15 00:00:00,le colis est arrive en retard,livraison
V004299,55600,enquete,2025-11-13 00:00:00,impossible de retourner l article,retour
V004300,76048,reclamation,2025-12-25 00:00:00,procedure de retour incomprehensible,retour
V004301,65970,chat,2025-07-26 00:00:00,article conforme et solide,produit
V004302,73586,chat,2026-06-12 00:00:00,le produit ne correspond pas a la photo,produit
V004303,77705,avis,2026-02-01 00:00:00,procedure de retour incomprehensible,retour
V004304,77803,enquete,2026-02-04 00:00:00,conseiller tres aimable et efficace,contact
V004305,3491,enquete,2026-07-13 00:00:00,impossible de retourner l article,retour
V004306,6673,chat,2026-05-17 00:00:00,article conforme et solide,produit
V004307,77858,enquete,2025-06-27 00:00:00,bon rapport qualite prix,prix
V004308,58822,chat,2025-07-09 00:00:00,promotion interessante ce mois ci,prix
V004309,63010,chat,2025-09-11 00:00:00,le produit ne correspond pas a la photo,produit
V004310,30849,chat,2025-08-19 00:00:00,procedure de retour incomprehensible,retour
V004311,30327,chat,2026-08-13 00:00:00,les prix ont augmente,prix
V004312,65857,reclamation,2025-09-04 00:00:00,procedure de retour incomprehensible,retour
V004313,40785,chat,2025-10-18 00:00:00,article conforme et solide,produit
V004314,9539,avis,2025-05-30 00:00:00,promotion interessante ce mois ci,prix
V004315,52819,enquete,2025-06-30 00:00:00,la qualite n est pas au rendez vous,produit
V004316,56042,enquete,2026-07-07 00:00:00,personne ne repond au telephone,contact
V004317,74894,enquete,2026-02-24 00:00:00,article conforme et solide,produit
V004318,73579,chat,2025-07-11 00:00:00,impossible de retourner l article,retour
V004319,19843,avis,2025-05-31 00:00:00,personne ne repond au telephone,contact
V004320,71175,enquete,2026-06-05 00:00:00,la qualite n est pas au rendez vous,produit
V004321,74296,chat,2025-07-16 00:00:00,le colis est arrive en retard,livraison
V004322,51341,chat,2025-08-12 00:00:00,le produit ne correspond pas a la photo,produit
V004323,72477,avis,2025-12-26 00:00:00,impossible de retourner l article,retour
V004324,33479,enquete,2026-01-25 00:00:00,livraison pas rapide du tout,livraison
V004325,49799,enquete,2025-09-09 00:00:00,le colis est arrive en retard,livraison
V004326,3103,reclamation,2026-08-18 00:00:00,promotion interessante ce mois ci,prix
V004327,49646,enquete,2025-06-28 00:00:00,delai de livraison beaucoup trop long,livraison
V004328,44298,reclamation,2026-03-05 00:00:00,le colis est arrive en retard,livraison
V004329,10518,avis,2025-07-05 00:00:00,les prix ont augmente,prix
V004330,26370,reclamation,2025-07-15 00:00:00,le remboursement n arrive pas,retour
V004331,1528,chat,2026-05-17 00:00:00,article conforme et solide,produit
V004332,67388,chat,2026-08-09 00:00:00,le remboursement n arrive pas,retour
V004333,61680,enquete,2026-05-03 00:00:00,conseiller tres aimable et efficace,contact
V004334,74481,enquete,2025-12-04 00:00:00,delai de livraison beaucoup trop long,livraison
V004335,22241,reclamation,2026-08-08 00:00:00,impossible de joindre le service client,contact
V004336,2349,chat,2026-06-14 00:00:00,conseiller tres aimable et efficace,contact
V004337,27285,reclamation,2025-10-31 00:00:00,article conforme et solide,produit
V004338,77844,avis,2026-08-07 00:00:00,impossible de retourner l article,retour
V004339,40958,avis,2025-11-03 00:00:00,conseiller tres aimable et efficace,contact
V004340,76082,enquete,2025-10-10 00:00:00,impossible de joindre le service client,contact
V004341,59952,avis,2026-06-04 00:00:00,la qualite n est pas au rendez vous,produit
V004342,7488,enquete,2026-04-28 00:00:00,impossible de retourner l article,retour
V004343,24883,chat,2025-08-21 00:00:00,les prix ont augmente,prix
V004344,79160,enquete,2025-07-13 00:00:00,promotion interessante ce mois ci,prix
V004345,20037,chat,2025-12-12 00:00:00,impossible de joindre le service client,contact
V004346,29145,chat,2026-07-02 00:00:00,livraison pas rapide du tout,livraison
V004347,16878,chat,2025-06-23 00:00:00,impossible de joindre le service client,contact
V004348,41826,enquete,2025-04-14 00:00:00,impossible de retourner l article,retour
V004349,41198,enquete,2025-09-16 00:00:00,procedure de retour incomprehensible,retour
V004350,77220,reclamation,2025-09-15 00:00:00,promotion interessante ce mois ci,prix
V004351,4436,reclamation,2026-02-11 00:00:00,livraison pas rapide du tout,livraison
V004352,10794,reclamation,2025-04-10 00:00:00,impossible de retourner l article,retour
V004353,12241,avis,2025-06-01 00:00:00,le remboursement n arrive pas,retour
V004354,50109,chat,2026-08-11 00:00:00,bon rapport qualite prix,prix
V004355,47713,reclamation,2026-07-06 00:00:00,bon rapport qualite prix,prix
V004356,22519,chat,2025-07-17 00:00:00,procedure de retour incomprehensible,retour
V004357,30578,avis,2026-05-22 00:00:00,impossible de joindre le service client,contact
V004358,70926,reclamation,2025-05-01 00:00:00,les prix ont augmente,prix
V004359,74745,enquete,2025-11-13 00:00:00,promotion interessante ce mois ci,prix
V004360,24687,reclamation,2026-03-23 00:00:00,article conforme et solide,produit
V004361,3489,enquete,2026-03-25 00:00:00,les prix ont augmente,prix
V004362,60796,reclamation,2025-07-27 00:00:00,la qualite n est pas au rendez vous,produit
V004363,79583,reclamation,2026-03-17 00:00:00,procedure de retour incomprehensible,retour
V004364,37109,avis,2026-02-02 00:00:00,promotion interessante ce mois ci,prix
V004365,70901,chat,2026-08-15 00:00:00,bon rapport qualite prix,prix
V004366,35275,enquete,2026-08-02 00:00:00,personne ne repond au telephone,contact
V004367,48701,avis,2025-05-30 00:00:00,promotion interessante ce mois ci,prix
V004368,20621,reclamation,2026-07-13 00:00:00,le remboursement n arrive pas,retour
V004369,38562,enquete,2026-03-09 00:00:00,le produit ne correspond pas a la photo,produit
V004370,33576,avis,2026-07-15 00:00:00,procedure de retour incomprehensible,retour
V004371,25345,enquete,2025-06-14 00:00:00,conseiller tres aimable et efficace,contact
V004372,76726,chat,2026-01-31 00:00:00,impossible de joindre le service client,contact
V004373,59134,avis,2026-02-23 00:00:00,conseiller tres aimable et efficace,contact
V004374,41796,reclamation,2025-06-01 00:00:00,la qualite n est pas au rendez vous,produit
V004375,78804,avis,2025-10-08 00:00:00,les prix ont augmente,prix
V004376,76078,chat,2025-11-02 00:00:00,les prix ont augmente,prix
V004377,47756,enquete,2025-04-11 00:00:00,personne ne repond au telephone,contact
V004378,23700,enquete,2026-04-19 00:00:00,procedure de retour incomprehensible,retour
V004379,11715,reclamation,2026-06-18 00:00:00,delai de livraison beaucoup trop long,livraison
V004380,14053,avis,2025-04-11 00:00:00,le produit ne correspond pas a la photo,produit
V004381,67225,reclamation,2025-11-19 00:00:00,personne ne repond au telephone,contact
V004382,2598,chat,2026-07-21 00:00:00,les prix ont augmente,prix
V004383,38158,enquete,2025-05-11 00:00:00,le remboursement n arrive pas,retour
V004384,46384,reclamation,2025-08-28 00:00:00,procedure de retour incomprehensible,retour
V004385,19832,reclamation,2026-02-10 00:00:00,promotion interessante ce mois ci,prix
V004386,76160,chat,2026-05-21 00:00:00,promotion interessante ce mois ci,prix
V004387,65882,avis,2025-04-25 00:00:00,impossible de retourner l article,retour
V004388,27377,chat,2025-04-30 00:00:00,bon rapport qualite prix,prix
V004389,72601,chat,2026-02-01 00:00:00,les prix ont augmente,prix
V004390,47927,enquete,2026-05-24 00:00:00,personne ne repond au telephone,contact
V004391,21070,enquete,2026-06-19 00:00:00,les prix ont augmente,prix
V004392,36055,reclamation,2025-06-28 00:00:00,le produit ne correspond pas a la photo,produit
V004393,47677,reclamation,2025-05-31 00:00:00,article conforme et solide,produit
V004394,60406,reclamation,2026-05-17 00:00:00,procedure de retour incomprehensible,retour
V004395,33907,enquete,2026-02-06 00:00:00,personne ne repond au telephone,contact
V004396,30091,chat,2025-10-22 00:00:00,impossible de retourner l article,retour
V004397,51350,reclamation,2025-09-20 00:00:00,conseiller tres aimable et efficace,contact
V004398,29617,reclamation,2026-07-13 00:00:00,conseiller tres aimable et efficace,contact
V004399,31547,reclamation,2025-07-29 00:00:00,livraison pas rapide du tout,livraison
V004400,28230,avis,2025-04-22 00:00:00,promotion interessante ce mois ci,prix
V004401,10031,avis,2025-09-07 00:00:00,article conforme et solide,produit
V004402,73719,chat,2025-07-25 00:00:00,le produit ne correspond pas a la photo,produit
V004403,1069,enquete,2025-04-22 00:00:00,le remboursement n arrive pas,retour
V004404,39345,avis,2026-04-01 00:00:00,livraison pas rapide du tout,livraison
V004405,72837,enquete,2026-04-25 00:00:00,conseiller tres aimable et efficace,contact
V004406,37573,reclamation,2026-05-31 00:00:00,la qualite n est pas au rendez vous,produit
V004407,35004,reclamation,2025-10-16 00:00:00,promotion interessante ce mois ci,prix
V004408,76636,avis,2025-07-03 00:00:00,procedure de retour incomprehensible,retour
V004409,74674,chat,2026-02-26 00:00:00,impossible de joindre le service client,contact
V004410,45434,reclamation,2025-05-29 00:00:00,livraison pas rapide du tout,livraison
V004411,41780,enquete,2025-07-16 00:00:00,livraison pas rapide du tout,livraison
V004412,25504,chat,2025-04-11 00:00:00,le produit ne correspond pas a la photo,produit
V004413,6693,avis,2026-04-22 00:00:00,delai de livraison beaucoup trop long,livraison
V004414,37618,enquete,2025-11-20 00:00:00,promotion interessante ce mois ci,prix
V004415,2077,chat,2026-04-02 00:00:00,les prix ont augmente,prix
V004416,39524,chat,2026-05-16 00:00:00,conseiller tres aimable et efficace,contact
V004417,48707,avis,2026-07-31 00:00:00,procedure de retour incomprehensible,retour
V004418,54121,chat,2026-04-29 00:00:00,conseiller tres aimable et efficace,contact
V004419,79601,reclamation,2026-07-27 00:00:00,impossible de joindre le service client,contact
V004420,73677,enquete,2025-10-27 00:00:00,conseiller tres aimable et efficace,contact
V004421,1743,enquete,2025-05-07 00:00:00,personne ne repond au telephone,contact
V004422,36543,reclamation,2025-04-29 00:00:00,les prix ont augmente,prix
V004423,35322,enquete,2026-07-23 00:00:00,la qualite n est pas au rendez vous,produit
V004424,60864,avis,2026-08-08 00:00:00,delai de livraison beaucoup trop long,livraison
V004425,77464,enquete,2026-02-01 00:00:00,impossible de joindre le service client,contact
V004426,75284,avis,2025-07-30 00:00:00,bon rapport qualite prix,prix
V004427,5626,enquete,2025-04-21 00:00:00,le remboursement n arrive pas,retour
V004428,40460,avis,2026-07-17 00:00:00,le produit ne correspond pas a la photo,produit
V004429,39501,enquete,2026-03-10 00:00:00,la qualite n est pas au rendez vous,produit
V004430,13736,chat,2026-01-22 00:00:00,impossible de retourner l article,retour
V004431,73488,avis,2025-07-04 00:00:00,conseiller tres aimable et efficace,contact
V004432,72158,chat,2026-02-11 00:00:00,personne ne repond au telephone,contact
V004433,56373,chat,2025-08-12 00:00:00,personne ne repond au telephone,contact
V004434,38570,chat,2026-02-17 00:00:00,bon rapport qualite prix,prix
V004435,74105,enquete,2025-10-01 00:00:00,impossible de joindre le service client,contact
V004436,21055,avis,2026-05-02 00:00:00,bon rapport qualite prix,prix
V004437,72400,enquete,2025-07-30 00:00:00,procedure de retour incomprehensible,retour
V004438,40989,reclamation,2025-12-19 00:00:00,procedure de retour incomprehensible,retour
V004439,47489,enquete,2025-11-28 00:00:00,le remboursement n arrive pas,retour
V004440,52083,avis,2025-07-25 00:00:00,personne ne repond au telephone,contact
V004441,13117,enquete,2026-05-10 00:00:00,impossible de retourner l article,retour
V004442,1970,reclamation,2025-05-29 00:00:00,le colis est arrive en retard,livraison
V004443,15856,reclamation,2026-04-23 00:00:00,livraison pas rapide du tout,livraison
V004444,72595,reclamation,2026-06-11 00:00:00,le remboursement n arrive pas,retour
V004445,460,avis,2026-06-24 00:00:00,conseiller tres aimable et efficace,contact
V004446,67777,enquete,2025-12-02 00:00:00,les prix ont augmente,prix
V004447,59494,enquete,2025-10-10 00:00:00,impossible de joindre le service client,contact
V004448,5175,avis,2026-06-11 00:00:00,le remboursement n arrive pas,retour
V004449,70928,reclamation,2025-11-04 00:00:00,procedure de retour incomprehensible,retour
V004450,79381,avis,2025-07-10 00:00:00,livraison pas rapide du tout,livraison
V004451,46799,chat,2025-09-04 00:00:00,bon rapport qualite prix,prix
V004452,34691,chat,2026-06-11 00:00:00,procedure de retour incomprehensible,retour
V004453,15425,reclamation,2026-04-20 00:00:00,promotion interessante ce mois ci,prix
V004454,9948,chat,2026-07-09 00:00:00,impossible de joindre le service client,contact
V004455,4596,avis,2025-12-30 00:00:00,procedure de retour incomprehensible,retour
V004456,63944,avis,2025-08-14 00:00:00,la qualite n est pas au rendez vous,produit
V004457,28369,chat,2025-11-18 00:00:00,les prix ont augmente,prix
V004458,48279,reclamation,2025-06-30 00:00:00,le remboursement n arrive pas,retour
V004459,13693,reclamation,2025-11-02 00:00:00,article conforme et solide,produit
V004460,49956,chat,2026-02-01 00:00:00,personne ne repond au telephone,contact
V004461,21947,reclamation,2026-04-03 00:00:00,impossible de joindre le service client,contact
V004462,36257,chat,2025-05-07 00:00:00,livraison pas rapide du tout,livraison
V004463,14403,reclamation,2025-11-17 00:00:00,promotion interessante ce mois ci,prix
V004464,6466,avis,2026-06-10 00:00:00,la qualite n est pas au rendez vous,produit
V004465,27544,reclamation,2025-07-18 00:00:00,delai de livraison beaucoup trop long,livraison
V004466,75460,reclamation,2025-07-22 00:00:00,le remboursement n arrive pas,retour
V004467,75623,enquete,2026-07-10 00:00:00,les prix ont augmente,prix
V004468,40370,enquete,2026-01-02 00:00:00,article conforme et solide,produit
V004469,43172,chat,2025-08-29 00:00:00,delai de livraison beaucoup trop long,livraison
V004470,43807,reclamation,2026-06-29 00:00:00,impossible de joindre le service client,contact
V004471,48253,enquete,2025-07-10 00:00:00,impossible de retourner l article,retour
V004472,1439,avis,2025-05-17 00:00:00,promotion interessante ce mois ci,prix
V004473,26669,avis,2026-08-01 00:00:00,impossible de joindre le service client,contact
V004474,45843,avis,2025-10-22 00:00:00,les prix ont augmente,prix
V004475,9301,enquete,2025-05-24 00:00:00,delai de livraison beaucoup trop long,livraison
V004476,22340,reclamation,2025-11-25 00:00:00,procedure de retour incomprehensible,retour
V004477,54660,reclamation,2025-08-01 00:00:00,la qualite n est pas au rendez vous,produit
V004478,41202,avis,2025-11-18 00:00:00,la qualite n est pas au rendez vous,produit
V004479,18145,reclamation,2025-07-01 00:00:00,livraison pas rapide du tout,livraison
V004480,56730,chat,2026-02-19 00:00:00,la qualite n est pas au rendez vous,produit
V004481,65248,reclamation,2025-05-13 00:00:00,impossible de retourner l article,retour
V004482,1243,enquete,2025-07-06 00:00:00,le produit ne correspond pas a la photo,produit
V004483,17418,chat,2025-10-29 00:00:00,le colis est arrive en retard,livraison
V004484,16473,enquete,2026-04-24 00:00:00,personne ne repond au telephone,contact
V004485,19949,avis,2025-10-23 00:00:00,le produit ne correspond pas a la photo,produit
V004486,30329,reclamation,2026-04-08 00:00:00,procedure de retour incomprehensible,retour
V004487,29717,chat,2025-09-23 00:00:00,delai de livraison beaucoup trop long,livraison
V004488,59586,reclamation,2025-09-16 00:00:00,promotion interessante ce mois ci,prix
V004489,51253,enquete,2026-07-16 00:00:00,le remboursement n arrive pas,retour
V004490,18951,chat,2025-08-30 00:00:00,delai de livraison beaucoup trop long,livraison
V004491,53647,reclamation,2025-10-27 00:00:00,impossible de retourner l article,retour
V004492,49468,reclamation,2025-05-08 00:00:00,impossible de retourner l article,retour
V004493,63360,reclamation,2025-12-15 00:00:00,impossible de joindre le service client,contact
V004494,34116,enquete,2026-02-01 00:00:00,delai de livraison beaucoup trop long,livraison
V004495,52696,enquete,2025-08-02 00:00:00,impossible de joindre le service client,contact
V004496,44341,enquete,2025-10-27 00:00:00,conseiller tres aimable et efficace,contact
V004497,78299,enquete,2025-11-28 00:00:00,impossible de joindre le service client,contact
V004498,52815,reclamation,2026-07-13 00:00:00,promotion interessante ce mois ci,prix
V004499,14389,chat,2025-08-08 00:00:00,le colis est arrive en retard,livraison
V004500,31865,enquete,2026-02-27 00:00:00,delai de livraison beaucoup trop long,livraison
V004501,61697,chat,2025-09-04 00:00:00,promotion interessante ce mois ci,prix
V004502,42277,chat,2025-09-13 00:00:00,impossible de retourner l article,retour
V004503,40740,reclamation,2026-07-05 00:00:00,le colis est arrive en retard,livraison
V004504,18686,chat,2025-06-12 00:00:00,la qualite n est pas au rendez vous,produit
V004505,1150,enquete,2025-12-01 00:00:00,procedure de retour incomprehensible,retour
V004506,73602,enquete,2026-06-30 00:00:00,les prix ont augmente,prix
V004507,41014,chat,2025-10-08 00:00:00,procedure de retour incomprehensible,retour
V004508,5329,enquete,2026-07-07 00:00:00,delai de livraison beaucoup trop long,livraison
V004509,48534,avis,2026-05-05 00:00:00,impossible de joindre le service client,contact
V004510,12814,avis,2025-12-24 00:00:00,conseiller tres aimable et efficace,contact
V004511,8135,chat,2026-06-09 00:00:00,le remboursement n arrive pas,retour
V004512,16707,chat,2026-08-07 00:00:00,impossible de retourner l article,retour
V004513,70190,enquete,2026-06-19 00:00:00,impossible de joindre le service client,contact
V004514,32800,chat,2025-12-10 00:00:00,impossible de joindre le service client,contact
V004515,744,enquete,2026-03-22 00:00:00,article conforme et solide,produit
V004516,79585,reclamation,2026-05-15 00:00:00,le remboursement n arrive pas,retour
V004517,31951,enquete,2025-10-23 00:00:00,le colis est arrive en retard,livraison
V004518,50608,chat,2025-06-04 00:00:00,impossible de joindre le service client,contact
V004519,55215,enquete,2025-06-05 00:00:00,article conforme et solide,produit
V004520,21131,chat,2025-11-17 00:00:00,procedure de retour incomprehensible,retour
V004521,11489,reclamation,2026-06-03 00:00:00,delai de livraison beaucoup trop long,livraison
V004522,26424,chat,2025-06-02 00:00:00,impossible de joindre le service client,contact
V004523,25125,enquete,2025-08-20 00:00:00,promotion interessante ce mois ci,prix
V004524,58825,reclamation,2026-08-11 00:00:00,impossible de retourner l article,retour
V004525,7213,reclamation,2026-07-10 00:00:00,le remboursement n arrive pas,retour
V004526,52885,chat,2026-01-15 00:00:00,promotion interessante ce mois ci,prix
V004527,54742,reclamation,2025-12-20 00:00:00,bon rapport qualite prix,prix
V004528,41300,chat,2026-07-26 00:00:00,la qualite n est pas au rendez vous,produit
V004529,44857,chat,2026-06-25 00:00:00,personne ne repond au telephone,contact
V004530,49155,reclamation,2026-04-10 00:00:00,article conforme et solide,produit
V004531,35211,avis,2025-10-15 00:00:00,procedure de retour incomprehensible,retour
V004532,34927,chat,2026-08-06 00:00:00,personne ne repond au telephone,contact
V004533,14554,reclamation,2025-12-08 00:00:00,livraison pas rapide du tout,livraison
V004534,42757,enquete,2026-03-20 00:00:00,promotion interessante ce mois ci,prix
V004535,3125,reclamation,2026-05-01 00:00:00,article conforme et solide,produit
V004536,29311,avis,2025-04-26 00:00:00,les prix ont augmente,prix
V004537,60389,chat,2025-11-25 00:00:00,impossible de joindre le service client,contact
V004538,3763,avis,2025-10-19 00:00:00,promotion interessante ce mois ci,prix
V004539,28527,enquete,2025-10-19 00:00:00,bon rapport qualite prix,prix
V004540,28988,chat,2026-01-13 00:00:00,le colis est arrive en retard,livraison
V004541,20932,reclamation,2026-03-11 00:00:00,impossible de joindre le service client,contact
V004542,63727,chat,2026-03-10 00:00:00,delai de livraison beaucoup trop long,livraison
V004543,38549,avis,2026-08-12 00:00:00,livraison pas rapide du tout,livraison
V004544,1406,reclamation,2025-09-15 00:00:00,le produit ne correspond pas a la photo,produit
V004545,48730,chat,2025-05-11 00:00:00,article conforme et solide,produit
V004546,23390,chat,2025-06-11 00:00:00,la qualite n est pas au rendez vous,produit
V004547,32122,enquete,2025-04-26 00:00:00,le colis est arrive en retard,livraison
V004548,56566,chat,2025-11-21 00:00:00,impossible de joindre le service client,contact
V004549,73937,reclamation,2026-03-03 00:00:00,delai de livraison beaucoup trop long,livraison
V004550,8573,enquete,2026-01-17 00:00:00,delai de livraison beaucoup trop long,livraison
V004551,36219,reclamation,2026-08-03 00:00:00,promotion interessante ce mois ci,prix
V004552,34194,reclamation,2026-02-18 00:00:00,bon rapport qualite prix,prix
V004553,70668,chat,2025-08-19 00:00:00,le produit ne correspond pas a la photo,produit
V004554,14399,avis,2025-11-16 00:00:00,les prix ont augmente,prix
V004555,25018,chat,2025-09-26 00:00:00,les prix ont augmente,prix
V004556,6824,avis,2026-05-25 00:00:00,delai de livraison beaucoup trop long,livraison
V004557,33369,chat,2025-07-21 00:00:00,le produit ne correspond pas a la photo,produit
V004558,50082,reclamation,2025-06-23 00:00:00,livraison pas rapide du tout,livraison
V004559,291,reclamation,2025-06-19 00:00:00,impossible de retourner l article,retour
V004560,64707,reclamation,2025-06-08 00:00:00,le produit ne correspond pas a la photo,produit
V004561,39902,reclamation,2025-09-26 00:00:00,le remboursement n arrive pas,retour
V004562,37959,reclamation,2026-05-27 00:00:00,les prix ont augmente,prix
V004563,68445,avis,2026-06-19 00:00:00,personne ne repond au telephone,contact
V004564,43873,reclamation,2026-08-17 00:00:00,delai de livraison beaucoup trop long,livraison
V004565,66491,chat,2026-02-27 00:00:00,personne ne repond au telephone,contact
V004566,3352,reclamation,2025-08-16 00:00:00,delai de livraison beaucoup trop long,livraison
V004567,38622,chat,2025-08-28 00:00:00,conseiller tres aimable et efficace,contact
V004568,39357,chat,2025-11-06 00:00:00,impossible de retourner l article,retour
V004569,40123,chat,2026-05-21 00:00:00,le remboursement n arrive pas,retour
V004570,11799,avis,2025-08-27 00:00:00,le remboursement n arrive pas,retour
V004571,36294,chat,2025-10-14 00:00:00,article conforme et solide,produit
V004572,22503,avis,2026-03-03 00:00:00,livraison pas rapide du tout,livraison
V004573,40937,avis,2026-08-08 00:00:00,impossible de joindre le service client,contact
V004574,17128,chat,2025-10-08 00:00:00,le produit ne correspond pas a la photo,produit
V004575,37564,chat,2025-12-09 00:00:00,livraison pas rapide du tout,livraison
V004576,34498,reclamation,2026-06-27 00:00:00,conseiller tres aimable et efficace,contact
V004577,52172,chat,2025-12-14 00:00:00,bon rapport qualite prix,prix
V004578,51700,avis,2025-07-04 00:00:00,impossible de retourner l article,retour
V004579,15469,enquete,2026-08-09 00:00:00,conseiller tres aimable et efficace,contact
V004580,4372,avis,2026-01-07 00:00:00,conseiller tres aimable et efficace,contact
V004581,19162,reclamation,2026-07-06 00:00:00,promotion interessante ce mois ci,prix
V004582,40434,reclamation,2026-06-12 00:00:00,procedure de retour incomprehensible,retour
V004583,65483,chat,2026-01-06 00:00:00,conseiller tres aimable et efficace,contact
V004584,20181,enquete,2025-07-12 00:00:00,impossible de retourner l article,retour
V004585,38757,avis,2025-12-13 00:00:00,le colis est arrive en retard,livraison
V004586,1306,reclamation,2025-12-16 00:00:00,le colis est arrive en retard,livraison
V004587,72823,chat,2025-12-03 00:00:00,promotion interessante ce mois ci,prix
V004588,54621,chat,2025-09-29 00:00:00,delai de livraison beaucoup trop long,livraison
V004589,57196,enquete,2025-10-27 00:00:00,impossible de retourner l article,retour
V004590,6579,chat,2025-08-11 00:00:00,promotion interessante ce mois ci,prix
V004591,25222,reclamation,2026-02-08 00:00:00,procedure de retour incomprehensible,retour
V004592,41673,avis,2025-07-18 00:00:00,procedure de retour incomprehensible,retour
V004593,47001,enquete,2026-02-21 00:00:00,les prix ont augmente,prix
V004594,17379,reclamation,2026-06-12 00:00:00,promotion interessante ce mois ci,prix
V004595,70086,chat,2026-01-09 00:00:00,procedure de retour incomprehensible,retour
V004596,22343,reclamation,2025-10-07 00:00:00,article conforme et solide,produit
V004597,24831,enquete,2026-07-02 00:00:00,le produit ne correspond pas a la photo,produit
V004598,16703,avis,2026-02-20 00:00:00,impossible de joindre le service client,contact
V004599,20722,reclamation,2026-03-15 00:00:00,article conforme et solide,produit
V004600,1148,chat,2026-03-16 00:00:00,delai de livraison beaucoup trop long,livraison
V004601,15311,chat,2026-01-07 00:00:00,promotion interessante ce mois ci,prix
V004602,51843,chat,2025-09-24 00:00:00,personne ne repond au telephone,contact
V004603,11421,enquete,2026-08-02 00:00:00,livraison pas rapide du tout,livraison
V004604,63220,chat,2025-05-08 00:00:00,personne ne repond au telephone,contact
V004605,50770,reclamation,2026-05-29 00:00:00,impossible de retourner l article,retour
V004606,11909,chat,2025-08-18 00:00:00,le remboursement n arrive pas,retour
V004607,46156,reclamation,2026-05-08 00:00:00,la qualite n est pas au rendez vous,produit
V004608,26790,avis,2025-07-16 00:00:00,le remboursement n arrive pas,retour
V004609,19515,avis,2026-02-21 00:00:00,procedure de retour incomprehensible,retour
V004610,22697,avis,2025-12-07 00:00:00,le produit ne correspond pas a la photo,produit
V004611,71320,reclamation,2025-11-25 00:00:00,conseiller tres aimable et efficace,contact
V004612,7215,enquete,2026-01-13 00:00:00,bon rapport qualite prix,prix
V004613,52566,reclamation,2025-06-30 00:00:00,le remboursement n arrive pas,retour
