questionnaire,enqueteur,grappe,strate,duree_min,lat,lon,age,straightlining,prob_inclusion,repondant,sexe,milieu,compte_bancaire,nb_corrections,distance_grappe_m,heure_debut,rang_dans_journee,classe_age,menage_id,invalide,poids_final
Q009935,E002,59,2,7.9,4.446242089524977,18.63212444145657,11,0.167,0.0335,0,H,Rural,non,2,48.0,9,2,moins15,Q009935,1,29.85
Q009936,E024,84,3,27.7,4.323231723561685,18.462861274985606,39,0.208,0.0778,1,H,Rural,non,2,103.0,12,5,35plus,Q009936,0,12.85
Q009937,E044,9,4,39.2,4.352056196510353,18.53554530340777,17,0.127,0.0643,0,F,Rural,non,2,2078.0,16,4,15a34,Q009937,0,15.55
Q009938,E003,28,1,52.4,4.255283383268383,18.527231891389317,41,0.161,0.0236,1,H,Urbain,oui,1,136.0,10,1,35plus,Q009938,0,42.37
Q009939,E047,29,5,36.6,4.2369437984522005,18.575609104927548,30,0.303,0.0582,1,F,Rural,oui,0,167.0,9,8,15a34,Q009939,1,17.18
Q009940,E047,97,3,29.2,4.386219408699584,18.50254571792744,45,0.115,0.0136,1,H,Rural,oui,2,133.0,13,6,35plus,Q009940,1,73.53
Q009941,E044,99,2,34.9,4.3173348410543095,18.509592892934233,14,0.044,0.026,0,H,Urbain,non,2,209.0,12,5,moins15,Q009941,0,38.46
Q009942,E047,99,1,27.7,4.2613386132850835,18.552048533929636,42,0.195,0.0126,1,F,Rural,non,2,277.0,12,2,35plus,Q009942,0,79.37
Q009943,E061,13,2,42.7,4.301851882065358,18.456216849587385,31,0.126,0.02,1,F,Urbain,non,1,372.0,16,5,15a34,Q009943,0,50.0
Q009944,E006,36,3,34.3,4.377141264754457,18.449419768354716,8,0.023,0.0793,1,H,Rural,non,1,435.0,8,6,moins15,Q009944,0,12.61
Q009945,E013,38,6,41.4,4.379195458994895,18.544242012293406,20,0.33,0.0477,1,F,Rural,non,2,160.0,14,2,15a34,Q009945,0,20.96
Q009946,E024,3,4,32.9,4.278137262201526,18.6827057926994,20,0.324,0.0507,1,H,Rural,oui,2,60.0,15,3,15a34,Q009946,0,19.72
Q009947,E052,31,3,42.0,4.421820957675146,18.55567619130056,36,0.143,0.0426,1,H,Urbain,oui,2,92.0,11,3,35plus,Q009947,0,23.47
Q009948,E066,52,1,22.6,4.325215059595821,18.531173150894087,16,0.079,0.0512,0,F,Rural,non,2,107.0,7,3,15a34,Q009948,0,19.53
Q009949,E069,107,2,34.2,4.373745490542997,18.571569315848706,12,0.124,0.039,1,F,Rural,non,0,1052.0,16,2,moins15,Q009949,0,25.64
Q009950,E044,21,6,37.8,4.3612,18.5551,24,0.345,0.0129,1,F,Urbain,non,2,249.0,15,6,15a34,Q009950,1,77.52
Q009951,E031,104,1,32.1,4.3594221005221945,18.54359001913397,44,0.239,0.0659,0,H,Rural,non,1,22.0,11,3,35plus,Q009951,0,15.17
Q009952,E031,99,4,36.5,4.313153084471338,18.516191672234484,30,0.095,0.0486,1,F,Urbain,non,1,358.0,10,6,15a34,Q009952,1,20.58
Q009953,E005,19,4,36.4,4.358784129502219,18.47158019584411,26,0.214,0.0171,1,F,Urbain,non,2,368.0,14,8,15a34,Q009953,0,58.48
Q009954,E035,32,2,41.3,4.373468473807515,18.595030280884913,39,0.075,0.0483,1,F,Rural,oui,3,307.0,7,2,35plus,Q009954,0,20.7
Q009955,E039,55,6,38.4,4.350034196530742,18.526464570022362,15,0.04,0.044,1,F,Rural,non,1,216.0,12,2,15a34,Q009955,1,22.73
Q009956,E016,114,3,36.8,4.365046212499268,18.573711697198746,57,0.21,0.0298,1,F,Urbain,non,2,778.0,11,1,35plus,Q009956,0,33.56
Q009957,E058,95,4,40.2,4.41509084281962,18.602832461698256,55,0.225,0.0766,1,F,Urbain,oui,1,549.0,11,4,35plus,Q009957,0,13.05
Q009958,E061,117,1,24.5,4.336437210832586,18.5346552329225,23,0.207,0.0257,0,H,Rural,non,0,35.0,18,7,15a34,Q009958,0,38.91
Q009959,E023,38,6,28.7,4.392667900393525,18.476729051547334,32,0.177,0.0107,0,H,Rural,non,2,351.0,14,1,15a34,Q009959,0,93.46
Q009960,E069,110,1,24.3,4.349479434401522,18.538675656367722,29,0.155,0.0301,0,F,Rural,non,0,39.0,15,4,15a34,Q009960,0,33.22
Q009961,E009,115,2,37.8,4.431227130507255,18.542224722411863,22,0.35,0.0133,1,F,Rural,non,4,5.0,7,6,15a34,Q009961,0,75.19
Q009962,E069,72,6,36.9,4.289701096598726,18.574755715861162,44,0.105,0.0617,1,F,Rural,oui,3,457.0,18,5,35plus,Q009962,0,16.21
Q009963,E058,19,4,43.7,4.425190206097864,18.521404663389408,8,0.268,0.0426,1,F,Urbain,non,0,60.0,16,7,moins15,Q009963,0,23.47
Q009964,E017,33,5,36.5,4.33341773360405,18.518852465535698,25,0.132,0.0587,1,H,Urbain,non,1,195.0,13,4,15a34,Q009964,0,17.04
Q009965,E049,16,2,29.6,4.46558929471731,18.530722250376417,38,0.237,0.0158,1,H,Urbain,oui,1,97.0,16,4,35plus,Q009965,0,63.29
Q009966,E024,97,5,34.9,4.381763927866481,18.568594999048383,54,0.237,0.066,0,F,Urbain,non,0,184.0,14,3,35plus,Q009966,0,15.15
Q009967,E060,38,6,9.1,4.402512421952488,18.594997975301336,51,0.207,0.0712,1,H,Urbain,oui,2,62.0,13,7,35plus,Q009967,1,14.04
Q009968,E013,85,4,31.1,4.351954116086655,18.66666665927376,20,0.181,0.0513,1,F,Urbain,non,0,108.0,7,7,15a34,Q009968,0,19.49
Q009969,E019,33,2,17.6,4.394035902087035,18.646445010716366,18,0.43,0.0289,1,F,Rural,non,3,416.0,8,8,15a34,Q009969,0,34.6
Q009970,E024,118,6,36.3,4.394015540990296,18.54331876755743,24,0.292,0.0447,1,F,Rural,non,2,86.0,8,5,15a34,Q009970,0,22.37
Q009971,E015,93,1,32.0,4.3528792621068595,18.514059049113254,52,0.273,0.0496,1,F,Rural,non,1,169.0,16,2,35plus,Q009971,0,20.16
Q009972,E025,46,6,33.1,4.398214818544138,18.51882832433794,35,0.16,0.0576,0,H,Rural,oui,1,855.0,17,1,35plus,Q009972,1,17.36
Q009973,E046,58,1,27.5,4.191956186972386,18.48436769909321,73,0.232,0.0225,1,H,Urbain,non,0,560.0,13,2,35plus,Q009973,0,44.44
Q009974,E048,8,1,29.3,4.327792927878546,18.55621438179265,40,0.281,0.0496,1,F,Rural,non,4,631.0,15,3,35plus,Q009974,0,20.16
Q009975,E042,17,1,38.8,4.361070105371536,18.500479847236463,55,0.329,0.0445,1,F,Rural,oui,1,68.0,8,2,35plus,Q009975,0,22.47
Q009976,E015,120,2,23.9,4.38509464909732,18.494652705898915,29,0.078,0.0659,0,F,Rural,oui,1,112.0,15,1,15a34,Q009976,0,15.17
Q009977,E016,98,5,37.5,4.408600706980627,18.497950586374575,18,0.153,0.0607,1,F,Urbain,non,0,1091.0,16,6,15a34,Q009977,0,16.47
Q009978,E069,101,3,28.3,4.347365178407156,18.59442311390693,66,0.434,0.0238,1,H,Rural,non,0,552.0,11,3,35plus,Q009978,0,42.02
Q009979,E019,78,1,22.2,4.340477621856055,18.545871021186116,10,0.03,0.0242,1,F,Urbain,non,1,427.0,17,6,moins15,Q009979,1,41.32
Q009980,E008,27,3,42.6,4.403576149807412,18.481864135538817,34,0.148,0.0584,0,F,Urbain,non,2,34.0,13,8,15a34,Q009980,0,17.12
Q009981,E035,13,6,43.3,4.417577359235632,18.594059198551175,32,0.097,0.035,1,H,Urbain,non,2,21.0,8,2,15a34,Q009981,0,28.57
Q009982,E001,88,4,30.2,4.39699312357355,18.60956085017795,21,0.251,0.0154,1,F,Urbain,non,0,244.0,17,7,15a34,Q009982,0,64.94
Q009983,E026,40,5,30.2,4.352348011654789,18.527012677325057,36,0.12,0.0213,1,H,Rural,non,1,464.0,13,5,35plus,Q009983,0,46.95
Q009984,E065,1,2,32.2,4.487428404121375,18.510822307854877,28,0.188,0.0317,0,F,Rural,non,2,311.0,11,1,15a34,Q009984,0,31.55
Q009985,E021,3,4,28.3,4.363967675345686,18.5063821471073,17,0.52,0.0474,0,F,Urbain,non,2,66.0,12,2,15a34,Q009985,0,21.1
Q009986,E053,67,5,29.6,4.370821607358034,18.563262389636986,11,0.298,0.0592,1,F,Urbain,oui,3,11.0,10,7,moins15,Q009986,0,16.89
Q009987,E037,101,5,37.2,4.441647002875075,18.595578210996397,37,0.393,0.0587,1,F,Urbain,non,1,709.0,12,6,35plus,Q009987,0,17.04
Q009988,E027,44,1,48.5,4.436402705515662,18.558427295408986,18,0.426,0.0405,1,H,Rural,non,0,611.0,7,6,15a34,Q009988,0,24.69
Q009989,E050,120,4,31.5,4.395375608761544,18.482716333723566,22,0.277,0.0392,1,F,Rural,non,1,1918.0,14,5,15a34,Q009989,0,25.51
Q009990,E045,46,5,41.2,4.314916391331565,18.603208215024587,18,0.316,0.028,1,H,Rural,non,1,28.0,16,2,15a34,Q009990,0,35.71
Q009991,E024,88,1,36.5,4.365633049854657,18.547284857103644,18,0.102,0.0793,1,H,Rural,oui,0,514.0,18,8,15a34,Q009991,0,12.61
Q009992,E017,30,3,22.3,4.385871972711255,18.539951283629257,28,0.479,0.0681,1,F,Rural,non,0,114.0,14,4,15a34,Q009992,0,14.68
Q009993,E069,73,4,33.8,4.4576032235168705,18.57155132543278,11,0.925,0.0332,1,H,Urbain,oui,1,171.0,11,4,moins15,Q009993,1,30.12
Q009994,E013,33,1,32.9,4.507487687433201,18.602170054024395,25,0.1,0.0154,1,F,Urbain,non,1,147.0,10,7,15a34,Q009994,1,64.94
Q009995,E072,94,5,44.3,4.330049248471123,18.493067616078587,39,0.258,0.0356,0,H,Rural,non,0,414.0,10,4,35plus,Q009995,0,28.09
Q009996,E036,55,6,44.5,4.402633102868999,18.482922616391146,40,0.064,0.0419,1,H,Urbain,non,4,98.0,17,2,35plus,Q009996,1,23.87
Q009997,E075,6,4,36.6,4.319250582793424,18.547602306646887,23,0.036,0.0358,1,H,Urbain,non,1,213.0,7,4,15a34,Q009997,0,27.93
Q009998,E027,30,3,42.5,4.353756623265794,18.548191622821975,19,0.039,0.0295,1,H,Rural,oui,0,221.0,9,7,15a34,Q009998,0,33.9
Q009999,E043,43,1,33.0,4.316625005150608,18.595116709603243,48,0.076,0.0731,1,F,Rural,non,1,472.0,10,6,35plus,Q009999,0,13.68
Q010000,E047,56,5,41.8,4.443461697525708,18.61339229761258,35,0.152,0.0191,1,F,Urbain,non,1,26.0,13,2,35plus,Q010000,1,52.36
Q010001,E026,33,6,11.8,4.371891649856766,18.524848153598263,38,0.25,0.024,1,F,Rural,oui,1,95.0,13,6,35plus,Q010001,1,41.67
Q010002,E017,70,6,41.7,4.374672101370709,18.566416877092593,49,0.424,0.0682,1,F,Rural,oui,2,234.0,7,8,35plus,Q010002,0,14.66
Q010003,E040,116,4,42.4,4.362462937644305,18.572971729507376,46,0.085,0.0515,1,H,Rural,non,2,693.0,17,7,35plus,Q010003,0,19.42
Q010004,E050,86,1,39.0,4.378814929604957,18.577839733725448,43,0.193,0.0191,1,H,Rural,non,3,90.0,8,2,35plus,Q010004,0,52.36
Q010005,E020,38,2,28.8,4.3805234245247435,18.468941116426034,4,0.202,0.0506,1,F,Rural,non,1,92.0,17,8,moins15,Q010005,0,19.76
Q010006,E058,82,2,31.1,4.325740141375844,18.57608444684824,22,0.548,0.0658,1,F,Urbain,non,0,15.0,16,7,15a34,Q010006,0,15.2
Q010007,E048,117,1,39.3,4.275609308838723,18.508427790296977,10,0.177,0.0612,0,H,Rural,non,1,163.0,8,8,moins15,Q010007,0,16.34
Q010008,E013,30,1,40.3,4.293629034999638,18.578595936390872,50,0.196,0.0791,0,F,Urbain,oui,2,150.0,12,8,35plus,Q010008,0,12.64
Q010009,E071,28,4,35.1,4.2794648458189135,18.492162932476127,25,0.018,0.058,1,F,Urbain,oui,0,141.0,11,5,15a34,Q010009,0,17.24
Q010010,E004,5,1,31.8,4.369745600502187,18.552929775069153,19,0.04,0.0124,1,F,Urbain,oui,1,437.0,17,8,15a34,Q010010,0,80.65
Q010011,E050,102,1,35.3,4.319176092624645,18.534518148548027,35,0.133,0.0684,1,H,Rural,oui,2,455.0,9,1,35plus,Q010011,0,14.62
Q010012,E033,100,6,32.1,4.4090050179980045,18.656482770722175,40,0.31,0.0737,1,H,Rural,oui,0,346.0,17,6,35plus,Q010012,0,13.57
Q010013,E050,50,4,32.1,4.372033133885323,18.50515701704241,37,0.091,0.0563,1,F,Urbain,non,0,601.0,8,6,35plus,Q010013,0,17.76
Q010014,E059,105,5,47.7,4.268228954801183,18.501400748924798,30,0.172,0.0777,1,F,Rural,oui,2,791.0,15,2,15a34,Q010014,0,12.87
Q010015,E052,79,2,30.7,4.3394758812802365,18.62319924208401,48,0.236,0.0683,1,F,Rural,oui,1,31.0,10,1,35plus,Q010015,0,14.64
Q010016,E049,118,3,37.6,4.253857632317965,18.592372455615887,25,0.065,0.0509,1,F,Rural,oui,0,781.0,9,6,15a34,Q010016,1,19.65
Q010017,E064,111,4,35.1,4.302789804210027,18.56187678531679,8,0.173,0.0168,1,F,Rural,oui,0,127.0,16,4,moins15,Q010017,0,59.52
Q010018,E053,116,5,25.4,4.335486565560629,18.52401256408214,24,0.329,0.0558,1,H,Urbain,non,0,196.0,10,5,15a34,Q010018,0,17.92
Q010019,E062,48,3,25.2,4.312731741729189,18.490361270284577,24,0.101,0.0518,1,H,Urbain,non,2,134.0,8,6,15a34,Q010019,0,19.31
Q010020,E031,77,6,33.4,4.454245826961405,18.526301936901113,40,0.062,0.0102,1,H,Rural,non,0,557.0,15,4,35plus,Q010020,0,98.04
Q010021,E016,21,5,20.3,4.397439779140967,18.52101912036051,44,0.074,0.0379,1,H,Rural,non,0,104.0,7,3,35plus,Q010021,0,26.39
Q010022,E018,108,2,46.8,4.343608870572421,18.51273374092415,19,0.193,0.0543,1,H,Rural,oui,2,126.0,13,7,15a34,Q010022,0,18.42
Q010023,E046,39,1,31.5,4.431344185970628,18.522160887592193,0,0.134,0.0504,1,F,Rural,oui,1,466.0,13,7,moins15,Q010023,0,19.84
Q010024,E040,54,1,30.9,4.3112766390353245,18.51983142283789,60,0.104,0.0489,1,H,Urbain,oui,0,269.0,10,4,35plus,Q010024,0,20.45
Q010025,E006,72,6,42.6,4.343390940324791,18.59601689674457,33,0.077,0.0162,1,H,Rural,non,1,31.0,15,4,15a34,Q010025,0,61.73
Q010026,E016,95,5,33.0,4.402695244998259,18.478202174730797,0,0.093,0.0506,0,F,Urbain,non,0,374.0,15,5,moins15,Q010026,0,19.76
Q010027,E073,88,3,38.6,4.304218723613974,18.567556392738435,6,0.213,0.0198,0,F,Rural,non,0,345.0,18,8,moins15,Q010027,0,50.51
Q010028,E055,115,5,30.0,4.394251743661698,18.56132265334767,34,0.163,0.0266,1,F,Rural,non,1,49.0,11,7,15a34,Q010028,0,37.59
Q010029,E057,86,6,34.3,4.374639175683607,18.54464049562833,23,0.097,0.071,1,F,Rural,oui,4,771.0,17,4,15a34,Q010029,0,14.08
Q010030,E015,96,1,40.8,4.389403827125008,18.581301916651764,49,0.324,0.0202,0,F,Urbain,non,0,71.0,16,2,35plus,Q010030,0,49.5
Q010031,E005,69,6,28.0,4.449870209226483,18.569420176667247,23,0.069,0.0146,0,F,Rural,oui,0,495.0,8,4,15a34,Q010031,0,68.49
Q010032,E022,50,3,37.7,4.3827767755037295,18.55301046840428,29,0.199,0.054,0,F,Rural,non,3,29.0,10,7,15a34,Q010032,0,18.52
Q010033,E065,110,3,17.1,4.366302015266761,18.603148725432384,21,0.218,0.0657,1,H,Urbain,non,3,54.0,8,6,15a34,Q010033,0,15.22
Q010034,E038,46,1,42.9,4.285132242813975,18.425193767080113,28,0.222,0.0374,1,F,Rural,non,3,536.0,9,2,15a34,Q010034,0,26.74
Q010035,E059,75,5,30.1,4.370514260373255,18.657553633121687,30,0.335,0.0745,1,F,Rural,non,2,140.0,17,8,15a34,Q010035,1,13.42
Q010036,E037,35,4,33.4,4.336002745882181,18.606691262774177,51,0.233,0.02,1,H,Urbain,oui,0,550.0,12,5,35plus,Q010036,0,50.0
Q010037,E037,58,1,33.3,4.353843597760361,18.634347214147915,35,0.22,0.0297,1,H,Rural,oui,2,1201.0,9,7,35plus,Q010037,0,33.67
Q010038,E046,45,4,27.2,4.336328353578802,18.504445800663156,32,0.075,0.0387,1,F,Urbain,non,0,140.0,14,6,15a34,Q010038,0,25.84
Q010039,E072,32,1,26.6,4.384575631722811,18.551914804821095,42,0.921,0.0236,1,H,Rural,non,2,871.0,10,2,35plus,Q010039,1,42.37
Q010040,E033,99,2,37.6,4.310469103041478,18.56400400060488,50,0.233,0.0272,0,F,Rural,oui,3,886.0,12,3,35plus,Q010040,0,36.76
Q010041,E045,93,4,38.0,4.370602539611485,18.529931933910827,10,0.218,0.0658,0,H,Urbain,non,0,778.0,16,5,moins15,Q010041,0,15.2
Q010042,E069,85,5,27.8,4.3612,18.5551,21,0.162,0.0408,1,H,Rural,non,3,107.0,16,6,15a34,Q010042,1,24.51
Q010043,E028,10,1,37.8,4.270063174903629,18.561735123542018,34,0.295,0.0104,0,F,Rural,non,1,688.0,12,7,15a34,Q010043,0,96.15
Q010044,E063,30,3,37.9,4.342913281811927,18.488660694065917,30,0.113,0.0243,1,H,Urbain,non,2,278.0,7,8,15a34,Q010044,1,41.15
Q010045,E041,27,2,31.4,4.38319463997321,18.585758335652784,21,0.138,0.0738,0,H,Rural,non,1,809.0,13,7,15a34,Q010045,0,13.55
Q010046,E066,86,5,24.9,4.321150239685776,18.581633703815598,1,0.132,0.0632,1,F,Rural,non,0,149.0,18,2,moins15,Q010046,0,15.82
Q010047,E036,108,5,33.7,4.366829532869175,18.51486354045275,25,0.113,0.0647,1,H,Rural,non,0,515.0,13,1,15a34,Q010047,1,15.46
Q010048,E048,46,4,36.6,4.34185098900754,18.483790523990255,36,0.175,0.0442,1,H,Urbain,non,0,318.0,14,3,35plus,Q010048,0,22.62
Q010049,E025,40,5,33.6,4.3082289110792376,18.555215902083464,52,0.093,0.0415,1,F,Urbain,non,1,90.0,16,8,35plus,Q010049,0,24.1
Q010050,E048,67,3,29.9,4.387864815216333,18.507786488281504,31,0.319,0.0626,1,F,Urbain,non,0,108.0,10,7,15a34,Q010050,0,15.97
Q010051,E025,119,4,37.3,4.327433715566473,18.563442869660378,31,0.172,0.0506,0,H,Urbain,non,0,191.0,12,1,15a34,Q010051,0,19.76
Q010052,E046,45,2,42.9,4.378731116328102,18.510331024137358,19,0.194,0.0669,0,F,Rural,non,3,738.0,10,8,15a34,Q010052,0,14.95
Q010053,E060,34,6,28.6,4.3612,18.5551,31,0.428,0.0747,1,F,Urbain,oui,0,236.0,8,1,15a34,Q010053,1,13.39
Q010054,E033,63,2,31.9,4.366840517846344,18.515627231539614,23,0.08,0.0637,1,F,Urbain,oui,2,74.0,15,7,15a34,Q010054,0,15.7
Q010055,E033,110,6,53.2,4.3612,18.5551,39,0.486,0.0667,1,F,Urbain,non,1,293.0,8,5,35plus,Q010055,1,14.99
Q010056,E025,88,5,36.0,4.377588628721189,18.55119905998809,37,0.132,0.0772,1,F,Rural,oui,3,118.0,17,4,35plus,Q010056,0,12.95
Q010057,E055,63,6,25.1,4.40462704820465,18.470068478045388,52,0.176,0.0651,1,H,Urbain,non,0,31.0,17,7,35plus,Q010057,0,15.36
Q010058,E045,88,4,30.7,4.392274698912885,18.506709115381188,35,0.096,0.0311,1,H,Urbain,non,0,529.0,15,4,35plus,Q010058,0,32.15
Q010059,E039,2,3,28.7,4.374960822753917,18.467194923797983,39,0.186,0.0659,1,H,Rural,non,0,709.0,13,2,35plus,Q010059,0,15.17
Q010060,E002,91,2,36.7,4.402300559650242,18.560613709446656,10,0.499,0.0576,1,F,Rural,non,3,200.0,11,2,moins15,Q010060,0,17.36
Q010061,E009,12,2,36.2,4.341312113333067,18.596384004523514,36,0.228,0.0735,1,F,Urbain,non,1,22.0,8,4,35plus,Q010061,0,13.61
Q010062,E001,47,6,29.5,4.3612,18.5551,42,0.274,0.0395,1,H,Urbain,non,1,201.0,13,2,35plus,Q010062,1,25.32
Q010063,E064,42,1,47.0,4.361089016470957,18.612716249482762,30,0.286,0.0715,1,H,Urbain,non,2,426.0,16,3,15a34,Q010063,1,13.99
Q010064,E064,83,5,34.6,4.452530735585924,18.507490029112066,30,0.104,0.0373,1,F,Urbain,oui,2,163.0,8,5,15a34,Q010064,0,26.81
Q010065,E006,29,5,30.8,4.3612,18.5551,28,0.285,0.0536,0,H,Rural,non,2,436.0,15,7,15a34,Q010065,1,18.66
Q010066,E004,29,1,6.8,4.295726991602259,18.594742063525736,55,0.11,0.0721,1,H,Urbain,non,1,65.0,8,5,35plus,Q010066,1,13.87
Q010067,E059,107,6,27.7,4.372651665407186,18.585805182289782,6,0.922,0.0753,1,F,Urbain,non,1,284.0,14,2,moins15,Q010067,1,13.28
Q010068,E040,58,1,25.3,4.31243911439369,18.572818261356943,49,0.014,0.0459,1,H,Rural,non,2,280.0,8,2,35plus,Q010068,0,21.79
Q010069,E024,89,1,32.7,4.396424465541209,18.605497227028515,37,0.264,0.0344,1,F,Rural,non,2,283.0,15,5,35plus,Q010069,0,29.07
Q010070,E047,70,4,27.8,4.397324794422692,18.547426711631225,23,0.171,0.0645,1,H,Rural,oui,0,115.0,15,5,15a34,Q010070,0,15.5
Q010071,E018,75,1,39.5,4.329546472158399,18.56514827191013,39,0.255,0.0169,1,F,Rural,non,0,103.0,9,1,35plus,Q010071,0,59.17
Q010072,E015,83,1,29.9,4.3081083534440845,18.515941403671683,37,0.519,0.0686,0,H,Rural,non,1,996.0,10,7,35plus,Q010072,0,14.58
Q010073,E028,81,4,39.9,4.3666382597448585,18.646301977368722,16,0.086,0.061,1,F,Urbain,non,3,125.0,15,2,15a34,Q010073,0,16.39
Q010074,E068,110,6,37.4,4.314801862247305,18.527494407435977,46,0.249,0.0214,0,F,Urbain,oui,1,125.0,16,6,35plus,Q010074,0,46.73
Q010075,E058,95,1,38.5,4.31807740068974,18.539351304998693,34,0.165,0.0183,1,H,Rural,oui,1,385.0,7,3,15a34,Q010075,0,54.64
Q010076,E015,37,4,6.6,4.334696858464616,18.560479757001993,19,0.083,0.0428,1,H,Rural,oui,0,152.0,18,2,15a34,Q010076,1,23.36
Q010077,E043,21,4,48.0,4.391215548208742,18.583357854461056,54,0.194,0.0534,1,H,Rural,non,0,744.0,14,8,35plus,Q010077,0,18.73
Q010078,E067,102,1,28.1,4.285803157307367,18.582843848375532,40,0.162,0.0359,0,H,Rural,non,1,142.0,11,8,35plus,Q010078,1,27.86
Q010079,E072,45,1,39.9,4.322275801457264,18.41454173353136,36,0.143,0.0371,1,F,Rural,non,1,100.0,10,4,35plus,Q010079,0,26.95
Q010080,E058,38,3,36.8,4.479936865998571,18.638350983794833,46,0.041,0.0529,1,F,Urbain,non,2,75.0,17,3,35plus,Q010080,0,18.9
Q010081,E010,14,5,9.9,4.457690199228703,18.630491845007427,31,0.313,0.0762,1,H,Rural,non,1,209.0,16,8,15a34,Q010081,1,13.12
Q010082,E019,67,2,34.8,4.420489935669762,18.61261890277951,44,0.393,0.0205,1,F,Urbain,oui,3,62.0,8,3,35plus,Q010082,0,48.78
Q010083,E017,62,3,42.2,4.362189523356316,18.557326649903388,43,0.264,0.0105,1,F,Urbain,non,1,679.0,16,6,35plus,Q010083,0,95.24
Q010084,E012,100,3,25.0,4.39759971610019,18.612384964095625,22,0.293,0.0564,1,H,Urbain,non,0,442.0,15,4,15a34,Q010084,0,17.73
Q010085,E014,90,5,27.0,4.34076425436404,18.56310366272355,28,0.321,0.0615,1,H,Rural,non,1,357.0,18,5,15a34,Q010085,0,16.26
Q010086,E024,87,2,30.0,4.2247622565928005,18.562480039993044,24,0.047,0.0611,1,F,Rural,oui,1,281.0,10,6,15a34,Q010086,0,16.37
Q010087,E042,65,5,33.5,4.331489363696651,18.58490918248089,51,0.168,0.0769,1,H,Urbain,non,0,583.0,18,2,35plus,Q010087,0,13.0
Q010088,E030,104,5,34.3,4.336301002446946,18.577170882770144,10,0.099,0.0645,1,H,Rural,non,4,382.0,11,5,moins15,Q010088,1,15.5
Q010089,E032,118,4,9.3,4.36141141233628,18.601200633736493,36,0.562,0.0579,1,H,Rural,oui,1,14.0,7,1,35plus,Q010089,1,17.27
Q010090,E019,98,5,27.1,4.384148647327083,18.44241408641861,51,0.043,0.0677,1,H,Rural,non,1,13.0,13,7,35plus,Q010090,0,14.77
Q010091,E012,42,2,29.4,4.4425463528393,18.54556192077027,12,0.11,0.0721,0,H,Rural,non,1,406.0,16,6,moins15,Q010091,0,13.87
Q010092,E075,34,6,22.0,4.361588999244391,18.48895318127671,32,0.056,0.0775,1,F,Rural,non,1,156.0,13,4,15a34,Q010092,0,12.9
Q010093,E045,1,2,11.8,4.309823941695512,18.596547521276698,49,0.448,0.0775,1,F,Rural,non,1,0.0,7,4,35plus,Q010093,1,12.9
Q010094,E018,120,2,33.6,4.350203619156861,18.504387573710684,25,0.188,0.057,0,H,Rural,oui,2,342.0,14,5,15a34,Q010094,0,17.54
Q010095,E061,88,4,37.1,4.392205287943178,18.535853171193043,33,0.239,0.0486,1,H,Rural,non,2,214.0,11,5,15a34,Q010095,0,20.58
Q010096,E063,113,3,8.3,4.354389150473614,18.59681282930507,27,0.326,0.0224,0,H,Rural,non,2,17.0,10,1,15a34,Q010096,1,44.64
Q010097,E073,95,3,46.6,4.319824028513299,18.615414694067034,16,0.12,0.0309,0,F,Urbain,non,2,680.0,8,1,15a34,Q010097,0,32.36
Q010098,E012,52,5,39.7,4.386228670972211,18.594145081010492,25,0.14,0.0242,1,F,Rural,non,0,449.0,17,2,15a34,Q010098,0,41.32
Q010099,E048,18,4,39.2,4.302860105293147,18.587651624097496,21,0.186,0.0529,1,F,Rural,non,0,198.0,18,8,15a34,Q010099,0,18.9
Q010100,E074,6,3,36.6,4.316071387577157,18.490635803519563,7,0.097,0.069,1,F,Urbain,non,0,125.0,13,1,moins15,Q010100,0,14.49
Q010101,E061,96,5,37.8,4.380804622576609,18.49914317077518,50,0.13,0.0379,1,H,Rural,oui,0,31.0,17,7,35plus,Q010101,1,26.39
Q010102,E017,37,3,32.5,4.320739409423364,18.4829804643736,37,0.315,0.0157,0,F,Rural,non,2,172.0,10,2,35plus,Q010102,0,63.69
Q010103,E067,46,6,34.7,4.342372489708762,18.497200364223563,25,0.161,0.0167,1,H,Urbain,non,0,516.0,15,3,15a34,Q010103,0,59.88
Q010104,E032,101,6,47.5,4.360795300310687,18.557909362249358,23,0.139,0.0745,0,F,Rural,non,0,475.0,16,5,15a34,Q010104,0,13.42
Q010105,E037,58,3,33.5,4.357904037748607,18.600276436239476,24,0.064,0.0163,0,H,Rural,non,0,274.0,9,3,15a34,Q010105,0,61.35
Q010106,E042,115,5,24.7,4.311616047148235,18.600097006921928,19,0.202,0.0248,1,H,Rural,non,2,80.0,16,3,15a34,Q010106,0,40.32
Q010107,E058,66,5,38.9,4.376444053733203,18.457422163776766,25,0.039,0.0393,1,H,Urbain,oui,0,11.0,10,6,15a34,Q010107,0,25.45
Q010108,E010,100,6,40.1,4.314122238990972,18.54818293612685,17,0.115,0.0359,0,F,Urbain,non,1,437.0,9,8,15a34,Q010108,0,27.86
Q010109,E041,16,3,35.1,4.3612,18.5551,41,0.045,0.0782,0,F,Rural,non,1,211.0,10,2,35plus,Q010109,1,12.79
Q010110,E062,48,3,12.7,4.3399302045070165,18.43413804688972,3,0.137,0.0607,1,H,Rural,non,0,742.0,9,1,moins15,Q010110,1,16.47
