"fournisseur","categorie","volume_annuel","duree_accord","taux_service","part_marque_nationale","exercice","negociateur","taux_remise","attendu","borne_basse","ecart","signale","enjeu_euros"
"F1273","C",255681,24,0.909,0.34,2026,"N01",32.09,31.2795611487243,29.3160614277766,0.81043885127573,FALSE,0
"F1274","E",146645,24,0.816,0.022,2024,"N13",28.82,29.2492773844601,27.2824662340928,-0.429277384460079,FALSE,629.513820441483
"F1275","A",34999,12,0.905,0.063,2025,"N27",27.74,26.9997701640723,25.0348195988794,0.74022983592765,FALSE,0
"F1276","A",23740,36,0.94,0.911,2025,"N27",30.08,29.3597991966496,27.3935655895664,0.720200803350352,FALSE,0
"F1277","E",72041,24,0.945,0.626,2025,"N15",29.63,30.0532161647166,28.0894251899327,-0.423216164716575,FALSE,304.889157223468
"F1278","B",176723,36,1,0.778,2024,"N06",33.49,32.3389252728651,30.373341846763,1.15107472713489,FALSE,0
"F1279","C",92816,12,0.87,0.488,2025,"N40",29.13,29.7811756321629,27.8166889724358,-0.651175632162861,FALSE,604.395174748281
"F1280","E",231019,36,0.85,0.24,2026,"N03",32.82,30.8721052429905,28.9068670237187,1.94789475700953,FALSE,0
"F1281","B",62159,12,0.939,0.118,2025,"N06",27.53,28.1623592401758,26.1979777825562,-0.632359240175767,FALSE,393.068180100855
"F1282","B",367662,12,0.915,0.179,2026,"N10",33.33,31.0878558525436,29.1232397778842,2.24214414745643,FALSE,0
"F1283","A",152011,36,0.963,0.341,2024,"N35",30.88,30.7754899399923,28.8116855274506,0.104510060007669,FALSE,0
"F1284","D",69353,12,0.9,0.403,2025,"N04",29.11,29.0706306510146,27.1067511427703,0.0393693489853675,FALSE,0
"F1285","E",42781,36,0.885,0.228,2026,"N08",29.77,28.2025815114526,26.2380085624457,1.56741848854745,FALSE,0
"F1286","E",86050,36,0.931,0.619,2024,"N02",29.54,30.5571812536222,28.5930071042306,-1.0171812536222,FALSE,875.284468741901
"F1287","D",112068,36,0.913,0.251,2025,"N01",31.3,29.9680397952648,28.0042026978479,1.33196020473521,FALSE,0
"F1288","C",657177,12,0.985,0.376,2026,"N12",33.23,32.7716589472494,30.8069271542302,0.458341052750569,FALSE,0
"F1289","C",113751,12,0.907,0.72,2026,"N40",30.85,30.7809151362679,28.8164063412671,0.069084863732126,FALSE,0
"F1290","C",224658,12,0.92,0.309,2024,"N19",29.94,30.7887074221452,28.8246819682854,-0.84870742214521,FALSE,1906.68912044299
"F1291","D",8946,36,0.928,0.096,2026,"N01",27.22,25.461830286958,23.4961242332679,1.75816971304195,FALSE,0
"F1292","C",327622,12,0.887,0.233,2024,"N01",32.41,31.1170264008893,29.1522259422298,1.29297359911069,FALSE,0
"F1293","D",93426,36,0.847,0.453,2024,"N10",28,30.1193448886639,28.1544983590169,-2.11934488866395,TRUE,1980.01915568318
"F1294","B",34461,24,0.934,0.513,2026,"N04",30.32,28.5355176059126,26.5719241107959,1.78448239408742,FALSE,0
"F1295","E",6976,12,0.938,0.675,2025,"N38",27.79,26.1713772752205,24.2053925880273,1.61862272477945,FALSE,0
"F1296","C",37442,12,0.897,0.697,2025,"N09",28.45,28.9654056678383,27.0006200151722,-0.515405667838316,FALSE,192.978190152022
"F1297","C",697190,36,0.934,0.251,2024,"N40",32.93,32.9979415943007,31.0333033999772,-0.0679415943006987,FALSE,473.682001305041
"F1298","D",272395,36,0.882,0.447,2026,"N32",32.08,31.834945325474,29.8706362792106,0.245054674526042,FALSE,0
"F1299","E",261818,36,0.936,0.752,2026,"N31",34.37,32.6751258053306,30.7101993458306,1.69487419466942,FALSE,0
"F1300","C",57803,24,0.904,0.665,2025,"N13",30.78,29.8500871277893,27.8861966356732,0.929912872210711,FALSE,0
"F1301","E",211071,24,0.876,0.613,2024,"N14",28.91,31.6081838265099,29.6437992974226,-2.69818382650985,TRUE,5695.08358445261
"F1302","B",211043,36,0.967,0.472,2024,"N17",31.63,31.7003926392722,29.7364071517303,-0.0703926392721712,FALSE,148.558737699168
"F1303","C",151407,24,1,0.422,2026,"N13",32.4,30.8429312497731,28.8791593567692,1.55706875022691,FALSE,0
"F1304","B",33833,36,0.941,0.732,2026,"N34",30.96,29.4007209062869,27.4358439101823,1.55927909371306,FALSE,0
"F1305","A",49437,12,0.966,0.39,2024,"N33",29.58,28.5879406198548,26.6241798398803,0.992059380145204,FALSE,0
"F1306","A",70300,36,1,0.644,2024,"N30",31.33,30.4618955071872,28.4971119472548,0.868104492812805,FALSE,0
"F1307","C",3661306,36,0.962,0.46,2024,"N28",37.8,36.2960352495963,34.3295207009958,1.5039647504037,FALSE,0
"F1308","A",9715,36,1,0.264,2024,"N04",26.07,26.2224850748226,24.2567912031079,-0.152485074822646,FALSE,14.8139250190201
"F1309","D",711588,12,0.932,0.529,2024,"N27",32.35,33.2158804849648,31.2512742150144,-0.865880484964769,FALSE,6161.5016253511
"F1310","E",527621,36,0.9,0.224,2024,"N40",34.38,32.2934545132472,30.3286766290049,2.08654548675285,FALSE,0
"F1311","C",131110,36,1,0.729,2024,"N30",31.21,31.7895311801373,29.8244963408597,-0.579531180137291,FALSE,759.823330278002
"F1312","B",265774,36,0.86,0.386,2024,"N19",30.7,31.6254109701659,29.6606012302008,-0.92541097016591,FALSE,2459.50175184874
"F1313","D",155652,12,0.87,0.162,2026,"N32",28.4,29.5829156746781,27.6180227412514,-1.1829156746781,FALSE,1841.23190594995
"F1314","D",195404,36,0.968,0.574,2025,"N22",31.08,31.8712050183622,29.9070659291515,-0.791205018362177,FALSE,1546.04625408043
"F1315","D",50174,12,0.95,0.13,2025,"N21",26.29,27.8790275877558,25.9147384933213,-1.58902758775582,FALSE,797.278701880606
"F1316","D",9710,24,0.88,0.516,2026,"N09",27.12,26.4175456704366,24.4525601827404,0.702454329563437,FALSE,0
"F1317","B",2464222,12,0.988,0.416,2026,"N06",34.5,34.9407707546299,32.9743411415152,-0.440770754629924,FALSE,10861.5699051566
"F1318","B",806513,36,0.942,0.284,2025,"N27",31.27,33.272718400417,31.3080527193418,-2.00271840041703,TRUE,16152.1842527554
"F1319","B",19084,36,0.913,0.798,2025,"N35",28.6,28.6644215357478,26.6987990997685,-0.0644215357478011,FALSE,12.2942058821104
"F1320","B",387952,12,0.943,0.286,2026,"N18",31.79,31.5278117799694,29.5635412256902,0.262188220030609,FALSE,0
"F1321","E",62137,36,0.936,0.798,2024,"N09",29.64,30.5482869464362,28.5831552615105,-0.908286946436217,FALSE,564.382259907072
"F1322","D",174373,12,0.905,0.193,2024,"N30",29.74,29.9667063206283,28.0025668845298,-0.226706320628288,FALSE,395.314612469165
"F1323","C",29328,12,0.945,0.334,2025,"N32",27.86,27.6442771905649,25.6802091035678,0.215722809435078,FALSE,0
"F1324","C",28216,36,0.9,0.249,2025,"N10",28.14,27.7893910087947,25.8249532422817,0.350608991205345,FALSE,0
"F1325","C",925282,24,0.955,0.367,2025,"N20",34.32,33.5519375675984,31.5876759827311,0.768062432401621,FALSE,0
"F1326","D",57888,12,1,0.47,2026,"N11",32.03,29.1103127874327,27.1459953681372,2.91968721256728,FALSE,0
"F1327","D",90155,12,0.98,0.49,2026,"N21",31.81,29.8385066898017,27.8745602485139,1.9714933101983,FALSE,0
"F1328","C",230890,12,0.958,0.437,2025,"N20",32.56,31.2646023932192,29.3007170755445,1.2953976067808,FALSE,0
"F1329","B",583291,12,0.94,0.352,2026,"N32",31.33,32.3611242769009,30.3966654534691,-1.03112427690088,FALSE,6014.45510597793
"F1330","C",56271,12,1,0.301,2024,"N13",27.43,28.6995361196807,26.735124824263,-1.2695361196807,FALSE,714.380669905529
"F1331","C",208930,12,0.918,0.07,2024,"N06",30.03,29.9966086057034,28.0317166121514,0.0333913942966504,FALSE,0
"F1332","D",248805,12,0.877,0.346,2026,"N38",33.03,30.8650813132548,28.9006301954009,2.16491868674519,FALSE,0
"F1333","A",49375,36,0.964,0.499,2026,"N07",30.03,29.3715231076358,27.4074329764365,0.658476892364217,FALSE,0
"F1334","C",50307,36,0.931,0.704,2024,"N34",28.73,30.0537796020322,28.0893839208168,-1.32377960203223,FALSE,665.953804394353
"F1335","D",208175,24,0.955,0.105,2026,"N18",28.63,30.3151107154201,28.3511454353365,-1.68511071542008,FALSE,3507.97923182575
"F1336","A",87032,12,0.907,0.668,2024,"N25",29.78,30.1640881706234,28.1998266921685,-0.384088170623389,FALSE,334.279616656948
"F1337","D",654181,24,0.839,0.662,2025,"N06",33.92,33.5447741997312,31.5787537535994,0.375225800268787,FALSE,0
"F1338","C",11785,24,0.942,0.245,2024,"N17",25.71,26.1930551381015,24.2286623658926,-0.483055138101488,FALSE,56.9280480252603
"F1339","D",186551,36,0.997,0.089,2024,"N04",31.42,30.4879311566736,28.5230629697321,0.932068843326366,FALSE,0
"F1340","E",83639,12,0.87,0.432,2026,"N07",31.19,29.2906920663377,27.3262303019001,1.89930793366231,FALSE,0
"F1341","E",19083,24,0.956,0.123,2026,"N35",27.95,26.4826969500046,24.5181452323821,1.46730304999535,FALSE,0
"F1342","D",87824,24,0.98,0.356,2024,"N35",31.07,29.7337558386623,27.7704627388919,1.33624416133773,FALSE,0
"F1343","C",18327,36,0.949,0.281,2024,"N30",28.15,27.2806020988491,25.3161700188319,0.869397901150887,FALSE,0
"F1344","B",67147,36,1,0.264,2025,"N23",29.06,29.3433373211201,27.3787912469742,-0.283337321120072,FALSE,190.252511012495
"F1345","C",366929,24,0.945,0.439,2026,"N04",31.23,32.2049038153467,30.2414333764192,-0.974903815346682,FALSE,3577.20482061343
"F1346","C",43238,24,0.854,0.11,2026,"N39",27.31,27.681138475082,25.7158549148998,-0.371138475082017,FALSE,160.472853855962
"F1347","B",206693,24,0.875,0.411,2024,"N27",30.21,31.0556491774147,29.0916726766242,-0.845649177414671,FALSE,1747.89765427371
"F1348","A",143106,36,0.869,0.049,2026,"N03",28.42,29.6313441373577,27.6658009558177,-1.21134413735771,FALSE,1733.50614120712
"F1349","B",55633,24,0.973,0.186,2025,"N08",28.24,28.5058591396958,26.542007333678,-0.26585913969582,FALSE,147.905415186976
"F1350","D",71926,12,0.938,0.275,2024,"N20",27.7,28.8408665037114,26.8772308514093,-1.14086650371136,FALSE,820.579641459436
"F1351","D",129175,36,0.959,0.473,2024,"N03",28.62,30.9068067083355,28.9431769005716,-2.2868067083355,TRUE,2953.98256549239
"F1352","B",147228,36,0.921,0.348,2026,"N38",29.51,30.6393060180708,28.6755304464557,-1.12930601807079,FALSE,1662.65466428526
"F1353","B",55094,24,0.872,0.353,2025,"N14",26.28,28.7685653460485,26.8046501314193,-2.4885653460485,TRUE,1371.05019175196
"F1354","C",83258,12,0.946,0.403,2024,"N20",27.59,29.5117863609126,27.5480906167349,-1.92178636091263,FALSE,1600.04088836864
"F1355","C",252105,24,0.974,0.332,2026,"N38",31.68,31.3575897581247,29.3940309335572,0.322410241875339,FALSE,0
"F1356","E",30629,36,0.985,0.164,2024,"N09",25.97,27.7249851201915,25.7601207663905,-1.75498512019155,FALSE,537.534392463469
"F1357","D",24677,36,0.919,0.475,2026,"N27",29.06,28.1361188461644,26.1719317015854,0.923881153835588,FALSE,0
"F1358","D",146043,12,1,0.52,2024,"N16",30.46,30.781989491711,28.8177164023711,-0.321989491711019,FALSE,470.243113379523
"F1359","B",174947,24,0.95,0.342,2024,"N10",31.05,30.7364822705361,28.7731446221137,0.313517729463896,FALSE,0
"F1360","E",6455,24,0.933,0.522,2025,"N17",25.32,25.872985223816,23.907852146091,-0.552985223816044,FALSE,35.6951961973257
"F1361","A",114030,24,1,0.456,2026,"N21",29.77,30.3942738859592,28.4304241074359,-0.624273885959237,FALSE,711.859512159318
"F1362","A",523532,36,0.946,0.183,2024,"N26",31.44,32.2804766514399,30.3158660420789,-0.840476651439904,FALSE,4400.16422281636
"F1363","D",270250,12,0.925,0.119,2024,"N12",31.27,30.4985441559145,28.5341241476018,0.77145584408547,FALSE,0
"F1364","B",65673,24,0.973,0.85,2024,"N35",31.06,30.638538618374,28.673439896166,0.421461381626017,FALSE,0
"F1365","D",157994,12,0.983,0.292,2025,"N36",31.2,30.2349186343461,28.2708286809709,0.965081365653869,FALSE,0
"F1366","C",14364,12,0.944,0.217,2025,"N29",26.69,26.1697257543979,24.2048950649142,0.520274245602074,FALSE,0
"F1367","E",214169,24,0.938,0.595,2026,"N24",33.37,31.6499583262244,29.6862975116485,1.72004167377558,FALSE,0
"F1368","A",143489,36,0.855,0.388,2024,"N15",30.32,30.6106820378536,28.6459287733976,-0.290682037853578,FALSE,417.096749295721
"F1369","A",282960,36,0.947,0.213,2025,"N16",31.79,31.3810394823021,29.416859353525,0.408960517697899,FALSE,0
"F1370","C",84188,36,0.86,0.312,2024,"N19",31.13,29.6421172274735,27.6773974980015,1.48788277252645,FALSE,0
"F1371","E",223406,24,0.868,0.903,2026,"N07",33.49,32.4510877324264,30.4849580940087,1.0389122675736,FALSE,0
"F1372","B",60236,12,0.938,0.368,2026,"N13",26.9,28.7645099366571,26.8007031262611,-1.86450993665711,FALSE,1123.10620544478
"F1373","E",366283,12,0.891,0.477,2025,"N16",31.56,31.8719279010444,29.9073727918457,-0.311927901044395,FALSE,1142.53887378244
"F1374","C",174250,12,0.89,0.438,2025,"N33",30.75,30.6876825726032,28.7235474121877,0.0623174273968026,FALSE,0
"F1375","A",12082,36,0.905,0.81,2025,"N02",26.22,27.9273428884941,25.9611633498731,-1.70734288849414,FALSE,206.281167787862
"F1376","A",14174,24,0.923,0.551,2024,"N21",27.79,27.2232122777347,25.259063353002,0.5667877222653,FALSE,0
"F1377","C",191911,24,0.939,0.418,2026,"N38",32.91,31.0960022998729,29.1327972562555,1.81399770012715,FALSE,0
"F1378","D",325935,36,0.884,0.529,2026,"N04",32.07,32.3568193437579,30.3923482223565,-0.286819343757877,FALSE,934.844628077236
"F1379","A",462329,12,0.959,0.395,2025,"N02",33.04,32.1709163943085,30.2067635136334,0.869083605691472,FALSE,0
"F1380","B",55564,24,0.984,0.294,2025,"N27",29.39,28.8283751043114,26.8646322581424,0.561624895688645,FALSE,0
"F1381","C",131303,36,0.947,0.29,2026,"N08",31.3,30.4087750911094,28.4450068955141,0.891224908890639,FALSE,0
"F1382","B",70742,24,0.917,0.522,2025,"N08",28.59,29.729536206623,27.7661540255271,-1.13953620662302,FALSE,806.13070328926
"F1383","E",46761,24,0.935,0.33,2026,"N35",30.62,28.4609656522511,26.4975424318633,2.15903434774891,FALSE,0
"F1384","A",77041,12,0.968,0.242,2025,"N20",28.67,28.8865868062105,26.9226241600831,-0.216586806210458,FALSE,166.860641372599
"F1385","C",447653,36,0.905,0.644,2026,"N05",31.09,33.2898178483352,31.3252332500076,-2.19981784833519,TRUE,9847.55059260793
"F1386","B",60253,36,0.94,0.078,2024,"N29",29.02,28.5329633056525,26.5684500550814,0.487036694347523,FALSE,0
"F1387","E",868337,24,0.858,0.44,2025,"N24",33.69,33.3540738192033,31.3887902179787,0.335926180796704,FALSE,0
"F1388","A",21852,12,0.933,0.364,2025,"N20",26.17,27.144454563163,25.1803400420283,-0.974454563163015,FALSE,212.937811142382
"F1389","C",69877,12,0.946,0.703,2024,"N06",28.35,30.0745964853013,28.1102360594422,-1.72459648530132,FALSE,1205.096286034
"F1390","E",194769,36,1,0.411,2024,"N29",30.96,31.4118621728871,29.4473422900538,-0.451862172887065,FALSE,880.087435510407
"F1391","B",192603,24,1,0.145,2026,"N33",29.71,30.3829299345534,28.4184173502485,-0.672929934553363,FALSE,1296.08324184781
"F1392","E",121558,12,1,0.409,2026,"N22",29.02,30.0712590307441,28.1068990052858,-1.05125903074412,FALSE,1277.88945259193
"F1393","E",14281,24,0.891,0.119,2024,"N27",23.58,25.9323073764616,23.9673016647193,-2.35230737646165,TRUE,335.933016432488
"F1394","D",75588,24,0.906,0.251,2025,"N04",27.38,29.0581678419598,27.0947192337658,-1.67816784195981,FALSE,1268.49350838058
"F1395","B",562628,12,0.998,0.187,2024,"N31",30.91,31.9975924984218,30.0322061278667,-1.08759249842178,FALSE,6119.09992202048
"F1396","A",228667,36,0.952,0.585,2024,"N29",32.52,32.0949659268362,30.1309086675523,0.4250340731638,FALSE,0
"F1397","D",195494,24,0.906,0.406,2024,"N40",31.49,31.0163365868491,29.0530328788579,0.473663413150856,FALSE,0
"F1398","B",174899,36,0.848,0.653,2026,"N30",32.32,31.6346152651713,29.6691576362868,0.685384734828702,FALSE,0
"F1399","D",93819,12,0.967,0.377,2026,"N26",30.33,29.5599851510308,27.5962512395679,0.770014848969179,FALSE,0
"F1400","E",100230,12,0.922,0.33,2026,"N36",28.39,29.3923032057889,27.4285202795929,-1.00230320578886,FALSE,1004.60850316217
"F1401","C",52416,36,0.888,0.362,2025,"N40",28.54,29.0767005979711,27.112583243732,-0.536700597971084,FALSE,281.316985432523
"F1402","E",533297,24,0.966,0.357,2025,"N15",33.31,32.5441031061002,30.5800385685895,0.765896893899793,FALSE,0
"F1403","B",177009,12,0.95,0.183,2025,"N22",29.28,30.0427325463653,28.0785381035198,-0.762732546365264,FALSE,1350.10525299569
"F1404","A",165901,12,0.976,0.51,2026,"N08",31.08,30.835767004705,28.8718090946311,0.244232995294986,FALSE,0
"F1405","D",126549,36,0.965,0.207,2025,"N27",29.18,30.137506844598,28.1734810617917,-0.957506844597972,FALSE,1211.71533677029
"F1406","C",78061,12,0.918,0.48,2026,"N25",31.2,29.5236298917152,27.5598718975496,1.67637010828478,FALSE,0
"F1407","D",18588,12,0.885,0.141,2024,"N13",26.9,26.1957057121246,24.2306289353607,0.704294287875417,FALSE,0
"F1408","D",101402,36,0.978,0.322,2026,"N12",30.2,30.0819682810945,28.118014762223,0.118031718905531,FALSE,0
"F1409","D",46147,24,0.997,0.108,2026,"N14",29.04,27.9892002035725,26.0246963080469,1.05079979642749,FALSE,0
"F1410","C",53243,24,0.947,0.47,2024,"N21",26.35,29.2513698938461,27.2880956771223,-2.90136989384606,TRUE,1544.77637258046
"F1411","A",131189,36,0.924,0.462,2025,"N09",30.17,30.8060092746576,28.8422993575544,-0.636009274657646,FALSE,834.374207330619
"F1412","B",497043,36,0.976,0.506,2024,"N21",32.23,33.1855680619716,31.2209808278233,-0.955568061971562,FALSE,4749.58416226531
"F1413","B",30501,24,0.959,0.138,2026,"N12",27.8,27.3328555812418,25.3686513578068,0.467144418758188,FALSE,0
"F1414","B",104730,24,0.982,0.173,2024,"N18",28.77,29.4997687214611,27.5358398061421,-0.729768721461149,FALSE,764.286781986261
"F1415","A",699167,24,0.919,0.537,2024,"N09",34.02,33.4226140059826,31.4584922238042,0.597385994017444,FALSE,0
"F1416","D",23574,36,0.939,0.193,2026,"N11",26.41,27.3078025235027,25.3433462927712,-0.897802523502719,FALSE,211.647966890531
"F1417","E",195113,24,0.883,0.63,2025,"N30",31.18,31.5434596454091,29.5791881160697,-0.363459645409066,FALSE,709.15701794699
"F1418","B",61027,36,0.882,0.521,2025,"N17",29.74,29.6893870552814,27.7251474922408,0.0506129447186403,FALSE,0
"F1419","C",251692,36,0.895,0.745,2026,"N12",35.32,32.6322629217482,30.6674013170355,2.68773707825184,FALSE,0
"F1420","D",686758,12,0.945,0.218,2026,"N04",31.12,32.2607533270886,30.2960498440748,-1.14075332708862,FALSE,7834.21473404727
"F1421","E",95858,36,0.964,0.388,2024,"N04",30.46,30.1430963947231,28.1792178091039,0.31690360527686,FALSE,0
"F1422","A",337250,12,1,0.29,2025,"N11",29.45,31.4478788112428,29.4832439614746,-1.99787881124279,TRUE,6737.84629091632
"F1423","E",152456,12,0.91,0.573,2024,"N31",32.28,30.7732177340429,28.8090255994841,1.50678226595712,FALSE,0
"F1424","C",1023342,12,0.909,0.122,2024,"N23",32.83,32.6715206467557,30.7056975663759,0.158479353244289,FALSE,0
"F1425","C",1794,36,0.996,0.85,2026,"N31",26.63,25.1983726841596,23.2289254541337,1.43162731584042,FALSE,0
"F1426","E",35785,24,0.865,0.372,2025,"N40",28.06,28.0664217915903,26.1020874689056,-0.00642179159030576,FALSE,2.29803812059092
"F1427","E",92258,24,0.89,0.259,2024,"N09",29.46,29.3132758014458,27.3495142579855,0.146724198554207,FALSE,0
"F1428","A",119465,36,0.955,0.317,2026,"N37",29.12,30.2584546113216,28.2945817112477,-1.1384546113216,FALSE,1360.05480141535
"F1429","E",778071,24,0.95,0.517,2026,"N39",31.04,33.5203810390062,31.556120258664,-2.4803810390062,TRUE,19299.1255540059
"F1430","A",409369,36,0.893,0.61,2024,"N38",31.7,32.9866163879777,31.0219351526919,-1.28661638797772,FALSE,5267.00864130051
"F1431","C",67948,36,1,0.525,2026,"N21",31.03,30.1143991608318,28.1499971545019,0.915600839168192,FALSE,0
"F1432","D",19070,36,1,0.107,2025,"N30",27.08,26.8903448130902,24.924776876644,0.189655186909764,FALSE,0
"F1433","A",426177,12,0.89,0.406,2026,"N22",32.82,31.8921676104205,29.9277354765686,0.927832389579478,FALSE,0
"F1434","A",146732,24,0.902,0.315,2024,"N16",31.14,30.2646027637776,28.3011850948917,0.875397236222426,FALSE,0
"F1435","C",77297,36,0.868,0.664,2024,"N21",30.28,30.5101895801053,28.5452684953631,-0.230189580105346,FALSE,177.929639734029
"F1436","C",297852,12,0.949,0.269,2026,"N15",31.33,31.1346526193937,29.1705631469159,0.195347380606297,FALSE,0
"F1437","E",906903,36,0.929,0.676,2024,"N21",33.69,34.4871871971477,32.5217311105245,-0.797187197147714,FALSE,7229.71460654853
"F1438","A",162806,24,0.919,0.178,2024,"N20",32,30.0781383027523,28.1145039838923,1.92186169724767,FALSE,0
"F1439","B",588039,12,1,0.562,2024,"N32",35.62,33.1265822866466,31.1612504813101,2.49341771335343,FALSE,0
"F1440","C",12528,24,0.949,0.548,2024,"N38",28.28,27.1562374466053,25.1919816869003,1.12376255339466,FALSE,0
"F1441","C",302082,36,0.869,0.362,2026,"N24",31.24,31.7985124081084,29.8338936793839,-0.558512408108427,FALSE,1687.1654526621
"F1442","C",1790131,12,0.899,0.483,2026,"N19",34.83,34.5152893427703,32.5495497465879,0.314710657229746,FALSE,0
"F1443","E",467222,36,0.947,0.44,2025,"N33",33.58,32.7951944386157,30.8308732188154,0.784805561384289,FALSE,0
"F1444","A",53571,36,0.937,0.634,2025,"N05",28.48,29.8792227524758,27.9150263224489,-1.39922275247584,FALSE,749.577620728834
"F1445","E",28318,12,0.974,0.54,2026,"N40",28.21,28.056060848194,26.0916026790172,0.153939151805989,FALSE,0
"F1446","B",170868,36,0.959,0.393,2024,"N33",29.16,31.1247589826737,29.1609527838575,-1.96475898267374,TRUE,3357.14437851497
"F1447","A",39318,12,1,0.228,2025,"N03",27.38,27.8300588486524,25.8653866072289,-0.450058848652379,FALSE,176.954138113142
"F1448","C",58072,36,1,0.823,2024,"N32",32.98,30.7490344891478,28.7833891243546,2.23096551085224,FALSE,0
"F1449","C",13362,36,0.997,0.321,2024,"N24",25.47,26.977747290936,25.0125797233193,-1.50774729093599,FALSE,201.465193014867
"F1450","C",32667,36,1,0.581,2026,"N14",29.97,29.0984124033376,27.13360665306,0.871587596662401,FALSE,0
"F1451","C",209098,12,0.874,0.479,2024,"N20",31.74,31.064596890154,29.0999935399483,0.675403109845949,FALSE,0
"F1452","B",42351,24,0.928,0.267,2024,"N32",26.78,28.2111468210879,26.2476497791189,-1.43114682108795,FALSE,606.104990198956
"F1453","D",38843,12,0.968,0.503,2024,"N35",30.52,28.5516055921216,26.5877105807077,1.96839440787841,FALSE,0
"F1454","D",21326,24,1,0.411,2024,"N04",27.37,27.6584574884195,25.694341938478,-0.288457488419535,FALSE,61.5164439803501
"F1455","E",87038,24,0.898,0.823,2025,"N30",31.06,30.8211374623007,28.8561340626784,0.238862537699305,FALSE,0
"F1456","D",157122,12,1,0.361,2024,"N21",31.53,30.4520745831485,28.4879119273456,1.07792541685152,FALSE,0
"F1457","E",116388,12,0.891,0.591,2024,"N07",31.51,30.3553231735665,28.3908836576727,1.15467682643352,FALSE,0
"F1458","A",3441,12,0.945,0.393,2026,"N35",23.71,24.2386999022367,22.272505843555,-0.528699902236664,FALSE,18.1925636359636
"F1459","D",102035,36,1,0.353,2024,"N07",30.55,30.2691357638349,28.3050013171796,0.280864236165055,FALSE,0
"F1460","E",32699,24,0.92,0.623,2024,"N29",29.56,28.7316564315655,26.7676606301725,0.828343568434484,FALSE,0
"F1461","C",89072,36,0.959,0.605,2025,"N09",29.71,30.7439881436624,28.7800013346082,-1.03398814366237,FALSE,920.993919322946
"F1462","B",27028,36,0.875,0.329,2024,"N04",28.06,27.8311520155391,25.8664946222425,0.228847984460909,FALSE,0
"F1463","D",390197,12,0.951,0.172,2025,"N29",30.27,31.2855106045669,29.3210341640914,-1.01551060456694,FALSE,3962.49191370205
"F1464","D",986080,36,0.974,0.278,2026,"N21",35.3,33.5952753321752,31.6302236324659,1.70472466782477,FALSE,0
"F1465","C",302318,36,0.957,0.341,2024,"N29",35.11,31.9557314338007,29.9917679232547,3.15426856619927,FALSE,0
"F1466","E",817742,12,0.945,0.456,2024,"N21",32.75,33.2018100531749,31.2369911098325,-0.451810053174889,FALSE,3694.6405650334
"F1467","A",135068,24,0.913,0.145,2025,"N28",27.88,29.6748967927448,27.7111183362439,-1.79489679274478,FALSE,2424.33120002452
"F1468","D",73250,24,0.873,0.419,2024,"N11",29.84,29.4175320201179,27.453795694051,0.422467979882118,FALSE,0
"F1469","B",8847,12,0.951,0.196,2026,"N32",26.21,25.2321761579107,23.2667750179735,0.97782384208929,FALSE,0
"F1470","C",46871,24,0.897,0.319,2026,"N18",26.63,28.4795006031671,26.5158453587708,-1.84950060316707,FALSE,866.879427710435
"F1471","E",59577,24,0.929,0.479,2024,"N40",29.76,29.3050267113169,27.3416452601754,0.45497328868306,FALSE,0
"F1472","D",660077,12,0.909,0.31,2024,"N24",32.32,32.4361433404534,30.4715372610338,-0.116143340453405,FALSE,766.635477364623
"F1473","A",32382,36,0.992,0.659,2025,"N21",29.15,29.2470954940311,27.2820238133295,-0.0970954940310698,FALSE,31.441462877141
"F1474","B",111136,36,0.988,0.445,2024,"N21",30.47,30.6366958694772,28.6725712570682,-0.16669586947722,FALSE,185.259121502203
"F1475","C",219483,24,1,0.268,2025,"N13",33.27,31.0533954828874,29.0893175932598,2.2166045171126,FALSE,0
"F1476","A",109446,24,0.961,0.687,2026,"N36",30.82,30.904202251927,28.9403234665176,-0.0842022519270209,FALSE,92.1559966440473
"F1477","A",100093,36,0.873,0.129,2024,"N04",28.71,29.3394445893545,27.374522692341,-0.629444589354524,FALSE,630.029972822623
"F1478","D",361184,36,0.93,0.182,2024,"N33",32.34,31.6811437014308,29.7169279507119,0.658856298569155,FALSE,0
"F1479","E",36206,12,0.908,0.138,2025,"N18",28.64,27.2429990341553,25.278344050942,1.39700096584467,FALSE,0
"F1480","B",105653,24,0.862,0.402,2025,"N15",30.6,29.9306669389395,27.9666236032983,0.669333061060513,FALSE,0
"F1481","C",134720,12,0.93,0.771,2026,"N02",32.5,31.2389538756125,29.2743300648712,1.2610461243875,FALSE,0
"F1482","E",698557,36,0.881,0.436,2025,"N40",33.6,33.3034177904789,31.3383908303393,0.296582209521127,FALSE,0
"F1483","A",531255,12,1,0.648,2025,"N12",33.59,33.1826028024842,31.2173270131346,0.407397197515806,FALSE,0
"F1484","A",203019,12,1,0.622,2026,"N31",31.08,31.5196484599779,29.5549773632862,-0.439648459977878,FALSE,892.569906962488
"F1485","B",286489,36,0.907,0.438,2026,"N33",30.39,31.9325156695004,29.9684709280287,-1.54251566950041,FALSE,4419.13771639504
"F1486","D",8285,24,0.968,0.245,2024,"N17",24.94,25.6162964084943,23.651674239323,-0.676296408494284,FALSE,56.0311574437515
"F1487","B",146758,12,0.93,0.667,2025,"N14",31.53,31.0654761860692,29.1011419358734,0.464523813930818,FALSE,0
