questionnaire,enqueteur,grappe,strate,duree_min,lat,lon,age,straightlining,prob_inclusion,repondant,sexe,milieu,compte_bancaire,nb_corrections,distance_grappe_m,heure_debut,rang_dans_journee,classe_age,menage_id,invalide,poids_final
Q001401,E065,42,3,36.2,4.479706332586648,18.573830121772463,31,0.129,0.037,1,F,Urbain,oui,0,550.0,16,3,15a34,Q001401,0,27.03
Q001402,E019,8,4,25.1,4.394992583118841,18.567336982403546,49,0.229,0.0311,0,H,Urbain,oui,1,284.0,9,7,35plus,Q001402,0,32.15
Q001403,E023,74,2,43.0,4.418696172254646,18.583995463177878,25,0.046,0.0189,0,H,Urbain,oui,1,187.0,10,5,15a34,Q001403,0,52.91
Q001404,E025,14,5,25.2,4.405123846105618,18.560777300526482,0,0.084,0.0257,1,F,Urbain,oui,4,43.0,12,8,moins15,Q001404,0,38.91
Q001405,E014,27,6,36.3,4.243711887622206,18.616643753120957,44,0.296,0.0203,1,H,Rural,non,1,99.0,10,5,35plus,Q001405,0,49.26
Q001406,E012,118,6,27.5,4.353415290758203,18.581188161733944,0,0.313,0.0336,1,F,Urbain,non,2,121.0,16,6,moins15,Q001406,0,29.76
Q001407,E027,1,3,24.5,4.3823936754059005,18.487271654657146,24,0.159,0.0554,1,F,Rural,oui,0,81.0,10,7,15a34,Q001407,0,18.05
Q001408,E066,34,2,40.7,4.255555622020864,18.642001903279898,43,0.231,0.0487,1,H,Rural,oui,1,75.0,10,4,35plus,Q001408,0,20.53
Q001409,E001,61,3,32.2,4.345806663688474,18.501960881776743,43,0.214,0.0248,0,F,Rural,non,3,294.0,14,4,35plus,Q001409,0,40.32
Q001410,E022,37,1,46.1,4.3560378088599245,18.54919008347592,5,0.392,0.0599,0,F,Rural,oui,2,150.0,18,5,moins15,Q001410,1,16.69
Q001411,E005,39,5,26.9,4.298420486295719,18.677606148443324,45,0.008,0.0109,0,H,Urbain,non,0,163.0,17,8,35plus,Q001411,1,91.74
Q001412,E043,16,3,23.1,4.311515537130301,18.574485551416856,52,0.943,0.0338,1,F,Rural,non,0,511.0,15,3,35plus,Q001412,1,29.59
Q001413,E019,51,1,30.6,4.426867718185548,18.508872964076634,41,0.195,0.0683,0,F,Rural,non,2,102.0,18,3,35plus,Q001413,0,14.64
Q001414,E060,91,4,54.2,4.180958512037707,18.56683839264274,28,0.162,0.0428,1,H,Rural,non,2,516.0,12,7,15a34,Q001414,0,23.36
Q001415,E044,71,5,39.8,4.373573433392126,18.576117595993814,39,0.4,0.0336,0,F,Rural,non,2,55.0,9,1,35plus,Q001415,0,29.76
Q001416,E059,111,2,37.9,4.4181785504625495,18.560058077958494,20,0.578,0.0761,1,H,Urbain,oui,0,103.0,11,7,15a34,Q001416,1,13.14
Q001417,E048,84,3,38.1,4.358643280913414,18.52466147706112,48,0.315,0.0461,0,F,Urbain,non,2,120.0,10,3,35plus,Q001417,0,21.69
Q001418,E033,95,6,7.4,4.430431295560443,18.486008518517096,54,0.222,0.0568,1,H,Rural,non,1,19.0,17,2,35plus,Q001418,1,17.61
Q001419,E065,52,5,53.1,4.338631127514793,18.4917674303649,25,0.156,0.0676,1,H,Rural,non,2,59.0,8,3,15a34,Q001419,0,14.79
Q001420,E036,74,5,37.2,4.314746650514255,18.51103369877327,43,0.124,0.0249,1,F,Rural,non,2,151.0,12,3,35plus,Q001420,0,40.16
Q001421,E072,70,3,36.6,4.359528239140601,18.61474607170644,47,0.159,0.0745,1,F,Urbain,non,1,324.0,8,7,35plus,Q001421,0,13.42
Q001422,E075,98,3,40.9,4.340922322485598,18.489053226075924,28,0.412,0.0477,1,F,Urbain,oui,1,75.0,14,1,15a34,Q001422,0,20.96
Q001423,E045,61,3,25.1,4.331408832988779,18.55778736185108,0,0.189,0.0452,1,H,Urbain,non,0,95.0,12,6,moins15,Q001423,0,22.12
Q001424,E051,49,3,27.8,4.3509767343361005,18.619916710477717,34,0.355,0.0238,1,F,Rural,non,2,412.0,11,2,15a34,Q001424,0,42.02
Q001425,E020,9,1,32.3,4.3612,18.5551,0,0.356,0.0256,1,H,Urbain,non,0,87.0,9,6,moins15,Q001425,1,39.06
Q001426,E062,104,1,40.9,4.318105658303721,18.62106942124447,55,0.278,0.0592,1,F,Rural,oui,1,293.0,16,4,35plus,Q001426,1,16.89
Q001427,E051,53,5,24.9,4.3039006526001256,18.52068277898916,41,0.102,0.0766,1,H,Rural,oui,1,389.0,16,5,35plus,Q001427,0,13.05
Q001428,E068,96,4,33.5,4.380826643845715,18.581407164640503,28,0.05,0.0446,1,H,Rural,oui,1,3435.0,9,1,15a34,Q001428,0,22.42
Q001429,E021,82,4,32.5,4.310050996077684,18.607545402315424,45,0.051,0.0342,1,H,Rural,non,2,393.0,14,8,35plus,Q001429,1,29.24
Q001430,E060,1,4,23.0,4.297897543191935,18.597058579339972,14,0.095,0.0548,0,H,Urbain,non,2,33.0,18,2,moins15,Q001430,0,18.25
Q001431,E036,79,3,30.4,4.306314433069019,18.59449541553769,49,0.131,0.069,1,F,Rural,oui,1,321.0,16,3,35plus,Q001431,0,14.49
Q001432,E014,59,6,37.8,4.370281760209267,18.490268373444668,35,0.102,0.04,1,H,Rural,non,1,84.0,8,5,35plus,Q001432,0,25.0
Q001433,E013,29,3,23.6,4.393468923791547,18.583353116081426,35,0.024,0.0219,1,H,Urbain,oui,4,1271.0,11,1,35plus,Q001433,0,45.66
Q001434,E043,32,4,43.9,4.397551620487657,18.57438778137034,25,0.392,0.0603,1,F,Rural,non,4,445.0,8,6,15a34,Q001434,0,16.58
Q001435,E024,77,4,37.3,4.370715091525783,18.5424835746646,27,0.239,0.0702,1,H,Urbain,oui,2,296.0,11,8,15a34,Q001435,0,14.25
Q001436,E008,11,1,36.4,4.386776928175493,18.51975411015479,39,0.003,0.0407,1,H,Rural,non,1,201.0,18,6,35plus,Q001436,0,24.57
Q001437,E033,73,2,34.1,4.357260552560095,18.57252223202401,15,0.207,0.0245,1,H,Urbain,non,1,879.0,18,8,15a34,Q001437,1,40.82
Q001438,E049,102,2,26.4,4.38277977630151,18.50063323933444,12,0.119,0.0634,1,H,Urbain,non,0,31.0,15,4,moins15,Q001438,0,15.77
Q001439,E024,11,2,7.2,4.382010856875518,18.528435008180768,47,0.129,0.0674,1,F,Urbain,non,3,145.0,11,6,35plus,Q001439,1,14.84
Q001440,E072,1,1,36.5,4.323518041994438,18.5971069869978,39,0.219,0.0739,1,F,Rural,non,1,7.0,16,4,35plus,Q001440,0,13.53
Q001441,E059,8,2,29.4,4.306217606911163,18.60210013030308,16,0.057,0.0328,1,F,Rural,oui,0,741.0,18,4,15a34,Q001441,0,30.49
Q001442,E039,88,6,35.3,4.427607767978696,18.574104592150196,32,0.086,0.0786,1,H,Rural,non,1,5.0,17,1,15a34,Q001442,0,12.72
Q001443,E071,102,3,27.7,4.366267702621621,18.52701034476575,31,0.236,0.0688,1,F,Rural,non,3,341.0,11,3,15a34,Q001443,0,14.53
Q001444,E033,119,5,37.2,4.412589478945765,18.494423620720298,20,0.084,0.0682,1,F,Urbain,oui,1,105.0,9,5,15a34,Q001444,1,14.66
Q001445,E011,4,3,37.7,4.305000551356717,18.511028094008317,34,0.205,0.0352,0,H,Urbain,non,1,756.0,8,4,15a34,Q001445,0,28.41
Q001446,E003,58,5,22.6,4.3397222646863485,18.614280461564867,30,0.209,0.0767,0,F,Urbain,non,0,243.0,9,5,15a34,Q001446,0,13.04
Q001447,E071,6,5,34.5,4.3612,18.5551,44,0.229,0.0525,1,H,Rural,non,0,95.0,7,6,35plus,Q001447,1,19.05
Q001448,E072,45,6,23.3,4.392316397167961,18.54490387269582,37,0.584,0.0107,1,F,Rural,oui,1,855.0,15,3,35plus,Q001448,0,93.46
Q001449,E056,37,2,21.0,4.329275645821793,18.55817329661707,22,0.19,0.0629,1,H,Rural,non,2,69.0,18,8,15a34,Q001449,0,15.9
Q001450,E008,73,1,29.8,4.332286077265533,18.584228119312193,22,0.086,0.0403,1,F,Urbain,non,2,196.0,11,7,15a34,Q001450,0,24.81
Q001451,E023,110,2,53.6,4.457790185984201,18.498670498064627,35,0.151,0.0306,1,F,Rural,non,3,1298.0,12,2,35plus,Q001451,1,32.68
Q001452,E004,97,5,39.4,4.393314028722877,18.525682007297277,4,0.433,0.0733,0,H,Rural,non,3,114.0,14,7,moins15,Q001452,0,13.64
Q001453,E004,8,4,43.7,4.3927043270373565,18.58230330807495,14,0.156,0.0394,1,H,Rural,non,2,160.0,17,7,moins15,Q001453,0,25.38
Q001454,E019,29,5,38.3,4.299894466561577,18.56198882791267,28,0.307,0.0745,1,H,Rural,non,0,42.0,8,3,15a34,Q001454,0,13.42
Q001455,E043,33,6,35.4,4.267122659894212,18.6053055995055,29,0.358,0.066,1,H,Rural,non,1,551.0,12,2,15a34,Q001455,0,15.15
Q001456,E005,31,2,40.3,4.4085317782982845,18.58767004232996,45,0.312,0.0328,0,F,Urbain,non,0,135.0,16,5,35plus,Q001456,0,30.49
Q001457,E074,43,3,29.5,4.247980970262227,18.51139647968921,9,0.121,0.0707,1,H,Rural,non,1,62.0,16,7,moins15,Q001457,0,14.14
Q001458,E035,73,3,37.3,4.334921139636141,18.383123083876548,24,0.118,0.0242,0,F,Rural,non,0,140.0,14,1,15a34,Q001458,0,41.32
Q001459,E020,89,1,42.2,4.31941798967667,18.560214012432382,30,0.138,0.0654,1,H,Rural,non,1,905.0,9,3,15a34,Q001459,0,15.29
Q001460,E039,113,4,38.9,4.313742943807097,18.49773592469873,26,0.172,0.0546,1,F,Rural,non,2,18.0,10,5,15a34,Q001460,0,18.32
Q001461,E060,85,1,42.7,4.337952690328071,18.57537989224092,19,0.025,0.0353,1,F,Urbain,oui,1,355.0,15,5,15a34,Q001461,0,28.33
Q001462,E024,36,6,35.3,4.307213929668183,18.629524385299874,21,0.373,0.0724,1,F,Urbain,oui,0,255.0,14,7,15a34,Q001462,0,13.81
Q001463,E004,23,1,45.8,4.299199507470361,18.498517523148546,34,0.174,0.0366,1,H,Rural,non,3,289.0,11,4,15a34,Q001463,0,27.32
Q001464,E004,46,1,32.5,4.3727541531713845,18.582322863968667,26,0.455,0.0159,1,H,Urbain,oui,0,145.0,8,3,15a34,Q001464,0,62.89
Q001465,E064,96,2,48.8,4.413315938840791,18.59351199194341,25,0.067,0.0129,1,H,Urbain,oui,0,515.0,14,6,15a34,Q001465,0,77.52
Q001466,E009,120,6,38.0,4.2731868483731335,18.567285778625823,13,0.506,0.015,1,H,Urbain,oui,2,634.0,17,5,moins15,Q001466,0,66.67
Q001467,E048,48,6,31.3,4.3697776518189855,18.566394200135644,65,0.228,0.0569,1,F,Urbain,non,0,235.0,13,8,35plus,Q001467,0,17.57
Q001468,E029,22,6,25.7,4.3870707092090875,18.446178929941563,33,0.173,0.0282,1,H,Rural,non,2,728.0,15,2,15a34,Q001468,0,35.46
Q001469,E059,1,5,28.3,4.382325645938381,18.553277024701703,55,0.136,0.0696,1,F,Urbain,non,0,126.0,11,1,35plus,Q001469,1,14.37
Q001470,E005,10,6,27.3,4.348938793922631,18.549566159975324,26,0.071,0.0103,1,F,Rural,non,1,202.0,9,5,15a34,Q001470,0,97.09
Q001471,E068,77,3,33.4,4.330146472608843,18.602486431953817,32,0.129,0.0428,1,F,Rural,oui,2,22.0,9,5,15a34,Q001471,0,23.36
Q001472,E053,71,1,25.1,4.397929290088312,18.597997325307258,38,0.052,0.0168,1,H,Urbain,non,0,193.0,13,7,35plus,Q001472,0,59.52
Q001473,E034,78,3,43.0,4.376764830288592,18.524482809108846,29,0.044,0.0482,1,F,Urbain,oui,3,185.0,17,8,15a34,Q001473,0,20.75
Q001474,E016,3,2,34.8,4.26528498515351,18.455002571683657,32,0.216,0.064,1,H,Rural,non,0,76.0,12,4,15a34,Q001474,0,15.62
Q001475,E074,53,2,34.5,4.348946869512887,18.47019955835489,34,0.175,0.0155,0,F,Urbain,non,2,371.0,17,3,15a34,Q001475,0,64.52
Q001476,E023,22,5,25.8,4.362774406479173,18.620435879118396,27,0.11,0.0791,1,F,Rural,non,1,285.0,17,6,15a34,Q001476,0,12.64
Q001477,E037,41,2,28.6,4.3612,18.5551,29,0.196,0.0474,1,H,Urbain,oui,0,274.0,14,8,15a34,Q001477,1,21.1
Q001478,E030,75,2,18.5,4.347827825860524,18.47766815049321,46,0.295,0.0791,1,F,Rural,non,3,82.0,7,8,35plus,Q001478,0,12.64
Q001479,E018,34,3,45.3,4.384576900940541,18.483883192561326,16,0.236,0.0646,1,H,Rural,non,0,318.0,12,1,15a34,Q001479,0,15.48
Q001480,E032,80,1,24.1,4.318633299270636,18.561539993950028,57,0.072,0.0428,1,H,Rural,oui,2,133.0,18,6,35plus,Q001480,0,23.36
Q001481,E012,35,5,24.6,4.371649407528249,18.55604799188436,39,0.05,0.0252,1,F,Rural,non,3,476.0,14,8,35plus,Q001481,0,39.68
Q001482,E001,62,5,43.9,4.310523399756944,18.632794707521576,26,0.39,0.0308,0,F,Urbain,oui,0,140.0,18,7,15a34,Q001482,0,32.47
Q001483,E022,56,4,36.7,4.298165951089487,18.54598955026934,44,0.164,0.0178,1,F,Rural,non,2,491.0,16,4,35plus,Q001483,0,56.18
Q001484,E009,47,1,34.8,4.39077950518445,18.569308675298714,43,0.187,0.0709,1,F,Urbain,oui,0,454.0,14,4,35plus,Q001484,0,14.1
Q001485,E032,16,5,36.4,4.418699912561359,18.547904173857134,36,0.319,0.0177,1,H,Urbain,non,1,405.0,15,2,35plus,Q001485,0,56.5
Q001486,E065,70,3,40.7,4.300813704172116,18.5909465795062,29,0.115,0.0515,1,F,Urbain,non,0,47.0,13,5,15a34,Q001486,0,19.42
Q001487,E013,119,2,34.7,4.407651281688369,18.638002857920128,5,0.148,0.0498,1,H,Rural,non,1,128.0,16,4,moins15,Q001487,1,20.08
Q001488,E001,78,6,23.2,4.3593488610716316,18.59722228447062,20,0.225,0.0162,1,F,Rural,oui,0,1921.0,9,1,15a34,Q001488,0,61.73
Q001489,E009,90,6,39.1,4.249327549785627,18.64855135229912,32,0.2,0.0169,1,H,Rural,oui,1,191.0,8,6,15a34,Q001489,0,59.17
Q001490,E039,97,3,37.0,4.28825266674435,18.577047766391406,38,0.48,0.0716,1,H,Rural,non,1,594.0,10,5,35plus,Q001490,0,13.97
Q001491,E021,5,3,42.2,4.390413247985625,18.470697852786234,32,0.901,0.0193,1,H,Urbain,non,2,386.0,16,3,15a34,Q001491,1,51.81
Q001492,E037,96,6,25.3,4.278802541182981,18.508798774906527,37,0.441,0.0385,1,H,Rural,non,2,306.0,15,5,35plus,Q001492,0,25.97
Q001493,E003,30,2,28.9,4.32907209278894,18.591042815332223,27,0.153,0.0368,1,F,Urbain,oui,1,1078.0,8,6,15a34,Q001493,0,27.17
Q001494,E025,80,3,36.7,4.355932147005315,18.537936069440597,40,0.09,0.0582,1,F,Urbain,non,1,166.0,11,6,35plus,Q001494,0,17.18
Q001495,E031,119,4,27.4,4.382400979411797,18.550092425328867,63,0.061,0.0754,1,F,Urbain,non,1,83.0,14,4,35plus,Q001495,0,13.26
Q001496,E033,108,3,17.5,4.369234069368769,18.50949328105267,33,0.256,0.0202,1,H,Urbain,oui,1,128.0,9,1,15a34,Q001496,0,49.5
Q001497,E042,50,2,35.4,4.4384279067017935,18.62222142910603,29,0.027,0.0576,1,F,Rural,non,1,57.0,16,7,15a34,Q001497,0,17.36
Q001498,E059,101,1,40.3,4.31920981909855,18.62657112378618,31,0.302,0.0394,1,F,Urbain,non,0,111.0,8,7,15a34,Q001498,0,25.38
Q001499,E036,75,2,33.1,4.36493017421613,18.538550294930346,43,0.108,0.0782,1,F,Rural,oui,2,378.0,16,6,35plus,Q001499,0,12.79
Q001500,E064,16,3,37.8,4.3612,18.5551,30,0.263,0.0493,1,H,Rural,non,0,420.0,10,6,15a34,Q001500,1,20.28
Q001501,E040,29,6,36.8,4.395621662351596,18.61377118203642,43,0.242,0.0164,1,H,Rural,non,1,623.0,12,6,35plus,Q001501,0,60.98
Q001502,E020,115,3,34.1,4.41256351225358,18.602304400598168,45,0.134,0.0358,1,F,Rural,non,1,26.0,10,7,35plus,Q001502,0,27.93
Q001503,E018,110,1,11.0,4.3382965754661775,18.468452439132374,58,0.184,0.0306,0,H,Rural,non,1,1058.0,13,6,35plus,Q001503,1,32.68
Q001504,E025,108,6,43.4,4.392574125666022,18.583974396473153,38,0.922,0.0154,1,F,Rural,non,1,6.0,13,6,35plus,Q001504,1,64.94
Q001505,E045,47,3,27.3,4.3137073834128605,18.574789956506724,32,0.135,0.0177,1,F,Urbain,non,0,20.0,10,4,15a34,Q001505,0,56.5
Q001506,E019,39,6,39.4,4.356115155550984,18.559333543095075,35,0.225,0.0765,1,H,Rural,non,3,82.0,16,4,35plus,Q001506,1,13.07
Q001507,E069,97,1,8.6,4.385062381910282,18.506119956223333,31,0.221,0.0604,1,F,Rural,non,1,1090.0,16,3,15a34,Q001507,1,16.56
Q001508,E036,3,1,28.4,4.408769538265453,18.50720912246488,34,0.098,0.0485,1,H,Urbain,oui,2,49.0,14,1,15a34,Q001508,0,20.62
Q001509,E065,108,6,42.4,4.3612,18.5551,52,0.285,0.016,1,F,Rural,oui,2,1019.0,12,4,35plus,Q001509,1,62.5
Q001510,E052,73,1,25.5,4.364527425938646,18.517179030096194,24,0.121,0.0721,0,H,Rural,oui,1,78.0,17,8,15a34,Q001510,0,13.87
Q001511,E026,76,1,32.3,4.3560258004916985,18.45146510652947,11,0.114,0.0123,1,H,Urbain,oui,2,108.0,7,1,moins15,Q001511,0,81.3
Q001512,E018,53,4,50.5,4.387439643697941,18.52295549292895,33,0.106,0.0777,0,F,Urbain,non,1,405.0,9,3,15a34,Q001512,0,12.87
Q001513,E056,118,2,41.2,4.469460759760244,18.570108033766896,34,0.12,0.0522,1,F,Rural,non,1,98.0,13,3,15a34,Q001513,0,19.16
Q001514,E025,90,3,28.8,4.4027295103674735,18.491616306495388,46,0.223,0.0262,1,F,Rural,oui,2,322.0,15,3,35plus,Q001514,1,38.17
Q001515,E019,7,3,30.0,4.379077496435678,18.61659614375741,29,0.305,0.0233,1,F,Rural,oui,0,67.0,14,1,15a34,Q001515,0,42.92
Q001516,E070,63,2,32.8,4.291551492131293,18.647796881616596,24,0.233,0.0447,1,F,Rural,non,3,60.0,18,8,15a34,Q001516,0,22.37
Q001517,E037,104,3,43.2,4.31777608797359,18.56184591180331,22,0.335,0.0278,1,H,Rural,non,2,810.0,14,6,15a34,Q001517,0,35.97
Q001518,E004,10,2,27.0,4.343796180946423,18.58042748302278,22,0.172,0.0282,1,F,Rural,non,0,62.0,12,4,15a34,Q001518,0,35.46
Q001519,E038,89,2,26.6,4.405501055037028,18.46907671538171,18,0.113,0.0112,1,F,Rural,non,1,80.0,14,2,15a34,Q001519,0,89.29
Q001520,E035,30,2,39.0,4.313161878233774,18.559170325820077,13,0.446,0.0251,0,H,Rural,non,2,217.0,17,5,moins15,Q001520,0,39.84
Q001521,E065,61,1,22.2,4.39212257936831,18.479742211256752,0,0.255,0.0192,1,H,Urbain,non,0,53.0,8,4,moins15,Q001521,0,52.08
Q001522,E054,106,4,27.6,4.365984944591841,18.46379951603018,43,0.116,0.0295,1,F,Rural,non,2,1120.0,12,1,35plus,Q001522,0,33.9
Q001523,E015,60,4,33.4,4.377746559556486,18.486698532105198,34,0.107,0.0341,1,F,Urbain,oui,0,623.0,12,3,15a34,Q001523,0,29.33
Q001524,E012,5,1,33.8,4.349202284485168,18.542282125187953,62,0.224,0.0138,1,F,Rural,oui,1,30.0,7,2,35plus,Q001524,0,72.46
Q001525,E046,3,3,24.4,4.330168562803174,18.54796545831323,9,0.142,0.0305,1,H,Rural,non,2,231.0,13,3,moins15,Q001525,0,32.79
Q001526,E004,89,5,36.5,4.311311891088798,18.546359983129303,60,0.087,0.0448,1,F,Rural,oui,1,266.0,17,1,35plus,Q001526,0,22.32
Q001527,E024,112,1,37.9,4.390579712431652,18.491811922521972,28,0.142,0.0798,1,F,Rural,non,0,225.0,17,1,15a34,Q001527,0,12.53
Q001528,E011,36,2,29.4,4.3561638848379864,18.555307601144413,7,0.165,0.0536,1,F,Rural,oui,1,551.0,13,8,moins15,Q001528,0,18.66
Q001529,E002,113,6,45.6,4.306137954144112,18.51523104750922,0,0.162,0.0613,1,F,Rural,oui,0,88.0,9,3,moins15,Q001529,0,16.31
Q001530,E069,55,3,36.4,4.371163997872524,18.556435040252367,25,0.526,0.0479,1,F,Urbain,oui,1,263.0,11,7,15a34,Q001530,1,20.88
Q001531,E007,8,1,27.0,4.531164930370418,18.53820131938976,44,0.13,0.0395,0,F,Rural,non,1,210.0,14,4,35plus,Q001531,0,25.32
Q001532,E001,64,4,45.3,4.349926328329107,18.459867225517165,35,0.238,0.0395,1,F,Urbain,non,1,85.0,17,1,35plus,Q001532,1,25.32
Q001533,E070,117,3,30.3,4.442705204458425,18.516031980875397,25,0.389,0.0117,1,H,Rural,non,3,608.0,9,8,15a34,Q001533,0,85.47
Q001534,E015,31,2,35.3,4.230735878039877,18.57721302496187,48,0.12,0.0249,1,H,Urbain,oui,0,280.0,18,7,35plus,Q001534,0,40.16
Q001535,E062,116,1,30.6,4.346476488269737,18.59193351362013,32,0.377,0.0759,1,F,Rural,non,0,38.0,12,1,15a34,Q001535,0,13.18
Q001536,E003,79,6,38.4,4.407739384310763,18.48840784613631,7,0.223,0.0212,1,H,Urbain,non,0,186.0,15,3,moins15,Q001536,0,47.17
Q001537,E012,48,5,30.6,4.360777767964725,18.51179307439929,50,0.371,0.0118,1,H,Rural,non,0,1244.0,17,3,35plus,Q001537,1,84.75
Q001538,E009,84,5,31.1,4.327868395592877,18.527637077466075,15,0.276,0.0184,1,H,Urbain,non,3,28.0,15,6,15a34,Q001538,0,54.35
Q001539,E053,49,1,32.9,4.3612,18.5551,15,0.274,0.0176,1,H,Rural,non,0,159.0,15,8,15a34,Q001539,1,56.82
Q001540,E047,11,6,30.5,4.409255472111412,18.573457532804223,27,0.465,0.0762,1,H,Urbain,non,1,590.0,9,6,15a34,Q001540,0,13.12
Q001541,E036,105,3,41.5,4.467172169554568,18.486002581991222,36,0.077,0.0483,1,F,Rural,non,1,86.0,7,2,35plus,Q001541,0,20.7
Q001542,E019,45,3,25.2,4.413275312092977,18.574604965928668,20,0.087,0.0262,1,H,Rural,non,2,71.0,17,4,15a34,Q001542,1,38.17
Q001543,E007,68,6,33.7,4.3347637253641516,18.61343720081692,4,0.183,0.0427,1,F,Urbain,non,4,194.0,9,1,moins15,Q001543,0,23.42
Q001544,E043,90,3,34.6,4.348356321370018,18.560820054737373,21,0.067,0.0149,0,F,Rural,non,0,96.0,11,2,15a34,Q001544,0,67.11
Q001545,E018,10,2,33.1,4.348728177199604,18.511249534530457,45,0.425,0.0178,1,H,Urbain,non,2,2142.0,10,4,35plus,Q001545,0,56.18
Q001546,E045,87,2,40.8,4.316637604594733,18.592409008709758,30,0.087,0.0264,1,F,Rural,non,0,125.0,10,3,15a34,Q001546,0,37.88
Q001547,E052,44,6,23.5,4.352246770543696,18.5592494385279,47,0.032,0.0539,0,H,Urbain,non,0,350.0,14,4,35plus,Q001547,0,18.55
Q001548,E064,66,4,38.0,4.3463097412318366,18.53751622919891,38,0.265,0.0794,1,F,Rural,non,1,52.0,16,8,35plus,Q001548,0,12.59
Q001549,E038,55,4,25.3,4.2999722115778365,18.59465549410072,22,0.314,0.0124,0,H,Rural,non,1,870.0,15,1,15a34,Q001549,0,80.65
Q001550,E001,94,4,30.4,4.401906456425485,18.549804724726624,20,0.089,0.04,1,F,Rural,oui,2,66.0,7,2,15a34,Q001550,0,25.0
Q001551,E022,23,2,24.6,4.381046248974562,18.55403431590913,33,0.053,0.0455,0,F,Rural,oui,0,109.0,12,4,15a34,Q001551,0,21.98
Q001552,E065,13,3,31.7,4.3279526998725695,18.593009941088688,33,0.033,0.0304,1,H,Rural,non,1,1913.0,12,5,15a34,Q001552,0,32.89
Q001553,E040,50,6,30.0,4.367389977521388,18.52495141668731,32,0.941,0.0226,1,H,Rural,oui,1,321.0,12,4,15a34,Q001553,1,44.25
Q001554,E047,15,1,45.5,4.311772397736243,18.492183324713185,35,0.111,0.0734,1,H,Rural,non,0,752.0,11,7,15a34,Q001554,1,13.62
Q001555,E035,30,6,35.7,4.332387461503493,18.56626253683602,30,0.178,0.0673,1,F,Urbain,oui,2,516.0,18,2,15a34,Q001555,1,14.86
Q001556,E013,79,2,37.1,4.39438381126069,18.62784133171328,29,0.301,0.0682,1,H,Rural,non,2,125.0,10,7,15a34,Q001556,0,14.66
Q001557,E068,99,2,26.2,4.38355229262292,18.436274085477763,18,0.331,0.0347,1,H,Rural,oui,0,403.0,17,5,15a34,Q001557,0,28.82
Q001558,E058,84,1,39.2,4.334340588358908,18.586669598030536,15,0.24,0.0249,0,H,Rural,non,1,368.0,8,3,15a34,Q001558,0,40.16
Q001559,E075,39,4,45.5,4.375573198475277,18.5517389292888,42,0.133,0.0299,0,H,Rural,non,0,365.0,9,8,35plus,Q001559,0,33.44
Q001560,E065,98,2,40.1,4.3562811808751585,18.52329306784339,16,0.455,0.0655,1,F,Rural,non,1,2.0,12,8,15a34,Q001560,0,15.27
Q001561,E022,49,3,24.8,4.310136874041441,18.517683469432825,2,0.044,0.0769,0,F,Rural,oui,0,78.0,10,3,moins15,Q001561,0,13.0
Q001562,E020,22,4,30.8,4.351638025804616,18.59514797248668,25,0.278,0.0241,1,F,Rural,oui,0,414.0,13,5,15a34,Q001562,0,41.49
Q001563,E019,91,4,34.8,4.381601638207046,18.583994190370703,35,0.397,0.0388,0,H,Rural,non,0,133.0,14,8,35plus,Q001563,0,25.77
Q001564,E069,63,6,30.0,4.3753080202320485,18.49814494990828,30,0.016,0.0585,1,F,Rural,non,4,175.0,14,2,15a34,Q001564,1,17.09
Q001565,E042,45,4,51.7,4.275369077294428,18.565231051886514,13,0.483,0.0323,1,F,Rural,non,2,189.0,14,1,moins15,Q001565,0,30.96
Q001566,E035,80,2,30.6,4.368304885860492,18.618615432230087,45,0.245,0.0464,1,F,Urbain,non,1,77.0,11,3,35plus,Q001566,1,21.55
Q001567,E073,87,5,10.4,4.361271288623007,18.58487087316383,34,0.198,0.0242,1,F,Urbain,non,2,79.0,11,4,15a34,Q001567,1,41.32
Q001568,E046,27,1,29.8,4.265086047457308,18.46660576027359,48,0.108,0.0666,1,H,Urbain,non,0,202.0,13,4,35plus,Q001568,0,15.02
Q001569,E069,15,6,35.6,4.319597994039572,18.58230008040712,30,0.032,0.0189,1,F,Rural,non,1,233.0,10,1,15a34,Q001569,0,52.91
Q001570,E074,63,2,43.7,4.384581550399992,18.487627900018563,38,0.044,0.0567,0,H,Rural,non,1,930.0,18,1,35plus,Q001570,0,17.64
Q001571,E006,7,5,34.8,4.429240131151583,18.56090415309889,13,0.104,0.031,1,F,Rural,non,0,50.0,14,7,moins15,Q001571,0,32.26
Q001572,E028,77,1,32.5,4.277974164984655,18.51261626713356,0,0.045,0.0329,1,F,Rural,oui,1,13.0,17,1,moins15,Q001572,0,30.4
Q001573,E056,53,3,26.5,4.408965164290332,18.570124751841362,31,0.274,0.0777,0,H,Rural,non,2,55.0,9,7,15a34,Q001573,0,12.87
Q001574,E061,26,5,7.8,4.2659813510424485,18.516513520112504,10,0.39,0.0259,1,H,Urbain,non,1,195.0,9,7,moins15,Q001574,1,38.61
Q001575,E012,72,4,33.0,4.429875890909329,18.497681412759377,44,0.229,0.0574,1,H,Rural,non,0,607.0,14,2,35plus,Q001575,0,17.42
Q001576,E024,46,1,32.7,4.348066677611758,18.565745417235274,44,0.055,0.0131,0,H,Rural,oui,2,466.0,13,3,35plus,Q001576,0,76.34
